Symbol,Date,Open,High,Low,Close,Volume,REPH SMA,REPH spanTwelveEMA,REPH spanTwntySixEMA,REPH_x,REPH_y
REPH,2021-02-02,3.29,3.35,3.2,3.34,77884,3.34,3.2309814430887416,3.1569179796487883,0.07406346343995329,0.07329484818504067
REPH,2021-02-01,3.13,3.15,3.1,3.15,31582,3.1500000000000004,3.2111598872866947,3.1422714180206914,0.06888846926600323,0.07310269437131252
REPH,2021-01-29,3.07,3.14,3.04,3.14,32555,3.140000000000001,3.2222798667933663,3.1416531314623466,0.08062673533101973,0.07415625064763984
REPH,2021-01-28,3.14,3.185,3.1075,3.13,47019,3.1300000000000012,3.2372398425739783,3.1417853819793344,0.09545446059464437,0.07253862947679487
REPH,2021-01-27,3.25,3.25,3.07,3.2157,127999,3.2157000000000013,3.256737995769248,3.1427282125376808,0.11400978323156652,0.06680967169733262
REPH,2021-01-26,3.55,3.57,3.4867,3.5423,121925,3.5423000000000013,3.2641994495454747,3.1368904695406963,0.12730898000477886,0.05500964381377392
REPH,2021-01-25,3.71,3.75,3.57,3.6,48918,3.6000000000000005,3.213635713099197,3.1044577071039514,0.10917800599524607,0.036934809766022786
REPH,2021-01-22,3.5,3.65,3.45,3.62,148881,3.620000000000001,3.1433876609354154,3.064814323672268,0.07857333726314808,0.018874010708717068
REPH,2021-01-21,3.32,3.48,3.26,3.4357,193121,3.4357000000000006,3.0567308720145823,3.020399469566049,0.036331402448532835,0.003949179070109424
REPH,2021-01-20,3.08,3.109,3.03,3.065,88491,3.065,2.9878273941990514,2.9871754271313327,0.0006519670677183066,-0.00414637677449654
REPH,2021-01-19,2.99,3.0,2.95,2.99,57214,2.99,2.9737960113261512,2.9809494613018392,-0.00715344997568801,-0.005345962735050362
REPH,2021-01-19,2.99,3.0,2.95,2.99,57214,2.99,2.9708498315672696,2.9802254182059866,-0.009375586638716626,-0.00489409092489095
REPH,2021-01-15,2.95,2.97,2.91,2.96,49531,2.96,2.9673679827613184,2.9794434516624646,-0.012075468901146635,-0.0037737169964344197
REPH,2021-01-14,2.97,2.97,2.86,2.91,32415,2.91,2.9687076159906494,2.9809989277954623,-0.01229131180481291,-0.0016982790202564762
REPH,2021-01-13,2.88,2.93,2.82,2.8537,89757,2.8537,2.9793817279889496,2.9866788420190997,-0.007297114030149655,0.0009499791758826323
REPH,2021-01-12,3.04,3.04,2.93,2.9686,133076,2.9686000000000003,3.0022329512596677,2.9973171493806268,0.004915801879040949,0.0030117524773908147
REPH,2021-01-11,2.95,3.03,2.95,3.01,61076,3.01,3.0083480333068806,2.9996145213310776,0.008733511975802966,0.002535740126978281
REPH,2021-01-08,3.07,3.0753,2.99,3.035,36893,3.035,3.008047675726313,2.9987836830375643,0.009263992688749669,0.0009862971647721097
REPH,2021-01-07,3.04,3.1,2.92,2.99,47559,2.99,3.003147253131098,2.9958863776805686,0.007260875450529447,-0.0010831267162220578
REPH,2021-01-06,3.14,3.2,3.08,3.13,145494,3.13,3.0055376627912977,2.9963572878950138,0.00918037489628354,-0.0031691272579099337
REPH,2021-01-05,3.1,3.1,3.0,3.06,48247,3.06,2.9829081469351695,2.9856658709266157,-0.00275772399144536,-0.006256502796458412
REPH,2021-01-04,2.93,3.02,2.93,2.9878,129013,2.9878,2.968891446377928,2.9797191406007446,-0.010827694222816486,-0.0071311974977114525
REPH,2021-01-04,2.93,3.02,2.93,2.9878,129013,2.9878,2.9654535275375515,2.9790726718488036,-0.013619144311252551,-0.006207073316435193
REPH,2020-12-31,2.95,2.98,2.81,2.84,136713,2.84,2.9613905325443786,2.9783744855967083,-0.016983953052329248,-0.004354055567730964
REPH,2020-12-30,2.96,2.968,2.92,2.92,15545,2.92,2.9834615384615386,2.989444444444445,-0.005982905982905962,-0.0011965811965812811
REPH,2020-12-29,3.0,3.04,2.9691,2.995,129863,2.995,2.995,2.995,0.0,0.0
