Symbol,Date,Open,High,Low,Close,Volume,GNCA SMA,GNCA spanTwelveEMA,GNCA spanTwntySixEMA,GNCA_x,GNCA_y
GNCA,2021-02-02,3.18,3.37,3.12,3.2802,550606,3.2802,2.9592851517604117,2.7832335267939787,0.176051624966433,0.16654444327180346
GNCA,2021-02-01,2.88,2.98,2.85,2.9396,94508,2.9395999999999995,2.9009369975350334,2.7434762089374978,0.1574607885975352,0.16416764784814605
GNCA,2021-01-29,2.91,3.12,2.91,3.0402,109803,3.0401999999999987,2.8939073607232215,2.7277863056524976,0.1661210550707235,0.16584436266079863
GNCA,2021-01-28,2.91,2.99,2.85,2.8609,144829,2.8609,2.867308699036534,2.7027932101046974,0.16451548893183654,0.16577518955831727
GNCA,2021-01-27,2.89,2.89,2.71,2.8,71099,2.8,2.8684739170431763,2.6901446669130733,0.17832925013010306,0.16609011471493745
GNCA,2021-01-26,2.94,3.03,2.92,2.9999,50974,2.9999,2.880923720141936,2.6813562402661195,0.19956747987581647,0.16303033086114604
GNCA,2021-01-25,3.1,3.1583,3.0736,3.09,45347,3.0899999999999994,2.859291669258652,2.655872739487409,0.2034189297712428,0.15389604360747844
GNCA,2021-01-22,3.21,3.21,3.02,3.02,89847,3.02,2.8173447000329523,2.621142558646402,0.19620214138655045,0.14151532206653733
GNCA,2021-01-21,3.3035,3.4,3.06,3.4,296234,3.4,2.7804982818571253,2.5892339633381143,0.1912643185190115,0.12784361723653404
GNCA,2021-01-20,2.83,2.89,2.82,2.86,55155,2.86,2.667861605831148,2.5243726804051634,0.14348892542598524,0.1119884419159148
GNCA,2021-01-19,2.83,2.83,2.7301,2.7301,56657,2.7301,2.6329273523459027,2.4975224948375763,0.13540485750832687,0.10411332103839728
GNCA,2021-01-19,2.83,2.83,2.7301,2.7301,56657,2.7301,2.615259598226976,2.478916294424581,0.13634330380239446,0.09629043692091498
GNCA,2021-01-15,2.97,2.97,2.88,2.9,45893,2.9000000000000004,2.5943795251773354,2.4588215979785484,0.13555792719878745,0.08627722020054499
GNCA,2021-01-14,2.93,3.1,2.81,3.09,159536,3.0900000000000003,2.538812166118669,2.423527325816832,0.1152848403018374,0.07395704345098447
GNCA,2021-01-13,2.45,2.5,2.41,2.4522,18459,2.4522000000000004,2.4385961963220635,2.3702095118821784,0.06838668443988505,0.06362509423827134
GNCA,2021-01-12,2.43,2.46,2.38,2.4444,69610,2.4444000000000004,2.43612277747153,2.363650272832753,0.07247250463877686,0.06243469668786791
GNCA,2021-01-11,2.45,2.485,2.4,2.43,34461,2.4300000000000006,2.4346178279208988,2.357190294659373,0.07742753326152574,0.05992524470014067
GNCA,2021-01-08,2.5,2.59,2.5,2.555,17851,2.555000000000001,2.4354574329974263,2.351365518232124,0.08409191476530298,0.0555496725597944
GNCA,2021-01-07,2.49,2.5916,2.47,2.55,20047,2.5500000000000003,2.4137224208151404,2.335074759690693,0.07864766112444732,0.048414112008417366
GNCA,2021-01-06,2.6,2.63,2.45,2.53,81011,2.53,2.3889446791451663,2.3178807404659487,0.07106393867921756,0.040855724729409876
GNCA,2021-01-05,2.38,2.4452,2.37,2.4439,38103,2.4439000000000006,2.3632982571715604,2.3009111997032248,0.06238705746833561,0.03330367124195795
GNCA,2021-01-04,2.44,2.51,2.38,2.49,37968,2.490000000000001,2.3486433948391165,2.289472095679483,0.0591712991596336,0.026032824685363526
GNCA,2021-01-04,2.44,2.51,2.38,2.49,37968,2.490000000000001,2.322942193900774,2.273429863333841,0.049512330566932494,0.01774820606679601
GNCA,2020-12-31,2.61,2.64,2.51,2.525,24748,2.5250000000000004,2.2925680473372783,2.2561042524005486,0.03646379493672925,0.009807174941761776
GNCA,2020-12-30,2.3,2.417,2.27,2.417,33663,2.4170000000000003,2.2503076923076923,2.2345925925925934,0.015715099715099434,0.003143019943019798
GNCA,2020-12-29,2.4,2.43,2.22,2.22,99469,2.2200000000000006,2.22,2.22,0.0,0.0
