Symbol,Date,Open,High,Low,Close,Volume,NCPCF SMA,NCPCF spanTwelveEMA,NCPCF spanTwntySixEMA,NCPCF_x,NCPCF_y
NCPCF,2021-02-02,0.0916,0.0939,0.083,0.08800000000000001,241000,0.08800000000000001,0.10118721865402923,0.10393513668982912,-0.002747918035799907,-0.0007630647190849096
NCPCF,2021-02-01,0.0997,0.0997,0.0937,0.0937,16250,0.09370000000000002,0.10358489477294362,0.10520994762501544,-0.0016250528520718314,-0.0002668513899061637
NCPCF,2021-01-29,0.0999,0.109,0.0999,0.1083,24847,0.1083,0.10538214836802427,0.1061307434350167,-0.0007485950669924303,7.269897563524986e-05
NCPCF,2021-01-28,0.095,0.1057,0.09300000000000001,0.09300000000000001,74885,0.09300000000000004,0.10485162988948322,0.10595720290981804,-0.0011055730203348155,0.0002780224862921699
NCPCF,2021-01-27,0.10478,0.1057,0.10478,0.1057,10000,0.10570000000000004,0.10700647168757108,0.10699377914260348,1.2692544967593531e-05,0.0006239213629489162
NCPCF,2021-01-26,0.111,0.111,0.10830799999999999,0.1109,7300,0.1109,0.10724401199440216,0.10709728147401176,0.00014673052039040901,0.0007767285674442467
NCPCF,2021-01-25,0.1119,0.1119,0.1051,0.1109,134316,0.1109,0.1065792869024753,0.10679306399193272,-0.00021377708945741203,0.0009342280792077096
NCPCF,2021-01-22,0.1127,0.1127,0.0974,0.1023,15337,0.1023,0.10579370270292536,0.10646450911128733,-0.0006708064083619791,0.0012212293713739935
NCPCF,2021-01-21,0.1005,0.1005,0.1,0.1,3728,0.1,0.10642892137618452,0.1067976698401903,-0.0003687484640057942,0.001694238316307983
NCPCF,2021-01-20,0.0983,0.102551,0.0981,0.0981,11325,0.0981,0.10759781617185442,0.10734148342740553,0.0002563327444488894,0.0022099850113864237
NCPCF,2021-01-19,0.1025,0.106,0.1,0.102,303471,0.102,0.1093246918394643,0.10808080210159796,0.0012438897378663355,0.0026983980781208074
NCPCF,2021-01-19,0.1025,0.106,0.1,0.102,303471,0.102,0.11065645399209416,0.1085672662697258,0.002089187722368366,0.0030620251631844216
NCPCF,2021-01-15,0.121,0.121,0.111,0.1155,25890,0.1155,0.11223035471792947,0.10909264757130388,0.0031377071466255897,0.0033052345233884387
NCPCF,2021-01-14,0.122,0.122,0.1071,0.1144,11650,0.1144,0.111635873757553,0.1085800593770082,0.003055814380544808,0.0033471163675791505
NCPCF,2021-01-13,0.1094,0.1094,0.10800000000000001,0.10800000000000001,12300,0.10799999999999996,0.11113330534983536,0.10811446412716884,0.003018841222666505,0.003419941864337736
NCPCF,2021-01-12,0.1122,0.1122,0.10815,0.10815,2100,0.10814999999999997,0.1117029972316236,0.10812362125734236,0.003579375974281235,0.0035202170247555405
NCPCF,2021-01-11,0.1236,0.1236,0.11,0.11,40000,0.10999999999999996,0.11234899672828244,0.10812151095792977,0.0042274857703526745,0.003505427287374117
NCPCF,2021-01-08,0.138,0.138,0.1179,0.12205,39700,0.12204999999999998,0.1127760870425156,0.10797123183456417,0.004804855207951445,0.0033249126666294775
NCPCF,2021-01-07,0.1221,0.12300000000000001,0.1174,0.1183,23200,0.11829999999999995,0.1110899210502457,0.10684493038132928,0.0042449906689164115,0.002954927031298989
NCPCF,2021-01-06,0.1111,0.1111,0.1009,0.1011,44333,0.10109999999999998,0.10977899760483582,0.10592852481183564,0.0038504727930001865,0.0026324111218946292
NCPCF,2021-01-05,0.1135,0.127,0.1128,0.1231,48546,0.1231,0.11135699716935143,0.10631480679678247,0.00504219037256895,0.0023278957041182394
NCPCF,2021-01-04,0.1151,0.1218,0.1151,0.1218,18825,0.1218,0.10922190574559716,0.1049719913405251,0.004249914405072053,0.0016493220370055583
NCPCF,2021-01-04,0.1151,0.1218,0.1151,0.1218,18825,0.1218,0.1069349795175239,0.1036257506477671,0.003309228869756792,0.0009991739449889312
NCPCF,2020-12-31,0.1178,0.129,0.1165,0.1255,62700,0.1255,0.10423224852071006,0.10217181069958847,0.0020604378211215857,0.0004216602137969661
NCPCF,2020-12-30,0.08547,0.10205,0.08535,0.10099999999999999,109780,0.10099999999999998,0.10036538461538462,0.10030555555555556,5.9829059829055724e-05,1.1965811965811147e-05
NCPCF,2020-12-29,0.0973,0.10025,0.09300000000000001,0.10025,160521,0.10025,0.10025,0.10025,0.0,0.0
