Symbol,Date,Open,High,Low,Close,Volume,SCOR SMA,SCOR spanTwelveEMA,SCOR spanTwntySixEMA,SCOR_x,SCOR_y
SCOR,2021-02-02,3.24,3.275,3.24,3.25,54335,3.25,3.2564567284688155,3.0806487309828214,0.17580799748599452,0.22138267146233487
SCOR,2021-02-01,3.23,3.2769,3.2,3.22,46814,3.2200000000000006,3.2576306790995093,3.0671006294614465,0.1905300496380629,0.23277633995642003
SCOR,2021-01-29,3.27,3.28,3.2,3.25,63538,3.2500000000000004,3.2644726207539656,3.0548686798183624,0.2096039409356032,0.2433379125360093
SCOR,2021-01-28,3.24,3.35,3.16,3.24,220427,3.24,3.2671040063455963,3.039258174203831,0.2278458321417647,0.2517714054361108
SCOR,2021-01-27,3.37,3.37,3.2,3.25,142937,3.25,3.2720320074993405,3.0231988281401385,0.2488331793592025,0.25775279875969725
SCOR,2021-01-26,3.4,3.42,3.33,3.42,38072,3.42,3.2760378270446746,3.0050547343913485,0.2709830926533261,0.25998270360982106
SCOR,2021-01-25,3.51,3.53,3.41,3.44,57913,3.4399999999999995,3.249862886507344,2.971859113142657,0.2780037733646865,0.2572326063489448
SCOR,2021-01-22,3.27,3.355,3.21,3.3361,42158,3.3361,3.2152925022359518,2.9344078421940694,0.28088466004188195,0.25203981459500924
SCOR,2021-01-21,3.38,3.38,3.3,3.34,30589,3.34,3.193327502642488,2.9022724695695947,0.2910550330728929,0.24482860323329098
SCOR,2021-01-20,3.43,3.46,3.33,3.41,48755,3.41,3.1666597758502126,2.8672542671351624,0.29940550871505023,0.23327199577339036
SCOR,2021-01-19,3.59,3.635,3.45,3.48,142550,3.4800000000000004,3.122416098732069,2.823834608505975,0.2985814902260944,0.21673861753797535
SCOR,2021-01-19,3.59,3.635,3.45,3.48,142550,3.4800000000000013,3.0574008439560822,2.771341377186453,0.28605946676962896,0.19627789936594567
SCOR,2021-01-15,3.3,3.38,3.3,3.3,72962,3.300000000000001,2.9805646337662792,2.7146486873613696,0.2659159464049097,0.17383250751502471
SCOR,2021-01-14,3.28,3.37,3.25,3.28,76596,3.280000000000001,2.9224854762692387,2.6678205823502794,0.2546648939189602,0.15081164779255346
SCOR,2021-01-13,3.38,3.46,3.17,3.26,153022,3.260000000000001,2.8574828355909188,2.6188462289383008,0.23863660665261802,0.12484833626095199
SCOR,2021-01-12,3.49,3.5,3.35,3.44,213864,3.4400000000000013,2.78429789660745,2.5675539272533654,0.21674396935408516,0.09640126866303547
SCOR,2021-01-11,3.39,3.5,3.33,3.38,282633,3.3800000000000012,2.665079332354259,2.497758241433634,0.16732109092062508,0.06631559349027316
SCOR,2021-01-08,3.57,3.6,3.15,3.3129,804104,3.3129000000000017,2.5350937564186697,2.4271789007483244,0.10791485567034532,0.04106421913268517
SCOR,2021-01-07,2.43,2.49,2.42,2.44,14904,2.440000000000002,2.3936744394038825,2.3563212128081905,0.037353226595691964,0.024351559998270128
SCOR,2021-01-06,2.44,2.485,2.42,2.46,21818,2.460000000000002,2.385251610204589,2.3496269098328457,0.035624700371743145,0.02110114334891467
SCOR,2021-01-05,2.35,2.4398,2.35,2.3707,41360,2.370700000000002,2.3716609938781503,2.3407970626194734,0.030863931258676924,0.01747025409320755
SCOR,2021-01-04,2.57,2.58,2.45,2.45,93436,2.4500000000000024,2.371835720037814,2.3384048276290312,0.033430892408782935,0.014121834801840205
SCOR,2021-01-04,2.57,2.58,2.45,2.45,93436,2.450000000000002,2.357624032771962,2.3294772138393536,0.0281468189326084,0.00929457040010452
SCOR,2020-12-31,2.5,2.61,2.5,2.54,48080,2.5400000000000023,2.3408284023668644,2.3198353909465017,0.02099301142036225,0.004581508266978549
SCOR,2020-12-30,2.34,2.3753,2.33,2.33,30635,2.3300000000000023,2.3046153846153845,2.302222222222222,0.0023931623931625623,0.00047863247863251247
SCOR,2020-12-29,2.34,2.4,2.3,2.3,68586,2.3000000000000016,2.3,2.3,0.0,0.0
