Symbol,Date,Open,High,Low,Close,Volume,EOD SMA,EOD spanTwelveEMA,EOD spanTwntySixEMA,EOD_x,EOD_y
EOD,2021-02-02,4.95,5.0,4.94,4.99,43908,4.99,4.973332790740313,4.949772801340436,0.02355998939987813,0.03307203481128621
EOD,2021-02-01,4.94,4.94,4.86,4.9,122012,4.9,4.970302389056736,4.9465546254476696,0.023747763609065053,0.03545004616413845
EOD,2021-01-29,4.97,4.9814,4.95,4.955,16115,4.955,4.983084641612504,4.950278995483484,0.03280564612902115,0.03837561680290636
EOD,2021-01-28,4.95,4.97,4.95,4.9658,51749,4.9658,4.988190940087507,4.949901315122164,0.03828962496534416,0.03976810947137788
EOD,2021-01-27,5.0,5.01,4.98,4.99,25797,4.99,4.992262020103417,4.948629420331937,0.04363259977148104,0.04013773059788653
EOD,2021-01-26,5.04,5.05,5.03,5.0371,15542,5.0371000000000015,4.992673296485856,4.945319773958491,0.04735352252736647,0.039264013304488116
EOD,2021-01-25,5.02,5.0298,5.02,5.02,10656,5.0200000000000005,4.984595714028741,4.937977355875169,0.046618358153571286,0.03724163599876875
EOD,2021-01-22,5.06,5.06,5.01,5.0249,34628,5.0249000000000015,4.978158571124875,4.931415544345184,0.04674302677969155,0.034897455460068116
EOD,2021-01-21,5.06,5.06,5.04,5.04,8105,5.040000000000002,4.969660129511215,4.9239367878927975,0.04572334161841773,0.03193606263016248
EOD,2021-01-20,5.04,5.043,5.02,5.0302,15624,5.030200000000002,4.956871062149618,4.914651730924222,0.042219331225396665,0.02848924288309866
EOD,2021-01-19,5.0,5.03,5.0,5.0086,30845,5.008600000000002,4.943538527995004,4.905407869398159,0.038130658596844384,0.025056720797524155
EOD,2021-01-19,5.0,5.03,5.0,5.0086,30845,5.008600000000002,4.9317091694486415,4.897152498950012,0.03455667049862843,0.021788236347693876
EOD,2021-01-15,4.97,4.97,4.9502,4.96,8110,4.960000000000002,4.917729018439302,4.888236698866013,0.02949231957328902,0.018596127809960013
EOD,2021-01-14,4.97,4.98,4.96,4.97,5148,4.9700000000000015,4.910043385428266,4.882495634775294,0.027547750652971992,0.01587207986912776
EOD,2021-01-13,4.94,4.96,4.94,4.95,11918,4.950000000000002,4.89914218277886,4.875495285557318,0.023646897221541785,0.0129531621731667
EOD,2021-01-12,4.94,4.945,4.92,4.94,18703,4.940000000000002,4.889895306920471,4.869534908401904,0.02036039851856764,0.010279728411072928
EOD,2021-01-11,4.9,4.92,4.9,4.91,18858,4.910000000000001,4.880785362724193,4.863897701074056,0.016887661650137886,0.007759560884199249
EOD,2021-01-08,4.94,4.97,4.9339,4.9501,30237,4.950100000000001,4.8754736104922305,4.860209517159982,0.015264093332248763,0.005477535692714811
EOD,2021-01-07,4.91,4.95,4.9,4.9168,31367,4.916800000000001,4.861905176036271,4.8530182785327804,0.008886897503492364,0.0030308962828313225
EOD,2021-01-06,4.87,4.899,4.87,4.875,23422,4.875000000000002,4.851924298951958,4.847915740815401,0.004008558136556317,0.0015668959776665064
EOD,2021-01-05,4.8,4.83,4.79,4.83,50660,4.830000000000002,4.847728716943223,4.845749000080634,0.0019797168625892425,0.0009564804379440535
EOD,2021-01-04,4.92,4.9255,4.87,4.88,104467,4.880000000000001,4.850952120023808,4.8470089200870845,0.00394319993672454,0.0007006713317827561
EOD,2021-01-04,4.92,4.9255,4.87,4.88,104467,4.880000000000002,4.845670687300865,4.8443696336940505,0.0013010536068138734,-0.00010996081945246778
EOD,2020-12-31,4.83,4.83,4.82,4.82,6919,4.820000000000003,4.839428994082841,4.841519204389575,-0.002090210306734619,-0.0004627144260192751
EOD,2020-12-30,4.81,4.85,4.8005,4.84,31301,4.840000000000003,4.842961538461538,4.8432407407407405,-0.0002792022792021953,-5.5840455840439065e-05
EOD,2020-12-29,4.85,4.8524,4.8321,4.8435,6007,4.8435000000000015,4.8435,4.8435,0.0,0.0
