Symbol,Date,Open,High,Low,Close,Volume,BXRX SMA,BXRX spanTwelveEMA,BXRX spanTwntySixEMA,BXRX_x,BXRX_y
BXRX,2021-02-02,1.32,1.33,1.29,1.315,477185,1.315,1.3596487666920984,1.2910441761151223,0.0686045905769761,0.09122670998245526
BXRX,2021-02-01,1.35,1.35,1.28,1.3,595101,1.3000000000000005,1.36776672427248,1.289127710204332,0.07863901406814787,0.09688223983382505
BXRX,2021-01-29,1.38,1.38,1.31,1.3499,566574,1.3499000000000003,1.3800879468674765,1.2882579270206789,0.09183001984679784,0.10144304627524427
BXRX,2021-01-28,1.36,1.36,1.31,1.335,643948,1.3350000000000006,1.385576664479745,1.2833265611823328,0.10225010329741213,0.10384630288235591
BXRX,2021-01-27,1.42,1.45,1.21,1.3702,2155126,1.3702000000000003,1.3947724216578803,1.2791926860769194,0.11557973558096092,0.10424535277859186
BXRX,2021-01-26,1.54,1.5548,1.5,1.5,879982,1.5000000000000004,1.3992401346865857,1.271912100963073,0.12732803372351276,0.1014117570779996
BXRX,2021-01-25,1.5,1.57,1.5,1.52,605701,1.5200000000000005,1.3809201591750555,1.2536650690401188,0.12725509013493694,0.09493268791662131
BXRX,2021-01-22,1.51,1.53,1.39,1.4601,1338293,1.4601000000000002,1.3556329153887023,1.2323582745633284,0.12327464082537397,0.08685208736204245
BXRX,2021-01-21,1.72,1.85,1.64,1.65,2807947,1.65,1.3366389000048302,1.2141389365283946,0.12249996347643564,0.07774644899620956
BXRX,2021-01-20,1.5507,1.59,1.46,1.5090000000000001,1964191,1.5090000000000003,1.2796641545511631,1.1792700514506662,0.10039410310049668,0.06655807037615304
BXRX,2021-01-19,1.32,1.34,1.31,1.3312,501394,1.3312000000000002,1.2379667281059197,1.1528916555667197,0.08507507253920021,0.05809906219506707
BXRX,2021-01-19,1.32,1.34,1.31,1.3312,501394,1.3312,1.2210152241251775,1.1386269880120572,0.08238823611312074,0.05135505960903383
BXRX,2021-01-15,1.31,1.37,1.3,1.35,416923,1.35,1.2009816285115735,1.1232211470530211,0.07776048145855219,0.043596765483012216
BXRX,2021-01-14,1.29,1.3,1.27,1.285,532913,1.2849999999999997,1.1738873791500417,1.105078838817263,0.0688085403327785,0.03505583648912716
BXRX,2021-01-13,1.37,1.38,1.3,1.32,903747,1.3199999999999996,1.153685084450049,1.090685145922644,0.06299993852740515,0.02661766052821427
BXRX,2021-01-12,1.41,1.44,1.33,1.345,2912102,1.3449999999999995,1.1234460088955125,1.0723399575964554,0.0511060512990571,0.017522091028416602
BXRX,2021-01-11,1.23,1.3,1.22,1.2787,2528722,1.2786999999999995,1.083163465058333,1.050527154204172,0.03263631085416119,0.009126100960756476
BXRX,2021-01-08,1.18,1.18,1.12,1.125,475093,1.1249999999999998,1.0476113677962118,1.0322733265405055,0.015338041255706038,0.0032485484874053535
BXRX,2021-01-07,1.19,1.19,1.14,1.1413,1152287,1.1412999999999998,1.033540707395523,1.024855192663746,0.008685514731776811,0.000226175295330127
BXRX,2021-01-06,1.05,1.08,1.02,1.04,1414758,1.0399999999999998,1.0139481087401634,1.0155396080768455,-0.0015914993366823447,-0.0018886595637815995
BXRX,2021-01-05,1.02,1.02,1.0,1.0,348085,1.0,1.009211401238375,1.0135827767229937,-0.004371375484618412,-0.0019629496205564685
BXRX,2021-01-04,1.01,1.01,0.995,0.995,227645,0.995,1.010886201463534,1.0146693988608328,-0.0037831973972988213,-0.0013608431545409274
BXRX,2021-01-04,1.01,1.01,0.995,0.995,227645,0.9950000000000002,1.0137746017296312,1.0162429507696995,-0.0024683490400683183,-0.000755254593851454
BXRX,2020-12-31,1.04,1.04,1.0,1.02,425989,1.02,1.017188165680473,1.0179423868312756,-0.0007542211508022589,-0.00032698098229723806
BXRX,2020-12-30,1.0,1.01,0.9905,1.005,317216,1.005,1.016676923076923,1.0177777777777777,-0.0011008547008546363,-0.00022017094017092733
BXRX,2020-12-29,1.03,1.03,1.01,1.0188,269215,1.0187999999999997,1.0188,1.0188,0.0,0.0
