Symbol,Date,Open,High,Low,Close,Volume,GAB SMA,GAB spanTwelveEMA,GAB spanTwntySixEMA,GAB_x,GAB_y
GAB,2021-02-02,6.29,6.31,6.28,6.2899,89002,6.2899,6.237459693915626,6.2654159555248325,-0.027956261609206837,-0.023959158919012027
GAB,2021-02-01,6.21,6.22,6.18,6.2002,110808,6.2002,6.227925092809375,6.26345723196682,-0.035532139157444576,-0.022959883246463326
GAB,2021-01-29,6.18,6.18,6.125,6.15,64623,6.150000000000001,6.232966018774718,6.268517810524165,-0.035551791749449,-0.019816819268718013
GAB,2021-01-28,6.15,6.175,6.1301,6.17,67007,6.17,6.2480507494610285,6.2779992353660985,-0.029948485905070044,-0.015883076148535707
GAB,2021-01-27,6.18,6.18,6.05,6.1,186660,6.1,6.262241794817581,6.286639174195387,-0.02439737937780606,-0.012366723709402123
GAB,2021-01-26,6.23,6.26,6.23,6.235,87314,6.235000000000001,6.291740302966232,6.3015703081310175,-0.009830005164785938,-0.009359059792301137
GAB,2021-01-25,6.32,6.325,6.3,6.3081,69579,6.3081000000000005,6.302056721687366,6.3068959327815,-0.004839211094134654,-0.00924132344918016
GAB,2021-01-22,6.32,6.35,6.315,6.33,98507,6.330000000000003,6.300957943812341,6.30679960740402,-0.00584166359167959,-0.010341851537941756
GAB,2021-01-21,6.33,6.34,6.27,6.28,68297,6.280000000000002,6.29567756996004,6.304943575996343,-0.009266006036302343,-0.011466898524507297
GAB,2021-01-20,6.29,6.3,6.28,6.28,69874,6.280000000000002,6.298528037225503,6.306939062076049,-0.008411024850547122,-0.012017121646558312
GAB,2021-01-19,6.33,6.35,6.3,6.3066,158532,6.306600000000002,6.301896771266503,6.309094187042133,-0.007197415775630489,-0.01291864584556133
GAB,2021-01-19,6.33,6.35,6.3,6.3066,158532,6.306600000000002,6.301041638769503,6.3092937220055045,-0.008252083236000907,-0.01434895336304426
GAB,2021-01-15,6.33,6.33,6.31,6.325,74970,6.325000000000002,6.300031027636684,6.3095092197659435,-0.009478192129259709,-0.015873170894804875
GAB,2021-01-14,6.34,6.34,6.29,6.29,109001,6.290000000000003,6.295491214479719,6.30826995734722,-0.012778742867501693,-0.017471915586191166
GAB,2021-01-13,6.3,6.32,6.29,6.315,91777,6.315000000000002,6.296489617112394,6.309731553934999,-0.013241936822603328,-0.018645208765863536
GAB,2021-01-12,6.37,6.37,6.33,6.35,82207,6.350000000000002,6.293124092951013,6.309310078249798,-0.0161859852987849,-0.019996026751678143
GAB,2021-01-11,6.33,6.34,6.28,6.3123,172841,6.312300000000002,6.282783018942107,6.306054884509782,-0.023271865567676464,-0.020948537114901453
GAB,2021-01-08,6.35,6.36,6.27,6.29,143763,6.290000000000004,6.277416295113398,6.3055552752705655,-0.028138980157167204,-0.020367705001707922
GAB,2021-01-07,6.25,6.27,6.23,6.25,175891,6.250000000000003,6.2751283487703775,6.30679969729221,-0.031671348521831184,-0.018424886212843102
GAB,2021-01-06,6.19,6.27,6.19,6.255,87676,6.255000000000003,6.2796971394559025,6.311343673075585,-0.031646533619684725,-0.015113270635595862
GAB,2021-01-05,6.05,6.12,6.05,6.11,120016,6.110000000000002,6.284187528447885,6.315851166921632,-0.031663638473749416,-0.010979954889574088
GAB,2021-01-04,6.305,6.32,6.25,6.255,71679,6.255000000000003,6.31585798816568,6.332319260275363,-0.01646127210968373,-0.005809033993530698
GAB,2021-01-04,6.305,6.32,6.25,6.255,71679,6.255000000000003,6.3269230769230775,6.338504801097393,-0.011581724174316577,-0.0031459744644926606
GAB,2020-12-31,6.32,6.32,6.28,6.285,96561,6.285000000000003,6.34,6.345185185185184,-0.005185185185185404,-0.001037037037036903
GAB,2020-12-30,6.31,6.36,6.31,6.35,99631,6.350000000000001,6.35,6.35,0.0,0.0
GAB,2020-12-29,6.36,6.37,6.35,6.35,76940,6.350000000000001,6.35,6.35,0.0,0.0
