Symbol,Date,Open,High,Low,Close,Volume,CHW SMA,CHW spanTwelveEMA,CHW spanTwntySixEMA,CHW_x,CHW_y
CHW,2021-02-02,9.77,9.81,9.77,9.81,11994,9.81,9.711996132025623,9.71283262252434,-0.0008364904987185895,0.004652009773647632
CHW,2021-02-01,9.61,9.64,9.55,9.61,18293,9.61,9.694177246939374,9.705059232326287,-0.01088198538691465,0.006024134841738743
CHW,2021-01-29,9.65,9.66,9.52,9.53,32836,9.53,9.709482200928347,9.712663970912386,-0.0031817699840388514,0.010250664898901647
CHW,2021-01-28,9.69,9.72,9.6,9.68,6614,9.68,9.742115328369866,9.72727708858538,0.014838239784488394,0.013608773619636772
CHW,2021-01-27,9.65,9.7,9.22,9.575,74992,9.575000000000003,9.753409024437119,9.731059255672207,0.022349768764909683,0.01330140707842431
CHW,2021-01-26,9.84,9.863,9.8237,9.85,14212,9.850000000000003,9.785847028880232,9.743543996125986,0.04230303275424596,0.01103931665680252
CHW,2021-01-25,9.85,9.88,9.8,9.88,31662,9.880000000000004,9.774182852313002,9.735027515816064,0.03915533649693792,0.0032233876324416592
CHW,2021-01-22,9.86,9.86,9.78,9.78,16318,9.780000000000003,9.754943370915367,9.723429717081348,0.031513653834018385,-0.005759599583682407
CHW,2021-01-21,9.92,9.95,9.91,9.93,15328,9.93,9.750387620172706,9.718904094447856,0.0314835257248518,-0.015077912938107604
CHW,2021-01-20,9.96,10.04,9.959,9.9927,26727,9.9927,9.717730823840474,9.702016422003686,0.015714401836788742,-0.02671827260384701
CHW,2021-01-19,9.72,9.7691,9.7,9.7496,33232,9.7496,9.667736428175107,9.678761735763981,-0.011025307588873543,-0.03732644121400595
CHW,2021-01-19,9.72,9.7691,9.7,9.7496,33232,9.749600000000003,9.652852142388763,9.6730946746251,-0.02024253223633821,-0.043901724620289045
CHW,2021-01-15,9.71,9.7404,9.7,9.71,31340,9.710000000000004,9.635261622823084,9.666974248595109,-0.03171262577202505,-0.04981652271627719
CHW,2021-01-14,9.62,9.68,9.6,9.669,21682,9.669000000000004,9.621672826972736,9.663532188482717,-0.0418593615099816,-0.054342496952340225
CHW,2021-01-13,9.68,9.73,9.62,9.72,39201,9.720000000000002,9.613067886422325,9.663094763561334,-0.05002687713900933,-0.05746328081292988
CHW,2021-01-12,9.64,9.6894,9.6223,9.63,18544,9.63,9.593625683953656,9.658542344646241,-0.06491666069258528,-0.059322381731410016
CHW,2021-01-11,9.51,9.6,9.45,9.58,66135,9.58,9.587012171945233,9.660825732217939,-0.07381356027270948,-0.057923811991116195
CHW,2021-01-08,9.57,9.6227,9.57,9.6,15213,9.6,9.58828711229891,9.667291790795378,-0.07900467849646375,-0.05395137492071876
CHW,2021-01-07,9.39,9.49,9.39,9.4417,25092,9.4417,9.58615749635326,9.672675134059006,-0.08651763770574661,-0.047688049026781615
CHW,2021-01-06,9.32,9.4,9.3,9.384,33092,9.383999999999997,9.612422495690216,9.691153144783726,-0.07873064909351157,-0.037980651857040804
CHW,2021-01-05,9.31,9.45,9.3,9.45,26340,9.449999999999996,9.653953858542982,9.715725396366423,-0.06177153782344291,-0.02779315254792355
CHW,2021-01-04,9.62,9.645,9.51,9.56,27790,9.56,9.69103637827807,9.73698342807574,-0.04594704979766995,-0.019298556229044146
CHW,2021-01-04,9.62,9.645,9.51,9.56,27790,9.559999999999997,9.714861174328627,9.7511421023218,-0.03628092799317173,-0.012636432836887694
CHW,2020-12-31,9.67,9.675,9.58,9.62,25170,9.619999999999996,9.74301775147929,9.766433470507543,-0.02341571902825557,-0.006725309047816239
CHW,2020-12-30,9.5585,9.66,9.5585,9.63,22915,9.629999999999997,9.765384615384614,9.778148148148148,-0.012763532763534258,-0.0025527065527068517
CHW,2020-12-29,9.73,9.87,9.73,9.79,27972,9.789999999999994,9.79,9.79,0.0,0.0
