Symbol,Date,Open,High,Low,Close,Volume,QTNT SMA,QTNT spanTwelveEMA,QTNT spanTwntySixEMA,QTNT_x,QTNT_y
QTNT,2021-04-09,3.98,3.98,3.98,3.98,2000,3.98,3.8891112454565793,3.999224441899972,-0.1101131964433927,-0.14079141268998052
QTNT,2021-04-08,3.9,3.9,3.9,3.9,1564,3.9,3.8725860173577753,4.00076239725197,-0.1281763798941946,-0.14846096675162745
QTNT,2021-04-07,3.83,3.83,3.83,3.83,3645,3.83,3.867601656877371,4.008823389032127,-0.1412217321547562,-0.15353211346598564
QTNT,2021-04-06,3.77,3.77,3.74,3.765,3899,3.765,3.874438321764166,4.023129260154698,-0.1486909383905317,-0.156609708793793
QTNT,2021-04-05,3.88,3.9291,3.88,3.9291,3573,3.9291,3.89433619844856,4.043779600967074,-0.1494434025185143,-0.15858940139460828
QTNT,2021-04-05,3.88,3.9291,3.88,3.9291,3573,3.9291,3.888015507257389,4.05295396904444,-0.1649384617870506,-0.16087590111363176
QTNT,2021-04-01,3.69,3.86,3.69,3.815,4114,3.815,3.880545599486005,4.062862286567995,-0.1823166870819901,-0.15986026094527706
QTNT,2021-03-31,3.61,3.61,3.61,3.61,5383,3.61,3.892462981210733,4.082691269493434,-0.1902282882827011,-0.1542461544110988
QTNT,2021-03-30,3.62,3.62,3.62,3.62,7471,3.62,3.943819886885412,4.120506571052909,-0.1766866841674965,-0.14525062094319818
QTNT,2021-03-29,3.92,3.97,3.92,3.97,5374,3.97,4.002696229955487,4.160547096737141,-0.1578508667816542,-0.13739160513712356
QTNT,2021-03-26,3.86,3.86,3.78,3.78,3405,3.78,4.008640999038303,4.175790864476112,-0.1671498654378096,-0.13227678972599088
QTNT,2021-03-25,3.67,3.68,3.67,3.672,13224,3.672,4.05021208977254,4.207454133634201,-0.157242043861661,-0.12355852079803639
QTNT,2021-03-24,3.93,3.93,3.93,3.93,2604,3.93,4.1189779242766384,4.250290464324936,-0.1313125400482979,-0.11513764003213021
QTNT,2021-03-23,4.07,4.07,4.07,4.07,5715,4.07,4.153337546872391,4.275913701470931,-0.1225761545985397,-0.11109391502808827
QTNT,2021-03-22,4.0784,4.08,4.04,4.06,35436,4.06,4.168489828121917,4.292386797588605,-0.1238969694666884,-0.1082233551354754
QTNT,2021-03-19,4.04,4.04,4.04,4.04,217515,4.04,4.1882152514168105,4.310977741395694,-0.122762489978883,-0.10430495155267214
QTNT,2021-03-18,4.14,4.14,4.14,4.14,3756,4.14,4.21516347894714,4.332655960707349,-0.1174924817602089,-0.09969056694611941
QTNT,2021-03-17,4.08,4.1,4.08,4.1,5471,4.1,4.228829566028439,4.348068437563937,-0.1192388715354981,-0.095240088242597
QTNT,2021-03-16,4.12,4.16,4.12,4.155,9866,4.155,4.252253123488154,4.367913912569051,-0.1156607890808967,-0.08924039241937193
QTNT,2021-03-15,4.2,4.2,4.2,4.2,5477,4.2,4.26993550957691,4.384947025574575,-0.115011515997665,-0.08263529325399072
QTNT,2021-03-12,4.24,4.24,4.115,4.2,5343,4.2,4.282651056772711,4.399742787620541,-0.1170917308478296,-0.07454123756807214
QTNT,2021-03-11,3.98,4.04,3.97,3.97,20461,3.97,4.297678521640477,4.415722210630185,-0.118043688989708,-0.06390361424813276
QTNT,2021-03-10,4.3,4.35,4.3,4.3426,3702,4.3426,4.357256434666018,4.4513799874806,-0.0941235528145814,-0.05036859556273893
QTNT,2021-03-09,4.17,4.19,4.1,4.1,5279,4.1,4.35992124096893,4.460082386479048,-0.1001611455101176,-0.03942985624977831
QTNT,2021-03-08,3.89,3.96,3.89,3.96,48362,3.96,4.407179648417827,4.488888977397371,-0.081709328979544,-0.024247033934693463
QTNT,2021-03-05,4.0,4.11,4.0,4.11,19499,4.11,4.48848503903925,4.531200095589162,-0.0427150565499117,-0.009881460173480808
QTNT,2021-03-04,4.51,4.51,4.51,4.51,2669,4.51,4.55730050068275,4.564896103236295,-0.007595602553545,-0.0016730610793730847
QTNT,2021-03-03,4.55,4.55,4.465,4.5002,4411,4.5002,4.565900591715977,4.569287791495198,-0.0033871997792216,-0.0001924257108300864
QTNT,2021-03-02,4.62,4.62,4.61,4.61,4880,4.61,4.577846153846154,4.574814814814815,0.003031339031339,0.0006062678062678018
QTNT,2021-03-01,4.59,4.59,4.54,4.572,7123,4.572,4.572,4.572,0.0,0.0
