Symbol,Date,Open,High,Low,Close,Volume,AEG SMA,AEG spanTwelveEMA,AEG spanTwntySixEMA,AEG_x,AEG_y
AEG,2021-07-01,4.155,4.16,4.15,4.16,14478,4.16,4.243345181399957,4.381073138024633,-0.1377279566246763,-0.11932147960412043
AEG,2021-06-30,4.09,4.09,4.09,4.09,14218,4.09,4.258498850745404,4.398758989066604,-0.1402601383211994,-0.11471986034898146
AEG,2021-06-29,4.15,4.155,4.145,4.155,16984,4.155,4.289135005426386,4.423459708191932,-0.1343247027655456,-0.10833479085592695
AEG,2021-06-28,4.21,4.21,4.2,4.2,13566,4.2,4.313523188231184,4.444936484847286,-0.1314132966161025,-0.10183731287852227
AEG,2021-06-25,4.22,4.22,4.21,4.21,14289,4.21,4.334163767909581,4.464531403635069,-0.1303676357254888,-0.0944433169441274
AEG,2021-06-24,4.18,4.2,4.18,4.19,19065,4.19,4.356738998438596,4.484893915925874,-0.1281549174872784,-0.08546223724878704
AEG,2021-06-23,4.17,4.17,4.1672,4.17,21909,4.17,4.387055179972887,4.508485429199944,-0.1214302492270578,-0.07478906718916417
AEG,2021-06-22,4.18,4.19,4.17,4.17,66830,4.17,4.426519758149775,4.53556426353594,-0.1090445053861648,-0.06312877167969097
AEG,2021-06-21,4.22,4.221,4.22,4.221,13739,4.221,4.473159714177006,4.564809404618814,-0.091649690441808,-0.05164983825307251
AEG,2021-06-18,4.23,4.23,4.21,4.215,123444,4.215,4.519006934936462,4.592314156988319,-0.0733072220518575,-0.04164987520588862
AEG,2021-06-17,4.56,4.57,4.56,4.57,32526,4.57,4.574280923106728,4.622499289547385,-0.0482183664406568,-0.03373553849439638
AEG,2021-06-16,4.49,4.49,4.48,4.48,6709,4.48,4.575059272762497,4.626699232711175,-0.0516399599486785,-0.03011483150783128
AEG,2021-06-15,4.49,4.5,4.49,4.5,5237,4.5,4.592342776901132,4.638435171328069,-0.0460923944269371,-0.024733549397619462
AEG,2021-06-14,4.51,4.52,4.51,4.52,21431,4.52,4.609132372701338,4.649509985034316,-0.0403776123329775,-0.019393838140290044
AEG,2021-06-11,4.52,4.53,4.52,4.53,19417,4.53,4.625338258647036,4.659870783837061,-0.0345325251900243,-0.014147894592118168
AEG,2021-06-10,4.57,4.58,4.57,4.57,9557,4.57,4.642672487491952,4.670260446544026,-0.0275879590520737,-0.009051736942641617
AEG,2021-06-09,4.52,4.53,4.52,4.525,13132,4.525,4.655885667035943,4.678281282267548,-0.0223956152316047,-0.004417681415283574
AEG,2021-06-08,4.55,4.56,4.55,4.56,29324,4.56,4.679683061042478,4.690543784848952,-0.0108607238064735,7.680203879671232e-05
AEG,2021-06-07,4.62,4.62,4.61,4.61,17805,4.61,4.701443617595656,4.700987287636868,0.000456329958788,0.002811183500114269
AEG,2021-06-04,4.72,4.73,4.72,4.73,20839,4.73,4.718069729885775,4.708266270647817,0.0098034592379576,0.003399896885445816
AEG,2021-06-03,4.74,4.74,4.73,4.7389,13384,4.7389,4.715900589865007,4.706527572299642,0.0093730175653652,0.0017990062973178532
AEG,2021-06-02,4.77,4.77,4.77,4.77,12861,4.77,4.711718878931372,4.703937778083613,0.007781100847759,-9.449651969399304e-05
AEG,2021-06-01,4.74,4.74,4.74,4.74,29473,4.74,4.701122311464349,4.698652800330303,0.0024695111340466,-0.0020633958615572587
AEG,2021-06-01,4.74,4.74,4.74,4.74,29473,4.74,4.694053640821504,4.695345024356727,-0.0012913835352232,-0.003196622610458026
AEG,2021-05-28,4.71,4.71,4.69,4.69,63844,4.69,4.685699757334504,4.691772626305265,-0.0060728689707607,-0.0036729323792667095
AEG,2021-05-27,4.69,4.7,4.69,4.7,44600,4.7,4.684917895031687,4.691914436409686,-0.0069965413779993,-0.003072948231393197
AEG,2021-05-26,4.6,4.6,4.58,4.59,67824,4.59,4.682175694128357,4.691267591322461,-0.0090918971941036,-0.0020920499447418875
AEG,2021-05-25,4.72,4.72,4.71,4.71,27077,4.71,4.698934911242604,4.699368998628258,-0.0004340873856545,-0.0003420881324014502
AEG,2021-05-24,4.69,4.69,4.68,4.68,12711,4.68,4.696923076923077,4.698518518518519,-0.001595441595442,-0.00031908831908840086
AEG,2021-05-21,4.7,4.7,4.7,4.7,15020,4.7,4.7,4.7,0.0,0.0
