Symbol,Date,Open,High,Low,Close,Volume,EGLX SMA,EGLX spanTwelveEMA,EGLX spanTwntySixEMA,EGLX_x,EGLX_y
EGLX,2021-07-01,6.01,6.01,6.0,6.0,3854,6.0,5.927108545411292,6.120332740538095,-0.1932241951268034,-0.24633470209196554
EGLX,2021-06-30,6.0,6.07,5.98,6.0223,14766,6.0223,5.91385555366789,6.129959359781142,-0.216103806113252,-0.259612328833256
EGLX,2021-06-29,6.22,6.25,6.16,6.25,41409,6.25,5.8941383816075055,6.138572108563633,-0.2444337269561272,-0.27048945951325704
EGLX,2021-06-28,5.88,5.94,5.71,5.85,126092,5.85,5.829436269172507,6.129657877248723,-0.3002216080762165,-0.2770033926525395
EGLX,2021-06-25,5.63,5.666,5.61,5.61,3084,5.61,5.8256974090220535,6.152030507428621,-0.3263330984065673,-0.27119883879662016
EGLX,2021-06-24,5.78,5.83,5.76,5.76,11675,5.76,5.864915119753336,6.19539294802291,-0.3304778282695739,-0.2574152738941334
EGLX,2021-06-23,5.6056,5.6199,5.5,5.5127,37833,5.5127,5.883990596072125,6.230224383864742,-0.3462337877926176,-0.23914963530027322
EGLX,2021-06-22,5.47,5.47,5.35,5.35,10798,5.35,5.951497977176147,6.287626334573922,-0.3361283573977749,-0.2123785971771871
EGLX,2021-06-21,5.55,5.55,5.43,5.46,9022,5.46,6.060861245753629,6.362636441339835,-0.301775195586206,-0.18144115712204018
EGLX,2021-06-18,5.56,5.58,5.53,5.58,4254,5.58,6.170108744981562,6.434847356647022,-0.26473861166546,-0.1513576475059987
EGLX,2021-06-17,5.62,5.73,5.55,5.67,6231,5.67,6.277401244069118,6.503235145178784,-0.2258339011096657,-0.12301240646613337
EGLX,2021-06-16,5.73,5.83,5.73,5.83,4821,5.83,6.387837833899867,6.569893956793087,-0.1820561228932202,-0.09730703280525027
EGLX,2021-06-15,6.05,6.1,6.02,6.02,41862,6.02,6.489262894608934,6.629085473336533,-0.1398225787275997,-0.07611976028325776
EGLX,2021-06-14,6.31,6.34,6.2601,6.2601,37780,6.2601,6.574583420901468,6.677812311203456,-0.1032288903019882,-0.06019405567217227
EGLX,2021-06-11,6.09,6.25,6.09,6.2,110185,6.2,6.631762224701735,6.711229296099733,-0.0794670713979979,-0.04943534701471827
EGLX,2021-06-10,6.5,6.64,6.5,6.6,38978,6.6,6.710264447374778,6.752127639787711,-0.0418631924129329,-0.041927415918898356
EGLX,2021-06-09,6.72,6.72,6.68,6.7086,1372,6.7086,6.730312528715647,6.764297850970728,-0.0339853222550807,-0.041943471795389715
EGLX,2021-06-08,6.85,6.91,6.79,6.91,4330,6.91,6.734260261209401,6.768753679048386,-0.034493417838985,-0.04393300918046695
EGLX,2021-06-07,6.64,6.64,6.61,6.61,7776,6.61,6.702307581429292,6.757453973372257,-0.0551463919429657,-0.046292907015837416
EGLX,2021-06-04,6.45,6.5,6.44,6.5,2937,6.5,6.7190907780528,6.769250291242038,-0.0501595131892385,-0.044079535784055324
EGLX,2021-06-03,6.68,6.68,6.68,6.68,2679,6.68,6.75892546497149,6.7907903145414,-0.03186484956991,-0.042559541432759744
EGLX,2021-06-02,6.98,6.98,6.98,6.98,984,6.98,6.7732755495117605,6.799653539704712,-0.0263779901929517,-0.04523321439847215
EGLX,2021-06-01,6.88,6.88,6.88,6.88,2502,6.88,6.735689285786626,6.785225822881089,-0.0495365370944629,-0.049947020449852254
EGLX,2021-06-01,6.88,6.88,6.88,6.88,2502,6.88,6.709450974111467,6.777643888711576,-0.0681929146001083,-0.050049641288699584
EGLX,2021-05-28,6.55,6.63,6.55,6.63,2193,6.63,6.678442060313552,6.769455399808502,-0.0910133394949497,-0.0455138229608474
EGLX,2021-05-27,6.27,6.27,6.27,6.27,1722,6.27,6.687249707643289,6.780611831793181,-0.093362124149892,-0.03413894382732181
EGLX,2021-05-26,6.62,6.62,6.5,6.5,4617,6.5,6.763113290851161,6.821460778336636,-0.0583474874854754,-0.019333148746679244
EGLX,2021-05-25,6.54,6.57,6.54,6.57,1546,6.57,6.810952071005917,6.847177640603567,-0.0362255695976498,-0.009579564061980187
EGLX,2021-05-24,6.7,6.7,6.7,6.7,1107,6.7,6.854761538461538,6.869351851851852,-0.0145903133903138,-0.002918062678062761
EGLX,2021-05-21,6.7,6.8829,6.7,6.8829,2506,6.8829,6.8829,6.8829,0.0,0.0
