Symbol,Date,Open,High,Low,Close,Volume,ADAP SMA,ADAP spanTwelveEMA,ADAP spanTwntySixEMA,ADAP_x,ADAP_y
ADAP,2021-07-01,4.27,4.27,4.27,4.27,2386,4.27,4.296445480702039,4.462130272380128,-0.165684791678089,-0.20633578804217212
ADAP,2021-06-30,4.4,4.4,4.39,4.39,6200,4.39,4.301253749920591,4.477500694170538,-0.1762469442499465,-0.21649853713319286
ADAP,2021-06-29,4.38,4.38,4.3,4.33,12007,4.33,4.285118068087972,4.484500749704181,-0.1993826816162096,-0.22656143535400441
ADAP,2021-06-28,4.35,4.354,4.33,4.354,4866,4.354,4.276957716831239,4.496860809680515,-0.2199030928492762,-0.2333561237884533
ADAP,2021-06-25,4.32,4.35,4.32,4.35,2865,4.35,4.262950028982373,4.508289674454956,-0.2453396454725833,-0.23671938152324756
ADAP,2021-06-24,4.15,4.2,4.15,4.195,8560,4.195,4.247122761524623,4.520952848411353,-0.27383008688673,-0.2345643155359136
ADAP,2021-06-23,3.9,3.9,3.898,3.898,22432,3.898,4.256599627256373,4.547029076284261,-0.2904294490278882,-0.22474787269820945
ADAP,2021-06-22,3.91,3.95,3.91,3.95,6448,3.95,4.321799559484804,4.5989514023870015,-0.2771518429021977,-0.2083274786157897
ADAP,2021-06-21,3.99,4.01,3.99,4.01,15823,4.01,4.389399479391131,4.650867514577961,-0.2614680351868301,-0.19112138754418767
ADAP,2021-06-18,4.16,4.19,4.11,4.11,12974,4.11,4.458381202916791,4.702136915744198,-0.243755712827407,-0.17353472563352704
ADAP,2021-06-17,4.0,4.0,3.96,4.0,25227,4.0,4.521723239810753,4.749507869003734,-0.227784629192981,-0.15597947883505703
ADAP,2021-06-16,4.07,4.16,4.07,4.15,14256,4.15,4.616582010685436,4.8094684985240335,-0.1928864878385976,-0.13802819124557603
ADAP,2021-06-15,4.48,4.5289,4.48,4.5289,2211,4.5289,4.701415103537333,4.862225978405956,-0.1608108748686225,-0.12431361709732061
ADAP,2021-06-14,4.46,4.48,4.45,4.45,10033,4.45,4.732781485998667,4.888892056678432,-0.1561105706797647,-0.1151893026544951
ADAP,2021-06-11,4.65,4.66,4.6,4.61,6443,4.61,4.784196301634789,4.924003421212706,-0.1398071195779175,-0.10495898564817768
ADAP,2021-06-10,4.6,4.62,4.57,4.58,10116,4.58,4.815868356477478,4.949123694909723,-0.133255338432245,-0.0962469521657427
ADAP,2021-06-09,4.71,4.71,4.7,4.7,6090,4.7,4.858753512200656,4.9786535905025,-0.1199000783018435,-0.0869948555991171
ADAP,2021-06-08,4.7,4.7,4.7,4.7,11495,4.7,4.88761778714623,5.0009458777427,-0.1133280905964699,-0.07876854992343549
ADAP,2021-06-07,4.75,4.75,4.75,4.75,8270,4.75,4.921730112081908,5.025021547962115,-0.1032914358802079,-0.07012866475517687
ADAP,2021-06-04,4.74,4.765,4.74,4.765,9414,4.765,4.952953768824073,5.047023271799084,-0.0940695029750111,-0.061837971973919326
ADAP,2021-06-03,4.79,4.85,4.79,4.82,10736,4.82,4.987127181337541,5.069585133543011,-0.0824579522054707,-0.05378008922364637
ADAP,2021-06-02,4.85,4.88,4.85,4.85,10539,4.85,5.017513941580729,5.089551944226453,-0.0720380026457236,-0.04661062347819028
ADAP,2021-06-01,5.04,5.04,5.005,5.005,9752,5.005,5.047971021868134,5.108716099764569,-0.0607450778964349,-0.04025377868630693
ADAP,2021-06-01,5.04,5.04,5.005,5.005,9752,5.005,5.055783934935068,5.117013387745735,-0.0612294528106671,-0.035130953883774935
ADAP,2021-05-28,4.94,4.97,4.9026,4.9026,20625,4.9026,5.065017377650535,5.125974458765394,-0.0609570811148589,-0.02860632915205188
ADAP,2021-05-27,5.02,5.02,5.02,5.02,2474,5.02,5.094547809950632,5.143844415466626,-0.0492966055159938,-0.020518641161350104
ADAP,2021-05-26,4.84,4.92,4.84,4.85,5735,4.85,5.108101957214383,5.153751968703957,-0.0456500114895739,-0.013324150072689181
ADAP,2021-05-25,4.95,4.95,4.94,4.95,8380,4.95,5.155029585798816,5.178052126200273,-0.023022540401457,-0.005242684718467992
ADAP,2021-05-24,5.17,5.17,5.15,5.15,5179,5.15,5.1923076923076925,5.196296296296296,-0.0039886039886036,-0.0007977207977207357
ADAP,2021-05-21,5.13,5.22,5.13,5.2,13282,5.2,5.2,5.2,0.0,0.0
