Symbol,Date,Open,High,Low,Close,Volume,TCDA SMA,TCDA spanTwelveEMA,TCDA spanTwntySixEMA,TCDA_x,TCDA_y
TCDA,2021-04-09,4.98,4.98,4.8801,4.8801,9891,4.8801,5.170369156803886,5.100037246434517,0.0703319103693695,0.09220977490871106
TCDA,2021-04-08,5.16,5.16,5.16,5.16,3880,5.16,5.223145367131866,5.1176322261492775,0.1055131409825884,0.09767924104354642
TCDA,2021-04-07,5.26,5.28,5.2,5.226,13736,5.226,5.234626342974023,5.114242804241219,0.1203835387328036,0.0957207660587859
TCDA,2021-04-06,5.37,5.4,5.37,5.4,4396,5.4,5.2361947689693,5.105302228580516,0.1308925403887837,0.08955507289028147
TCDA,2021-04-05,5.3735,5.48,5.3735,5.44,9214,5.44,5.206411999690991,5.081726406866958,0.1246855928240338,0.0792207060156559
TCDA,2021-04-05,5.3735,5.48,5.3735,5.44,9214,5.44,5.163941454180263,5.053064519416314,0.1108769347639482,0.06785448431356142
TCDA,2021-04-01,5.33,5.33,5.33,5.33,3109,5.33,5.113748991303947,5.022109680969619,0.0916393103343278,0.057098871700964726
TCDA,2021-03-31,5.14,5.15,5.1,5.15,4304,5.15,5.074430626086482,4.9974784554471885,0.0769521706392932,0.048463762042623953
TCDA,2021-03-30,5.25,5.25,5.15,5.175,8764,5.175,5.060690739920388,4.985276731882964,0.0754140080374243,0.041341659893456624
TCDA,2021-03-29,5.28,5.32,5.28,5.32,26863,5.32,5.039907238087732,4.9700988704336,0.0698083676541321,0.032823572857464685
TCDA,2021-03-26,5.17,5.31,5.16,5.26,24486,5.26,4.988981281376411,4.942106780068288,0.0468745013081228,0.023577374158297824
TCDA,2021-03-25,4.81,4.87,4.73,4.73,13371,4.73,4.939705150717577,4.916675322473751,0.0230298282438257,0.017753092370841564
TCDA,2021-03-24,5.05,5.05,5.05,5.05,3253,5.05,4.977833359938956,4.931609348271651,0.046224011667304,0.016433908402595527
TCDA,2021-03-23,5.05,5.05,4.9,4.91,8544,4.91,4.964712152655129,4.922138096133383,0.0425740565217456,0.00898638258641817
TCDA,2021-03-22,5.37,5.375,5.37,5.375,3787,5.375,4.974659816774243,4.923109143824054,0.0515506729501886,0.0005894641025863071
TCDA,2021-03-19,5.09,5.09,5.035,5.05,94513,5.05,4.901870692551379,4.886957875329979,0.0149128172213996,-0.012150838109314284
TCDA,2021-03-18,5.01,5.01,4.96,5.0,3211,5.0,4.874938091197084,4.873914505356377,0.0010235858407066,-0.018916751941992778
TCDA,2021-03-17,4.81,4.82,4.8,4.82,5275,4.82,4.852199562323826,4.863827665784887,-0.011628103461061,-0.02390183638766762
TCDA,2021-03-16,5.09,5.09,5.021,5.021,4325,5.021,4.858054028200885,4.867333879047679,-0.0092798508467932,-0.026970269619319268
TCDA,2021-03-15,4.875,4.89,4.86,4.89,6557,4.89,4.828427487873774,4.855040589371493,-0.0266131014977188,-0.03139287431245076
TCDA,2021-03-12,4.9,4.9,4.85,4.85,3142,4.85,4.817232485669006,4.852243836521212,-0.0350113508522058,-0.032587817516133724
TCDA,2021-03-11,4.95,4.95,4.84,4.84,10292,4.84,4.811274755790644,4.852423343442909,-0.0411485876522652,-0.03198193418211569
TCDA,2021-03-10,4.79,4.79,4.69,4.7,16821,4.7,4.806051984116215,4.853417210918341,-0.0473652268021256,-0.02969027081457851
TCDA,2021-03-09,4.75,4.98,4.75,4.98,38958,4.98,4.825334163046436,4.865690587791808,-0.0403564247453722,-0.025271531817691727
TCDA,2021-03-08,4.7,4.7,4.7,4.7,5907,4.7,4.797213101782151,4.856545834815153,-0.0593327330330017,-0.021500308585771594
TCDA,2021-03-05,4.5,4.5,4.4,4.44,10864,4.44,4.814888211197087,4.869069501600365,-0.0541812904032781,-0.01204220247396404
TCDA,2021-03-04,4.6,4.63,4.51,4.51,31117,4.51,4.883049704142012,4.903395061728395,-0.0203453575863825,-0.0015074304916355176
TCDA,2021-03-03,5.14,5.148,5.07,5.1207,24049,5.1207,4.9508769230769225,4.934866666666666,0.0160102564102562,0.003202051282051244
TCDA,2021-03-02,4.8,4.9299,4.79,4.92,44583,4.92,4.92,4.92,0.0,0.0
