Symbol,Date,Open,High,Low,Close,Volume,CERS SMA,CERS spanTwelveEMA,CERS spanTwntySixEMA,CERS_x,CERS_y
CERS,2021-07-30,5.03,5.03,4.99,5.01,5298,5.01,5.007513521313083,5.181943351754872,-0.174429830441789,-0.18723701543409532
CERS,2021-07-29,4.97,4.99,4.97,4.99,6388,4.99,5.007061434279098,5.195698819895261,-0.1886373856161629,-0.19043881168217186
CERS,2021-07-28,4.79,4.8167,4.79,4.8167,8675,4.8167,5.010163513238934,5.212154725486882,-0.2019912122479477,-0.19088916819867405
CERS,2021-07-27,4.79,4.82,4.79,4.8,10994,4.8,5.045338697464195,5.243791103525833,-0.1984524060616381,-0.18811365718635564
CERS,2021-07-26,4.99,4.99,4.96,4.965,11565,4.965,5.089945733366776,5.2792943918079,-0.1893486584411245,-0.185528969967535
CERS,2021-07-23,5.06,5.11,5.0,5.07,12108,5.07,5.112663139433463,5.304437943152532,-0.1917748037190696,-0.18457404784913783
CERS,2021-07-22,5.07,5.15,5.07,5.12,11236,5.12,5.12042007387591,5.323192978604735,-0.2027729047288247,-0.1827738588816551
CERS,2021-07-21,5.04,5.0792,5.04,5.0792,10495,5.0792,5.120496450944257,5.339448416893113,-0.2189519659488557,-0.17777409741986266
CERS,2021-07-20,4.95,4.98,4.95,4.97,7655,4.97,5.128004896570486,5.360268290244562,-0.2322633936740761,-0.1674796302876144
CERS,2021-07-19,4.79,4.8,4.78,4.79,22328,4.79,5.156733059583302,5.391489753464128,-0.2347566938808256,-0.15128368944099896
CERS,2021-07-16,4.81,4.84,4.715,4.795,23598,4.795,5.223411797689357,5.439608933741257,-0.2161971360519006,-0.13041543833104208
CERS,2021-07-15,4.89,4.92,4.88,4.88,11800,4.88,5.301304851814694,5.491177648440559,-0.1898727966258642,-0.10897001390082742
CERS,2021-07-14,5.07,5.08,5.06,5.065,13467,5.065,5.377905733962821,5.540071860315803,-0.1621661263529814,-0.08874431821956823
CERS,2021-07-13,5.11,5.13,5.11,5.12,8684,5.12,5.434797685592426,5.578077609141067,-0.1432799235486408,-0.07038886618621491
CERS,2021-07-12,5.26,5.27,5.23,5.24,28065,5.24,5.4920336284274125,5.614723817872352,-0.1226901894449392,-0.05216610184560843
CERS,2021-07-09,5.25,5.25,5.18,5.18,26941,5.18,5.537857924505123,5.64470172330214,-0.1068437987970165,-0.03453507994577572
CERS,2021-07-08,5.11,5.12,5.05,5.06,85363,5.06,5.602923001687872,5.681877861166311,-0.078954859478439,-0.01645790023296528
CERS,2021-07-07,5.46,5.46,5.43,5.44,16342,5.44,5.701636274722031,5.731628090059616,-0.0299918153375857,-0.0008336604215968355
CERS,2021-07-06,5.59,5.59,5.56,5.57,27708,5.57,5.7492065064896725,5.7549583372643855,-0.005751830774713,0.0064558783074003985
CERS,2021-07-06,5.59,5.59,5.56,5.57,27708,5.57,5.781789507669613,5.769755004245536,0.0120345034240765,0.009507805577928768
CERS,2021-07-02,6.1244,6.1244,5.92,6.03,25923,6.03,5.8202966908822695,5.7857354045851785,0.0345612862970909,0.008876131116391827
CERS,2021-07-01,5.91,5.95,5.895,5.94,96511,5.94,5.782168816497228,5.766194236951993,0.0159745795452348,0.002454842321217038
CERS,2021-06-30,5.67,5.73,5.67,5.71,26691,5.71,5.753472237678541,5.752289775908151,0.0011824617703899,-0.0009250919847874143
CERS,2021-06-29,5.77,5.78,5.76,5.77,9105,5.77,5.761376280892822,5.755672957980804,0.0057033229120184,-0.0014519804235817533
CERS,2021-06-28,5.86,5.89,5.85,5.865,23292,5.865,5.759808331964244,5.754526794619268,0.0052815373449757,-0.003240806257481809
CERS,2021-06-25,5.78,5.82,5.76,5.8,21412,5.8,5.740682574139561,5.74568893818881,-0.0050063640492483,-0.00537139215809619
CERS,2021-06-24,5.71,5.765,5.71,5.75,17477,5.75,5.729897587619481,5.741344053243915,-0.0114464656244335,-0.0054626491853081455
CERS,2021-06-23,5.62,5.66,5.62,5.64,28316,5.64,5.726242603550296,5.740651577503429,-0.0144089739531327,-0.003966695075526801
CERS,2021-06-22,5.69,5.69,5.67,5.67,11317,5.67,5.741923076923077,5.748703703703703,-0.0067806267806265,-0.001356125356125304
CERS,2021-06-21,5.75,5.83,5.7,5.755,20837,5.755,5.755,5.755,0.0,0.0
