Symbol,Date,Open,High,Low,Close,Volume,AXU SMA,AXU spanTwelveEMA,AXU spanTwntySixEMA,AXU_x,AXU_y
AXU,2021-07-30,2.25,2.26,2.25,2.25,14889,2.25,2.184564677282413,2.2787299576427458,-0.0941652803603325,-0.1140587365223468
AXU,2021-07-29,2.31,2.31,2.23,2.26,121021,2.26,2.172667345879216,2.2810283542541656,-0.10836100837495,-0.11903210056285037
AXU,2021-07-28,2.07,2.07,2.0643,2.0643,6764,2.0643,2.1567886814936186,2.282710622594499,-0.1259219411008802,-0.12169987360982555
AXU,2021-07-27,2.15,2.15,2.13,2.13,3275,2.13,2.173604805401549,2.300183472402059,-0.1265786670005098,-0.12064435673706185
AXU,2021-07-26,2.05,2.1,2.05,2.08,11573,2.08,2.1815329518381947,2.313798150194224,-0.1322651983560292,-0.11916077917119985
AXU,2021-07-23,2.08,2.09,2.08,2.09,14298,2.09,2.199993488536048,2.332502002209762,-0.1325085136737138,-0.1158846743749925
AXU,2021-07-22,2.18,2.18,2.18,2.18,4821,2.18,2.219992304633512,2.3519021623865437,-0.1319098577530315,-0.11172871455031216
AXU,2021-07-21,2.03,2.07,2.03,2.07,17615,2.07,2.2272636327486954,2.365654335377467,-0.1383907026287714,-0.1066834287496323
AXU,2021-07-20,2.0,2.03,2.0,2.03,18529,2.03,2.2558570205211854,2.389306682207664,-0.1334496616864786,-0.09875661027984751
AXU,2021-07-19,2.05,2.06,2.0,2.06,58591,2.06,2.29692193334322,2.418051216784277,-0.1211292834410575,-0.09008334742818973
AXU,2021-07-16,2.21,2.22,2.21,2.22,2969,2.22,2.339998648496532,2.446695314127019,-0.106696665630487,-0.08232186342497287
AXU,2021-07-15,2.27,2.27,2.26,2.27,10165,2.27,2.3618165845868107,2.464830939257181,-0.1030143546703699,-0.07622816287359431
AXU,2021-07-14,2.29,2.29,2.28,2.28,9022,2.28,2.37851050905714,2.4804174143977558,-0.1019069053406154,-0.0695316149244003
AXU,2021-07-13,2.2,2.2,2.19,2.19,11001,2.19,2.3964215107038926,2.4964508075495755,-0.1000292968456828,-0.0614377923203464
AXU,2021-07-12,2.26,2.27,2.15,2.21,115903,2.21,2.433952694468237,2.520966872153541,-0.0870141776853046,-0.05178991618901228
AXU,2021-07-09,2.26,2.26,2.26,2.26,29395,2.26,2.4746713661897344,2.5458442219258246,-0.0711728557360902,-0.04298385081493931
AXU,2021-07-08,2.36,2.36,2.36,2.36,5579,2.36,2.513702523678777,2.5687117596798905,-0.0550092360011134,-0.03593659958465158
AXU,2021-07-07,2.43,2.455,2.43,2.455,7603,2.455,2.541648437074919,2.585408700454282,-0.043760263379363,-0.031168440480536123
AXU,2021-07-06,2.53,2.53,2.51,2.53,13798,2.53,2.557402698361268,2.5958413964906244,-0.0384386981293567,-0.0280204847558294
AXU,2021-07-06,2.53,2.53,2.51,2.53,13798,2.53,2.5623850071542256,2.6011087082098743,-0.0387237010556487,-0.025415931412447672
AXU,2021-07-02,2.59,2.59,2.5,2.5,30661,2.5,2.5682731902731755,2.6067974048666644,-0.0385242145934889,-0.02208898900164741
AXU,2021-07-01,2.51,2.55,2.51,2.55,16009,2.55,2.580686497595571,2.6153411972559977,-0.0346546996604266,-0.017980182603687018
AXU,2021-06-30,2.48,2.5,2.48,2.48,16729,2.48,2.5862658607947657,2.620568493036478,-0.0343026322417121,-0.013811553339502104
AXU,2021-06-29,2.45,2.47,2.45,2.45,15589,2.45,2.605586926393814,2.631813972479396,-0.026227046085582,-0.008688783613949593
AXU,2021-06-28,2.55,2.56,2.55,2.55,8759,2.55,2.6338754584654165,2.6463590902777474,-0.0124836318123309,-0.004304217996041485
AXU,2021-06-25,2.68,2.68,2.62,2.63,12081,2.63,2.649125541822765,2.6540678174999672,-0.0049422756772021,-0.0022593645419691265
AXU,2021-06-24,2.66,2.68,2.66,2.66,9027,2.66,2.652602913063268,2.6559932428999646,-0.0033903298366966,-0.0015886367581608633
AXU,2021-06-23,2.61,2.6201,2.61,2.6201,5647,2.6201,2.6512579881656806,2.655672702331962,-0.0044147141662813,-0.0011382134885269226
AXU,2021-06-22,2.68,2.68,2.64,2.64,17630,2.64,2.656923076923077,2.6585185185185187,-0.0015954415954415,-0.00031908831908831207
AXU,2021-06-21,2.65,2.66,2.65,2.66,37034,2.66,2.66,2.66,0.0,0.0
