Symbol,Date,Open,High,Low,Close,Volume,AUY SMA_x,AUY spanTwelveEMA_x,AUY spanTwntySixEMA_x,AUY_x,AUY_y,AUY SMA_y,AUY spanTwelveEMA_y,AUY spanTwntySixEMA_y,AUY_x.1,AUY_y.1,AUY SMA_x.1,AUY spanTwelveEMA_x.1,AUY spanTwntySixEMA_x.1,AUY_x.1.1,AUY_y.1.1,AUY SMA_y.1,AUY spanTwelveEMA_y.1,AUY spanTwntySixEMA_y.1,AUY_x,AUY_y
AUY,2021-02-26,4.2,4.21,4.1,4.111,2977330,4.111,4.513699262480891,4.685337165585677,-0.1716379031047861,-0.1209449254433621,4.111,4.509438677113333,4.645662170644632,-0.1362234935312996,-0.1209449254433621,4.111,4.509405141988742,4.641403951865171,-0.1319988098764293,-0.1209449254433621,4.111,4.509404878033326,4.640946927807557,-0.1315420497742305,-0.12094492544336213
AUY,2021-02-25,4.45,4.52,4.43,4.4355,2140474,4.4355,4.58691731020469,4.731284138832531,-0.1443668286278407,-0.1082716810280061,4.4355,4.581882072952121,4.688435144296203,-0.1065530713440816,-0.1082716810280061,4.4355,4.581842440532149,4.683836268014384,-0.1019938274822349,-0.1082716810280061,4.4355,4.58184212858484,4.683342682032161,-0.1015005534473214,-0.10827168102800612
AUY,2021-02-24,4.42,4.42,4.3,4.36,3075063,4.36,4.614447730241906,4.754946869939133,-0.1404991396972263,-0.0992478941280474,4.36,4.6084969953070525,4.708669955839898,-0.1001729605328458,-0.0992478941280474,4.36,4.60845015699254,4.703703169455535,-0.0952530124629946,-0.0992478941280474,4.36,4.608449788327538,4.703170096594733,-0.0947203082671954,-0.09924789412804744
AUY,2021-02-23,4.55,4.57,4.38,4.43,2630765,4.43,4.660710953922252,4.786542619534263,-0.1258316656120106,-0.0889350827357527,4.43,4.6536782671810615,4.73656355230709,-0.0828852851260286,-0.0889350827357527,4.43,4.653622912809365,4.731199423011978,-0.0775765102026122,-0.0889350827357527,4.43,4.653622477114363,4.730623704322312,-0.0770012272079494,-0.0889350827357527
AUY,2021-02-22,4.48,4.58,4.43,4.55,3427006,4.55,4.702658400089934,4.815066029097004,-0.1124076290070696,-0.0797109370166882,4.55,4.694347043032163,4.761088636491657,-0.0667415934594934,-0.0797109370166882,4.55,4.69428162422925,4.755295376852935,-0.0610137526236851,-0.0797109370166882,4.55,4.694281109316973,4.754673600668097,-0.0603924913511235,-0.0797109370166882
AUY,2021-02-19,4.53,4.57,4.49,4.55,1926853,4.55,4.730414472833559,4.836271311424764,-0.1058568385912055,-0.0715367640190928,4.55,4.720591959947102,4.777975727410989,-0.0573837674638868,-0.0715367640190928,4.55,4.720514646816386,4.7717190070011695,-0.0512043601847835,-0.0715367640190928,4.55,4.720514038283696,4.771047488721544,-0.0505334504378485,-0.07153676401909283
AUY,2021-02-18,4.59,4.64,4.54,4.553,1333894,4.553,4.7632171042578415,4.859173016338746,-0.0959559120809041,-0.0629567453760646,4.553,4.751608679937484,4.796213785603868,-0.0446051056663838,-0.0629567453760646,4.553,4.75151730987391,4.789456527561263,-0.0379392176873523,-0.0629567453760646,4.553,4.751516590698913,4.788731287819268,-0.0372146971203548,-0.06295674537606465
AUY,2021-02-17,4.59,4.615,4.49,4.555,4975195,4.555,4.801438395941086,4.883666857645846,-0.0822284617047595,-0.0547069536998547,4.555,4.787719349017027,4.8156708884521775,-0.0279515394351506,-0.0547069536998547,4.555,4.787611366214621,4.808373049766164,-0.0207616835515427,-0.0547069536998547,4.555,4.787610516280535,4.80758979084481,-0.0199792745642755,-0.054706953699854774
AUY,2021-02-16,4.76,4.76,4.61,4.66,4578341,4.66,4.846245377021284,4.909960206257514,-0.0637148292362299,-0.0478265766986285,4.66,4.830031957929214,4.836524559528352,-0.0064926015991382,-0.0478265766986285,4.66,4.829904341890008,4.828642893747458,0.0012614481425501,-0.0478265766986285,4.66,4.829903337422451,4.827796974112395,0.0021063633100553,-0.04782657669862859
AUY,2021-02-16,4.76,4.76,4.61,4.66,4578341,4.66,4.880108172843335,4.929957022758115,-0.0498488499147802,-0.0438545135642282,4.66,4.860946859370889,4.85064652429062,0.0103003350802692,-0.0438545135642282,4.66,4.860796040415464,4.842134325247254,0.0186617151682098,-0.0438545135642282,4.66,4.860794853317442,4.8412207320413865,0.0195741212760554,-0.043854513564228245
AUY,2021-02-12,4.87,4.9,4.76,4.8979,2047737,4.8979,4.920127840633032,4.951553584578765,-0.0314257439457321,-0.0423559294765902,4.8979,4.897482651983778,4.865898246233869,0.0315844057499088,-0.0423559294765902,4.8979,4.897304411400093,4.856705071267034,0.0405993401330588,-0.0423559294765902,4.8979,4.897303008466067,4.8557183906046975,0.0415846178613694,-0.04235592947659025
AUY,2021-02-11,4.94,5.01,4.93,5.01,1760765,5.01,4.924169266202674,4.9558458713450655,-0.0316766051423913,-0.0450884758593047,5.01,4.897406770526283,4.863338105932579,0.034068664593704,-0.0450884758593047,5.01,4.897196122563746,4.853409476968396,0.0437866455953495,-0.0450884758593047,5.01,4.897194464550807,4.852343861853073,0.0448506026977337,-0.04508847585930477
AUY,2021-02-10,4.98,5.0,4.91,4.915,1327266,4.915,4.908563678239524,4.951513541052671,-0.0429498628131463,-0.0484414435385331,4.915,4.876935274258334,4.851605154407185,0.0253301198511488,-0.0484414435385331,4.915,4.8766863266662455,4.840882235125868,0.0358040915403776,-0.0484414435385331,4.915,4.876684367196408,4.839731370801318,0.0369529963950894,-0.04844144353853313
AUY,2021-02-09,5.03,5.05,4.9548,5.0018,2218405,5.0018,4.907393437919438,4.954434624336884,-0.0470411864174451,-0.0498143387198795,5.0018,4.870014415032577,4.846533566759759,0.0234808482728174,-0.0498143387198795,5.0018,4.869720204241927,4.834952813935937,0.0347673903059897,-0.0498143387198795,5.0018,4.869717888504845,4.833709880465423,0.0360080080394222,-0.049814338719879586
AUY,2021-02-08,4.97,4.99,4.9301,4.98,2066466,4.98,4.890228608450245,4.950645394283835,-0.0604167858335893,-0.0505076267954879,4.98,4.846053399583955,4.83411225210054,0.011941147483415,-0.0505076267954879,4.98,4.845705695922277,4.821605039050811,0.0241006568714654,-0.0505076267954879,4.98,4.84570295914209,4.8202626709026575,0.0254402882394328,-0.05050762679548797
AUY,2021-02-05,4.79,4.8,4.74,4.78,1550083,4.78,4.873906537259381,4.948297025826541,-0.0743904885671602,-0.0480303370359626,4.78,4.821699472235583,4.822441232268583,-0.0007417600329997,-0.0480303370359626,4.78,4.821288549726327,4.808933442174876,0.0123551075514507,-0.0480303370359626,4.78,4.821285315349742,4.80748368457487,0.0138016307748722,-0.04803033703596263
AUY,2021-02-04,4.75,4.75,4.625,4.7001,3170540,4.7001,4.890980453124723,4.961760787892665,-0.0707803347679414,-0.0414402991531632,4.7001,4.8292811944602345,4.8258365308500695,0.003444663610165,-0.0414402991531632,4.7001,4.828795558767477,4.811248117548867,0.0175474412186105,-0.0414402991531632,4.7001,4.828791736322423,4.80968237934086,0.0191093569815636,-0.041440299153163225
AUY,2021-02-03,4.86,4.91,4.81,4.905,1091139,4.905,4.925685990056492,4.982693650924079,-0.0570076608675869,-0.0341052902494686,4.905,4.852768684362095,4.835895453318075,0.0168732310440198,-0.0341052902494686,4.905,4.852194751270655,4.820139966952776,0.0320547843178795,-0.0341052902494686,4.905,4.852190233835591,4.818448969688128,0.033741264147463,-0.03410529024946867
AUY,2021-02-02,4.84,4.85,4.71,4.81,3169968,4.81,4.929447079157671,4.988909142998005,-0.0594620638403338,-0.0283796975949391,4.81,4.84327208151884,4.830367089583522,0.0129049919353185,-0.0283796975949391,4.81,4.842593796956229,4.8133511643089975,0.0292426326472314,-0.0283796975949391,4.81,4.842588458169336,4.811524887263178,0.0310635709061575,-0.028379697594939107
AUY,2021-02-01,4.95,4.96,4.82,4.84,4545061,4.84,4.951164729913611,5.003221874437846,-0.0520571445242348,-0.0206091060335904,4.84,4.849321550885902,4.831996456750203,0.0173250941356988,-0.0206091060335904,4.84,4.8485199418573615,4.813619257453717,0.0349006844036443,-0.0206091060335904,4.84,4.848513632381942,4.811646878244232,0.0368667541377103,-0.02060910603359043
AUY,2021-01-29,4.93,4.97,4.83,4.9214,2553027,4.9214,4.971376498988813,5.016279624392872,-0.0449031254040592,-0.0127470964109293,4.9214,4.851016378319703,4.831356173290219,0.019660205029484,-0.0127470964109293,4.9214,4.850069022195064,4.811508798050014,0.0385602241450495,-0.0127470964109293,4.9214,4.850061565542296,4.80937862850377,0.0406829370385262,-0.012747096410929332
AUY,2021-01-28,4.75,4.82,4.7,4.765,3243277,4.765,4.980463135168597,5.023869994344302,-0.0434068591757057,-0.004708089162647,4.765,4.838219356196012,4.824152667153436,0.0140666890425755,-0.004708089162647,4.765,4.837099753503257,4.802717501894016,0.0343822516092418,-0.004708089162647,4.765,4.837090941095441,4.800416918784071,0.0366740223113692,-0.004708089162647067
AUY,2021-01-27,4.87,4.87,4.545,4.585,4174240,4.585,5.019638250653796,5.044579593891846,-0.0249413432380496,0.0049666033406176,4.585,4.851531966413469,4.828884880525711,0.0226470858877574,0.0049666033406176,4.585,4.850208799594759,4.805734902045537,0.0444738975492216,0.0049666033406176,4.585,4.850198384930976,4.803250272286798,0.0469481126441779,0.004966603340617602
AUY,2021-01-26,5.11,5.11,4.94,5.055,4258284,5.055,5.098663387136304,5.081345961403193,0.0173174257331103,0.0124435899852844,5.055,4.89999232394319,4.8483956709677685,0.0515966529754212,0.0124435899852844,5.055,4.89842858133926,4.82339369420918,0.0750348871300801,0.0124435899852844,5.055,4.898416273100244,4.820710294069741,0.0777059790305028,0.012443589985284411
AUY,2021-01-25,5.21,5.27,5.16,5.16,1548023,5.16,5.106602184797451,5.083453638315449,0.0231485464820018,0.0112251310483279,5.16,4.87180911011468,4.83186732464519,0.0399417854694901,0.0112251310483279,5.16,4.869961050673671,4.8048651897459145,0.0650958609277561,0.0112251310483279,5.16,4.869946504573016,4.8019671175953205,0.0679793869776954,0.011225131048327928
AUY,2021-01-22,5.11,5.16,5.0415,5.12,1951449,5.12,5.09689349112426,5.077329929380684,0.0195635617435758,0.0082442771899094,5.12,4.819410766499168,4.805616710616805,0.0137940558823626,0.0082442771899094,5.12,4.817226696250701,4.776454404925588,0.0407722913251138,0.0082442771899094,5.12,4.817209505404473,4.773324487002946,0.0438850184015269,0.008244277189909454
AUY,2021-01-21,5.29,5.31,5.1621,5.19,1593641,5.19,5.092692307692307,5.073916323731138,0.0187759839611683,0.0054144560514928,5.19,4.764758178589926,4.780466047466149,-0.0157078688762233,0.0054144560514928,5.19,4.76217700465992,4.7489707573196345,0.0132062473402854,0.0054144560514928,5.19,4.762156688205287,4.745590445963181,0.0165662422421055,0.005414456051492849
AUY,2021-01-20,5.21,5.275,5.18,5.185,2394484,5.185,5.074999999999999,5.064629629629629,0.0103703703703699,0.0020740740740739,5.185,4.687441483788094,4.747703331263441,-0.0602618474753473,0.0020740740740739,5.185,4.6843910055071785,4.713688417905206,-0.0292974123980274,0.0020740740740739,5.185,4.684366995151702,4.710037681640236,-0.0256706864885334,0.002074074074073984
AUY,2021-01-19,5.15,5.15,5.03,5.055,1929006,5.055,5.055,5.055,0.0,0.0,5.055,4.596976299022293,4.712719597764516,-0.1157432987422231,0.0,5.055,4.593371188326666,4.675983491337623,-0.0826123030109569,0.0,5.055,4.593342812452012,4.672040696171455,-0.0786978837194425,0.0
AUY,2021-02-26,4.2,4.21,4.1,4.111,2977330,,,,,,4.111,4.513699262480891,4.685337165585677,-0.1716379031047861,,4.111,4.509438677113333,4.645662170644632,-0.1362234935312996,,4.111,4.509405141988742,4.641403951865171,-0.1319988098764293,
AUY,2021-02-25,4.45,4.52,4.43,4.4355,2140474,,,,,,4.4355,4.58691731020469,4.731284138832531,-0.1443668286278407,,4.4355,4.581882072952121,4.688435144296203,-0.1065530713440816,,4.4355,4.581842440532149,4.683836268014384,-0.1019938274822349,
AUY,2021-02-24,4.42,4.42,4.3,4.36,3075063,,,,,,4.36,4.614447730241906,4.754946869939133,-0.1404991396972263,,4.36,4.6084969953070525,4.708669955839898,-0.1001729605328458,,4.36,4.60845015699254,4.703703169455535,-0.0952530124629946,
AUY,2021-02-23,4.55,4.57,4.38,4.43,2630765,,,,,,4.43,4.660710953922252,4.786542619534263,-0.1258316656120106,,4.43,4.6536782671810615,4.73656355230709,-0.0828852851260286,,4.43,4.653622912809365,4.731199423011978,-0.0775765102026122,
AUY,2021-02-22,4.48,4.58,4.43,4.55,3427006,,,,,,4.55,4.702658400089934,4.815066029097004,-0.1124076290070696,,4.55,4.694347043032163,4.761088636491657,-0.0667415934594934,,4.55,4.69428162422925,4.755295376852935,-0.0610137526236851,
AUY,2021-02-19,4.53,4.57,4.49,4.55,1926853,,,,,,4.55,4.730414472833559,4.836271311424764,-0.1058568385912055,,4.55,4.720591959947102,4.777975727410989,-0.0573837674638868,,4.55,4.720514646816386,4.7717190070011695,-0.0512043601847835,
AUY,2021-02-18,4.59,4.64,4.54,4.553,1333894,,,,,,4.553,4.7632171042578415,4.859173016338746,-0.0959559120809041,,4.553,4.751608679937484,4.796213785603868,-0.0446051056663838,,4.553,4.75151730987391,4.789456527561263,-0.0379392176873523,
AUY,2021-02-17,4.59,4.615,4.49,4.555,4975195,,,,,,4.555,4.801438395941086,4.883666857645846,-0.0822284617047595,,4.555,4.787719349017027,4.8156708884521775,-0.0279515394351506,,4.555,4.787611366214621,4.808373049766164,-0.0207616835515427,
AUY,2021-02-16,4.76,4.76,4.61,4.66,4578341,,,,,,4.66,4.846245377021284,4.909960206257514,-0.0637148292362299,,4.66,4.830031957929214,4.836524559528352,-0.0064926015991382,,4.66,4.829904341890008,4.828642893747458,0.0012614481425501,
AUY,2021-02-16,4.76,4.76,4.61,4.66,4578341,,,,,,4.66,4.880108172843335,4.929957022758115,-0.0498488499147802,,4.66,4.860946859370889,4.85064652429062,0.0103003350802692,,4.66,4.860796040415464,4.842134325247254,0.0186617151682098,
AUY,2021-02-12,4.87,4.9,4.76,4.8979,2047737,,,,,,4.8979,4.920127840633032,4.951553584578765,-0.0314257439457321,,4.8979,4.897482651983778,4.865898246233869,0.0315844057499088,,4.8979,4.897304411400093,4.856705071267034,0.0405993401330588,
AUY,2021-02-11,4.94,5.01,4.93,5.01,1760765,,,,,,5.01,4.924169266202674,4.9558458713450655,-0.0316766051423913,,5.01,4.897406770526283,4.863338105932579,0.034068664593704,,5.01,4.897196122563746,4.853409476968396,0.0437866455953495,
AUY,2021-02-10,4.98,5.0,4.91,4.915,1327266,,,,,,4.915,4.908563678239524,4.951513541052671,-0.0429498628131463,,4.915,4.876935274258334,4.851605154407185,0.0253301198511488,,4.915,4.8766863266662455,4.840882235125868,0.0358040915403776,
