Symbol,Date,Open,High,Low,Close,Volume,NGD SMA_x,NGD spanTwelveEMA_x,NGD spanTwntySixEMA_x,NGD_x,NGD_y,NGD SMA_y,NGD spanTwelveEMA_y,NGD spanTwntySixEMA_y,NGD_x.1,NGD_y.1,NGD SMA_x.1,NGD spanTwelveEMA_x.1,NGD spanTwntySixEMA_x.1,NGD_x.1.1,NGD_y.1.1,NGD SMA_y.1,NGD spanTwelveEMA_y.1,NGD spanTwntySixEMA_y.1,NGD_x,NGD_y
NGD,2021-02-26,1.61,1.62,1.55,1.55,1307139,1.55,1.6722214089044418,1.7491893437771648,-0.076967934872723,-0.0666037116502402,1.55,1.6701137200211864,1.7287101094166624,-0.0585963893954759,-0.0666037116502402,1.55,1.6700971303737078,1.72651212399858,-0.0564149936248721,-0.0666037116502402,1.55,1.67009699979637,1.7262762196765211,-0.0561792198801514,-0.06660371165024023
NGD,2021-02-25,1.67,1.74,1.66,1.7,566279,1.7,1.694443483250704,1.7651244912793378,-0.0706810080286337,-0.0640126558446195,1.7,1.6919525782068563,1.7430069181699952,-0.0510543399631386,-0.0640126558446195,1.7,1.6919329722598364,1.7406330939184662,-0.0487001216586298,-0.0640126558446195,1.7,1.6919328179411643,1.7403783172506428,-0.0484454993094785,-0.06401265584461953
NGD,2021-02-24,1.68,1.69,1.62,1.6381,837215,1.6381,1.6934332074781049,1.7703344505816847,-0.0769012431035798,-0.0623455677986159,1.6381,1.6904894106081032,1.7464474716235947,-0.0559580610154915,-0.0623455677986159,1.6381,1.6904662399434431,1.7438837414319437,-0.0534175014885003,-0.0623455677986159,1.6381,1.6904660575668309,1.7436085826306942,-0.0531425250638635,-0.06234556779861597
NGD,2021-02-23,1.72,1.72,1.58,1.64,2165365,1.64,1.7034937906559422,1.7809132066282194,-0.0774194159722772,-0.058706648972375,1.64,1.700014757991395,1.7551152693534822,-0.0551005113620872,-0.058706648972375,1.64,1.6999873744786147,1.752346440746499,-0.0523590662678843,-0.058706648972375,1.64,1.699987158942618,1.7520492692411498,-0.0520621102985316,-0.058706648972375
NGD,2021-02-22,1.56,1.62,1.54,1.6094,1466085,1.6094,1.71503811622975,1.7921862631584768,-0.0771481469287269,-0.0540284572223994,1.6094,1.7109265321716485,1.7643244909017606,-0.0533979587301121,-0.0540284572223994,1.6094,1.7108941698383628,1.761334156006219,-0.0504399861678561,-0.0540284572223994,1.6094,1.7108939151140032,1.7610132107804417,-0.0501192956664384,-0.05402845722239944
NGD,2021-02-19,1.62,1.62,1.55,1.585,784206,1.585,1.7342450464533408,1.806809164211155,-0.0725641177578142,-0.0482485347958176,1.585,1.7293859016574027,1.7767184501739013,-0.0473325485164985,-0.0482485347958176,1.585,1.7293476552635196,1.7734888884867164,-0.0441412332231967,-0.0482485347958176,1.585,1.72934735422564,1.773142267642877,-0.0437949134172368,-0.048248534795817616
NGD,2021-02-18,1.63,1.66,1.61,1.63,1172389,1.63,1.7613805094448574,1.8245538973480475,-0.0631733879031901,-0.0421696390553184,1.63,1.7556378837769304,1.7920559261878133,-0.0364180424108828,-0.0421696390553184,1.63,1.7555926834932505,1.7885679995656536,-0.0329753160724031,-0.0421696390553184,1.63,1.755592327721211,1.788193649054307,-0.032601321333096,-0.04216963905531846
NGD,2021-02-17,1.7,1.7,1.63,1.675,2568131,1.675,1.7852678747984676,1.8401182091358912,-0.0548503343374235,-0.0369187018433505,1.675,1.778481135372736,1.8050204002828385,-0.0265392649101021,-0.0369187018433505,1.675,1.7784277168556597,1.801253439530906,-0.0228257226752464,-0.0369187018433505,1.675,1.778427296397795,1.8008491409786516,-0.0224218445808566,-0.03691870184335053
NGD,2021-02-16,1.74,1.74,1.705,1.72,1504290,1.72,1.80531657930728,1.8533276658667623,-0.0480110865594827,-0.0324357937198322,1.72,1.7972958872586882,1.8154220323054653,-0.0181261450467773,-0.0324357937198322,1.72,1.7972327562839612,1.8113537146933785,-0.0141209584094172,-0.0324357937198322,1.72,1.7972322593792125,1.810917072256944,-0.0136848128777313,-0.03243579371983227
NGD,2021-02-16,1.74,1.74,1.705,1.72,1504290,1.72,1.820828684635876,1.863993879136104,-0.0431651945002273,-0.0285419705099197,1.72,1.8113496849420856,1.8230557948899029,-0.0117061099478168,-0.0285419705099197,1.72,1.8112750756083176,1.8186620118688488,-0.0073869362605309,-0.0285419705099197,1.72,1.8112744883572507,1.8181904380374991,-0.0069159496802484,-0.028541970509919763
NGD,2021-02-12,1.74,1.76,1.72,1.7481,616212,1.7481,1.8391611727514896,1.875513389466992,-0.0363522167155019,-0.0248861645123427,1.7481,1.82795871856792,1.831300258481095,-0.0033415399131753,-0.0248861645123427,1.7481,1.8278705439007392,1.8265549728183568,0.0013155710823824,-0.0248861645123427,1.7481,1.8278698498767507,1.826045673080499,0.0018241767962516,-0.024886164512342747
NGD,2021-02-11,1.82,1.84,1.7901,1.8213,713933,1.8213,1.855717749615397,1.885706460624351,-0.029988711008954,-0.0220196514615528,1.8213,1.8424784855802685,1.8379562791595825,0.0045222064206862,-0.0220196514615528,1.8213,1.8423742791554192,1.8328313706438253,0.0095429085115936,-0.0220196514615528,1.8213,1.842373458945251,1.832281326926939,0.010092132018312,-0.022019651461552842
NGD,2021-02-10,1.83,1.85,1.8081,1.815,934379,1.815,1.8619755222727417,1.8908589774742992,-0.0288834552015573,-0.0200273865747026,1.815,1.846329119322136,1.839288781492349,0.0070403378297865,-0.0200273865747025,1.815,1.8462059662745864,1.833753880295332,0.0124520859792545,-0.0200273865747025,1.815,1.8462049969352965,1.833159833081094,0.0130451638542024,-0.020027386574702537
NGD,2021-02-09,1.89,1.9,1.835,1.8513,813424,1.8513,1.870516526322332,1.8969276956722432,-0.0264111693499118,-0.0178133694179888,1.8513,1.8520253228352512,1.841231884011737,0.0107934388235142,-0.0178133694179887,1.8513,1.8518797783245111,1.8352541907189583,0.0166255876055527,-0.0178133694179887,1.8513,1.851878632741714,1.8346126197275816,0.0172660130141324,-0.01781336941798878
NGD,2021-02-08,1.9,1.9,1.86,1.89,1014446,1.89,1.8740104401991189,1.9005779113260224,-0.0265674711269039,-0.0156639194350081,1.89,1.852157199714388,1.840426434732676,0.0117307649817117,-0.0156639194350081,1.89,1.8519851925653312,1.833970525976475,0.0180146665888563,-0.0156639194350081,1.89,1.851983838694753,1.833277629305788,0.0187062093889647,-0.015663919435008184
NGD,2021-02-05,1.79,1.8,1.75,1.77,2374632,1.77,1.871103247508049,1.9014241442321045,-0.0303208967240553,-0.0129380315120343,1.77,1.8452766905715487,1.8364605495112905,0.0088161410602589,-0.0129380315120343,1.77,1.845073409395392,1.829488168054593,0.0155852413407984,-0.0129380315120343,1.77,1.845071809366526,1.8287398396502517,0.0163319697162747,-0.012938031512034355
NGD,2021-02-04,1.82,1.83,1.69,1.7293,4047201,1.7293,1.889485656145876,1.9119380757706728,-0.0224524196247966,-0.008592315209029,1.7293,1.8589633615845584,1.8417773934721933,0.0171859681123649,-0.008592315209029,1.7293,1.858723120194553,1.83424722149896,0.024475898695593,-0.008592315209029,1.7293,1.858721229251349,1.833439026822272,0.0252822024290775,-0.008592315209029047
