Symbol,Date,Open,High,Low,Close,Volume,TCDA SMA_x,TCDA spanTwelveEMA_x,TCDA spanTwntySixEMA_x,TCDA_x,TCDA_y,TCDA SMA_y,TCDA spanTwelveEMA_y,TCDA spanTwntySixEMA_y,TCDA_x.1,TCDA_y.1,TCDA SMA_x.1,TCDA spanTwelveEMA_x.1,TCDA spanTwntySixEMA_x.1,TCDA_x.1.1,TCDA_y.1.1,TCDA SMA_y.1,TCDA spanTwelveEMA_y.1,TCDA spanTwntySixEMA_y.1,TCDA_x,TCDA_y
TCDA,2021-02-26,5.19,5.59,5.0,5.125,849626,5.125,6.75322930337155,6.894703323251881,-0.1414740198803308,-0.0561862144661736,5.125,6.750421156431654,6.87159606505445,-0.1211749086227964,-0.0561862144661736,5.125,6.750399053469414,6.869116020357675,-0.118716966888261,-0.0561862144661736,5.125,6.7503988794967,6.86884984331298,-0.1184509638162802,-0.0561862144661736
TCDA,2021-02-25,7.78,7.78,7.4501,7.49,63179,7.49,7.049270994893651,7.036279589112032,0.0129914057816193,-0.0348642631126342,7.49,7.045952275782864,7.011323750258806,0.0346285255240577,-0.0348642631126342,7.49,7.045926154100217,7.008645301986288,0.0372808521139287,-0.0348642631126342,7.49,7.045925948496101,7.008357830778018,0.0375681177180826,-0.03486426311263428
TCDA,2021-02-24,7.08,7.3397,7.01,7.3397,121262,7.3397,6.969138448510678,6.999981956240994,-0.0308435077303155,-0.0468281803361974,7.3397,6.965216325925202,6.973029650279511,-0.0078133243543083,-0.0468281803361974,7.3397,6.96518545484571,6.970136926145191,-0.0049514712994804,-0.0468281803361974,7.3397,6.965185211859028,6.969826457240259,-0.0046412453812312,-0.04682818033619748
TCDA,2021-02-23,7.0,7.04,6.81,6.955,105735,6.955,6.901763620967166,6.972804512740273,-0.0710408917731078,-0.0508243484876679,6.955,6.89712838518433,6.943696022301872,-0.0465676371175414,-0.0508243484876679,6.955,6.897091901181294,6.940571880236806,-0.0434799790555127,-0.0508243484876679,6.955,6.897091614015214,6.94023657381948,-0.0431449598042652,-0.05082434848766797
TCDA,2021-02-22,6.9,6.935,6.829,6.89,30498,6.89,6.892084279324832,6.974228873759495,-0.0821445944346628,-0.045770212666308,6.89,6.886606273399663,6.942791704086021,-0.0561854306863587,-0.045770212666308,6.89,6.886563155941529,6.939417630655751,-0.0528544747142216,-0.045770212666308,6.89,6.886562816563435,6.939055499725038,-0.0524926831616028,-0.04577021266630801
TCDA,2021-02-19,6.63,6.85,6.5614,6.63,43851,6.63,6.892463239202074,6.980967183660255,-0.0885039444581803,-0.0366766172242193,6.63,6.8859892321996,6.947015040412904,-0.0610258082133032,-0.0366766172242193,6.63,6.885938275203625,6.943371041108211,-0.0574327659045863,-0.0366766172242193,6.63,6.885937874120423,6.94297993970304,-0.0570420655826175,-0.036676617224219304
TCDA,2021-02-18,6.9,6.9,6.73,6.73,25684,6.73,6.940183828147907,7.009044558353076,-0.0688607302051691,-0.023719785415729,6.73,6.932532728963164,6.972376243645936,-0.0398435146827722,-0.023719785415729,6.73,6.9324725070588284,6.968440724396867,-0.0359682173380386,-0.023719785415729,6.73,6.932472033051409,6.968018334879282,-0.0355463018278729,-0.02371978541572904
TCDA,2021-02-17,6.8,6.86,6.57,6.63,77898,6.63,6.978399069629344,7.031368123021322,-0.0529690533919779,-0.012434549218369,6.63,6.96935686150192,6.991766343137611,-0.022409481635691,-0.012434549218369,6.63,6.969285690160433,6.987515982348617,-0.0182302921881838,-0.012434549218369,6.63,6.969285129969848,6.987059801669625,-0.0177746716997777,-0.012434549218369017
TCDA,2021-02-16,6.93,6.935,6.74,6.865,63000,6.865,7.0417443550164975,7.063477572863027,-0.0217332178465294,-0.0023009231749667,6.865,7.031058109047724,7.020707650588619,0.0103504584591043,-0.0023009231749667,6.865,7.030973997462329,7.016117260936507,0.0148567365258225,-0.0023009231749667,6.865,7.030973335418912,7.015624585803196,0.0153487496157156,-0.002300923174966773
TCDA,2021-02-16,6.93,6.935,6.74,6.865,63000,6.865,7.073879692292223,7.07935577869207,-0.0054760863998462,0.0025571504929239,6.865,7.061250492510947,7.033164262635709,0.028086229875238,0.0025571504929239,6.865,7.061151087910025,7.028206641811427,0.0329444460985977,0.0025571504929239,6.865,7.061150305495078,7.027674552667452,0.0334757528276261,0.002557150492923905
