Symbol,Date,Open,High,Low,Close,Volume,GFI SMA_x,GFI spanTwelveEMA_x,GFI spanTwntySixEMA_x,GFI_x,GFI_y,GFI SMA_y,GFI spanTwelveEMA_y,GFI spanTwntySixEMA_y,GFI_x.1,GFI_y.1,GFI SMA_x.1,GFI spanTwelveEMA_x.1,GFI spanTwntySixEMA_x.1,GFI_x.1.1,GFI_y.1.1,GFI SMA_y.1,GFI spanTwelveEMA_y.1,GFI spanTwntySixEMA_y.1,GFI_x,GFI_y
GFI,2021-02-26,8.5,8.51,8.3,8.325,948890,8.325,8.761759181586623,8.9603464967617,-0.198587315175077,-0.1017505839665203,8.325,8.760749796384307,8.967896611740294,-0.207146815355987,-0.1017505839665203,8.325,8.760741851499834,8.968706946850272,-0.2079650953504384,-0.1017505839665203,8.325,8.760741788965543,8.968793918107307,-0.2080521291417643,-0.10175058396652034
GFI,2021-02-25,8.54,8.73,8.52,8.65,1069999,8.65,8.841169941875101,9.011174216502637,-0.1700042746275336,-0.0775414011643811,8.65,8.839977032090543,9.019328340679516,-0.1793513085889735,-0.0775414011643811,8.65,8.839967642681623,9.020203502598294,-0.1802358599166709,-0.0775414011643811,8.65,8.839967568777459,9.02029743155589,-0.1803298627784322,-0.07754140116438117
GFI,2021-02-24,8.47,8.49,8.34,8.42,1012841,8.42,8.87592811312512,9.040068153822846,-0.1641400406977258,-0.0544256827985926,8.42,8.87451831065246,9.048874607933875,-0.1743562972814167,-0.0544256827985926,8.42,8.874507214078282,9.049819782806155,-0.1753125687278753,-0.0544256827985926,8.42,8.874507126736997,9.049921226080365,-0.1754140993433655,-0.054425682798592605
GFI,2021-02-23,8.78,8.79,8.48,8.65,1073977,8.65,8.958824133693323,9.089673606128672,-0.130849472435349,-0.0269970933238093,8.65,8.957158003498362,9.099184576568586,-0.1420265730702237,-0.0269970933238093,8.65,8.957144889365242,9.100205365430648,-0.1430604760654059,-0.0269970933238093,8.65,8.957144786143724,9.100314924166792,-0.1431701380230681,-0.0269970933238093
GFI,2021-02-22,8.66,8.7923,8.61,8.735,1054318,8.735,9.014973976183018,9.124847494618963,-0.1098735184359469,-0.0010339985459243,8.735,9.013004913225338,9.135119342694072,-0.1221144294687341,-0.0010339985459243,8.735,9.012989414704377,9.1362217946651,-0.123232379960724,-0.0010339985459243,8.735,9.01298929271531,9.136340118100136,-0.1233508253848238,-0.0010339985459243556
GFI,2021-02-19,8.55,8.6,8.5,8.565,1049423,8.565,9.06587833548902,9.156035294188484,-0.0901569586994615,0.0261758814265808,8.565,9.06355126108449,9.167128890109597,-0.1035776290251071,0.0261758814265808,8.565,9.063532944650628,9.168319538238308,-0.104786593587681,0.0261758814265808,8.565,9.063532800481733,9.168447327548146,-0.1049145270664144,0.02617588142658085
GFI,2021-02-18,8.64,8.79,8.48,8.55,603805,8.55,9.156947123759752,9.203318117723562,-0.0463709939638103,0.0552590914580923,8.55,9.154196944918032,9.215299201318365,-0.061102256400332,0.0552590914580923,8.55,9.154175298223468,9.216585101297373,-0.0624098030739048,0.0552590914580923,8.55,9.154175127842048,9.216723113751998,-0.0625479859099513,0.055259091458092324
GFI,2021-02-17,8.86,8.9,8.751,8.81,1313569,8.81,9.267301146261524,9.255583567141446,0.0117175791200772,0.080666612813568,8.81,9.264050934903128,9.268523137423834,-0.0044722025207057,0.080666612813568,8.81,9.264025352445916,9.269911909401165,-0.0058865569552466,0.080666612813568,8.81,9.264025151086054,9.270060962852158,-0.0060358117661039,0.080666612813568
GFI,2021-02-16,9.25,9.3,9.16,9.19,1653234,9.19,9.350446809218164,9.291230252512763,0.059216556705401,0.0979038712369406,9.19,9.34660565034006,9.305204988417742,0.041400661922319,0.0979038712369406,9.19,9.346575416526992,9.306704862153255,0.0398705543737367,0.0979038712369406,9.19,9.346575178556243,9.30686583988033,0.0397093386759141,0.09790387123694069
GFI,2021-02-16,9.25,9.3,9.16,9.19,1653234,9.19,9.37961895634874,9.299328672713784,0.0802902836349552,0.1075756998698256,9.19,9.375079404947344,9.314421387491162,0.0606580174561823,0.1075756998698256,9.19,9.375043674077356,9.316041251125515,0.0590024229518384,0.1075756998698256,9.19,9.3750433928392,9.316215107070756,0.0588282857684419,0.1075756998698256
