Symbol,Date,Open,High,Low,Close,Volume,AFMD SMA_x,AFMD spanTwelveEMA_x,AFMD spanTwntySixEMA_x,AFMD_x,AFMD_y,AFMD SMA_y,AFMD spanTwelveEMA_y,AFMD spanTwntySixEMA_y,AFMD_x,AFMD_y
AFMD,2020-07-16,4.56,4.61,4.45,4.52,248758,4.52,4.52,4.52,0.0,0.0,4.52,4.52,4.52,0.0,0.0
AFMD,2020-07-15,4.27,4.495,4.27,4.4001,252996,4.4001,4.501553846153846,4.5111185185185185,-0.009564672364672507,-0.001912934472934502,4.4001,4.501553846153846,4.511118518518519,-0.009564672364672509,-0.0019129344729345015
AFMD,2020-07-14,4.26,4.346,4.19,4.23,87775,4.23,4.459776331360946,4.490294924554184,-0.03051859319323746,-0.007634066216995094,4.23,4.459776331360946,4.490294924554184,-0.03051859319323746,-0.007634066216995094
AFMD,2020-07-13,4.42,4.5,4.4,4.41,95578,4.41,4.452118434228495,4.484347152364983,-0.032228718136490635,-0.012552996600894204,4.41,4.4521184342284945,4.484347152364983,-0.032228718136490635,-0.012552996600894203
AFMD,2020-07-10,4.51,4.6,4.42,4.58,97605,4.58,4.471792521270264,4.491432548486097,-0.019640027215833026,-0.013970402723881968,4.58,4.471792521270264,4.491432548486097,-0.019640027215833026,-0.013970402723881968
AFMD,2020-07-09,4.62,4.71,4.59,4.7,110638,4.700000000000001,4.506901364151761,4.506881989338979,1.9374812783468087e-05,-0.011172447216548882,4.700000000000001,4.506901364151761,4.506881989338979,1.9374812783468087e-05,-0.011172447216548882
AFMD,2020-07-08,4.39,4.51,4.39,4.46,60051,4.46,4.499685769666876,4.503409249387943,-0.003723479721067236,-0.009682653717452552,4.46,4.499685769666876,4.503409249387943,-0.003723479721067236,-0.009682653717452553
AFMD,2020-07-07,4.35,4.5068,4.32,4.415,169298,4.415,4.486657189718125,4.496860416099947,-0.01020322638182236,-0.009786768250326514,4.415,4.486657189718125,4.496860416099947,-0.01020322638182236,-0.009786768250326514
AFMD,2020-07-06,4.64,4.7037,4.56,4.56,116642,4.56,4.4979406989922595,4.501537422314765,-0.003596723322505824,-0.008548759264762376,4.56,4.49794069899226,4.501537422314765,-0.003596723322505824,-0.008548759264762376
AFMD,2020-07-06,4.64,4.7037,4.56,4.56,116642,4.56,4.507488283762681,4.505867983624782,0.0016203001378993775,-0.0065149473842300255,4.56,4.507488283762681,4.505867983624782,0.0016203001378993775,-0.006514947384230026
AFMD,2020-07-02,4.79,4.79,4.65,4.67,130865,4.670000000000001,4.53249008626073,4.518025910763686,0.014464175497043819,-0.002319122807975257,4.670000000000001,4.53249008626073,4.518025910763686,0.014464175497043819,-0.0023191228079752577
AFMD,2020-07-01,4.63,4.71,4.59,4.66,80935,4.660000000000002,4.5521069960667715,4.5285425099663765,0.02356448610039497,0.002857598973698788,4.660000000000002,4.552106996066772,4.5285425099663765,0.02356448610039497,0.0028575989736987877
AFMD,2020-06-30,4.54,4.5945,4.45,4.57,174862,4.570000000000002,4.554859765902654,4.5316134351540525,0.023246330748600386,0.006935345328679107,4.570000000000002,4.554859765902654,4.5316134351540525,0.023246330748600386,0.006935345328679107
AFMD,2020-06-29,4.73,4.73,4.51,4.68,219772,4.6800000000000015,4.574112109609937,4.542605032550049,0.03150707705988776,0.01184969167492084,4.6800000000000015,4.574112109609937,4.542605032550049,0.03150707705988776,0.01184969167492084
