Symbol,Date,Open,High,Low,Close,Volume,IDEX SMA_x,IDEX spanTwelveEMA_x,IDEX spanTwntySixEMA_x,IDEX_x,IDEX_y,IDEX SMA_y,IDEX spanTwelveEMA_y,IDEX spanTwntySixEMA_y,IDEX_x,IDEX_y
IDEX,2020-07-16,1.27,1.29,1.23,1.265,961154,1.265,1.265,1.265,0.0,0.0,1.265,1.265,1.265,0.0,0.0
IDEX,2020-07-15,1.25,1.35,1.23,1.2901,2849809,1.2901,1.2688615384615385,1.2668592592592591,0.0020022792022791336,0.0004004558404558268,1.2901,1.2688615384615385,1.2668592592592591,0.0020022792022791336,0.00040045584045582676
IDEX,2020-07-14,1.28,1.28,1.22,1.23,2165158,1.2300000000000002,1.2628828402366865,1.2641289437585732,-0.0012461035218869212,7.114396798727716e-05,1.2300000000000002,1.2628828402366865,1.2641289437585732,-0.0012461035218869212,7.114396798727716e-05
IDEX,2020-07-13,1.36,1.39,1.32,1.35,2740127,1.35,1.276285480200273,1.2704897627394198,0.005795717460853167,0.0012160586665604554,1.35,1.276285480200273,1.2704897627394198,0.005795717460853167,0.0012160586665604552
IDEX,2020-07-10,1.38,1.39,1.32,1.37,2468057,1.37,1.2907030986310002,1.2778608914253888,0.012842207205611356,0.003541288374370636,1.37,1.2907030986310002,1.2778608914253888,0.012842207205611356,0.0035412883743706357
IDEX,2020-07-09,1.5,1.56,1.43,1.56,5326628,1.56,1.3321333911493078,1.298760084653138,0.033373306496169874,0.009507691998730484,1.56,1.3321333911493078,1.298760084653138,0.033373306496169874,0.009507691998730484
IDEX,2020-07-08,1.27,1.28,1.22,1.24,2562437,1.2399999999999998,1.3179590232801837,1.2944074857899426,0.02355153749024108,0.012316461097032605,1.2399999999999998,1.3179590232801837,1.2944074857899426,0.02355153749024108,0.012316461097032605
IDEX,2020-07-07,1.345,1.37,1.27,1.285,3998227,1.2849999999999997,1.3128884043140014,1.2937106349906875,0.01917776932331372,0.01368872274228883,1.2849999999999997,1.3128884043140014,1.2937106349906875,0.01917776932331372,0.01368872274228883
IDEX,2020-07-06,1.51,1.52,1.38,1.4659,6592428,1.4658999999999998,1.336428649804155,1.3064654027691551,0.02996324703499975,0.016943627600831013,1.4658999999999998,1.336428649804155,1.3064654027691551,0.02996324703499975,0.016943627600831013
IDEX,2020-07-06,1.51,1.52,1.38,1.4659,6592428,1.4659,1.3563473190650543,1.3182753729344032,0.03807194613065135,0.021169291306795082,1.4659,1.3563473190650543,1.3182753729344032,0.03807194613065135,0.021169291306795082
