Symbol,Date,Open,High,Low,Close,Volume,EVOK SMA_x,EVOK spanTwelveEMA_x,EVOK spanTwntySixEMA_x,EVOK_x,EVOK_y,EVOK SMA_y,EVOK spanTwelveEMA_y,EVOK spanTwntySixEMA_y,EVOK_x,EVOK_y
EVOK,2020-07-16,3.5,3.63,3.5,3.61,52266,3.61,3.61,3.61,0.0,0.0,3.61,3.61,3.61,0.0,0.0
EVOK,2020-07-15,3.67,3.73,3.6,3.6773,140675,3.6773,3.6203538461538463,3.614985185185185,0.005368660968660954,0.0010737321937321909,3.6773,3.6203538461538463,3.614985185185185,0.005368660968660954,0.0010737321937321909
EVOK,2020-07-14,3.4,3.4399,3.34,3.34,89402,3.3400000000000007,3.577222485207101,3.594615912208505,-0.017393427001403783,-0.0026196996452950037,3.3400000000000007,3.577222485207101,3.594615912208505,-0.017393427001403783,-0.002619699645295004
EVOK,2020-07-13,3.47,3.53,3.42,3.4302,101558,3.430200000000001,3.554603641329085,3.5824369557486166,-0.02783331441953063,-0.00766242260014213,3.430200000000001,3.554603641329085,3.582436955748616,-0.02783331441953063,-0.007662422600142129
EVOK,2020-07-10,3.56,3.5646,3.46,3.472,96505,3.4720000000000004,3.5418953888169185,3.5742564405079778,-0.032361051691059295,-0.012602148418325562,3.4720000000000004,3.5418953888169185,3.5742564405079778,-0.032361051691059295,-0.012602148418325562
EVOK,2020-07-09,3.62,3.66,3.59,3.6573,40690,3.6573000000000007,3.5596499443835468,3.5804078152851653,-0.02075787090161807,-0.014233292914984066,3.6573000000000007,3.5596499443835468,3.5804078152851653,-0.02075787090161807,-0.014233292914984066
EVOK,2020-07-08,3.61,3.6409,3.52,3.6409,84625,3.6409,3.572149952939924,3.584888717856633,-0.01273876491671011,-0.013934387315329276,3.6409,3.572149952939924,3.5848887178566335,-0.01273876491671011,-0.013934387315329276
EVOK,2020-07-07,3.59,3.59,3.46,3.51,60078,3.51,3.562588421718397,3.5793414054228085,-0.016752983704412028,-0.014498106593145828,3.51,3.562588421718397,3.5793414054228085,-0.016752983704412028,-0.014498106593145828
EVOK,2020-07-06,3.76,3.79,3.69,3.69,152333,3.69,3.5821902029924897,3.587538338354453,-0.005348135361963102,-0.012668112346909285,3.69,3.5821902029924897,3.587538338354453,-0.005348135361963102,-0.012668112346909283
EVOK,2020-07-06,3.76,3.79,3.69,3.69,152333,3.6900000000000013,3.598776325609029,3.5951280910689376,0.003648234540091888,-0.00940484296950905,3.690000000000001,3.5987763256090295,3.5951280910689376,0.003648234540091888,-0.00940484296950905
