Symbol,Date,Open,High,Low,Close,Volume,OCX SMA_x,OCX spanTwelveEMA_x,OCX spanTwntySixEMA_x,OCX_x,OCX_y,OCX SMA_y,OCX spanTwelveEMA_y,OCX spanTwntySixEMA_y,OCX_x,OCX_y
OCX,2020-07-16,1.3,1.32,1.28,1.306,76345,1.306,1.306,1.306,0.0,0.0,1.306,1.306,1.306,0.0,0.0
OCX,2020-07-15,1.28,1.28,1.25,1.26,24463,1.2599999999999998,1.2989230769230768,1.3025925925925923,-0.003669515669515677,-0.0007339031339031356,1.2599999999999998,1.2989230769230768,1.3025925925925923,-0.003669515669515677,-0.0007339031339031355
OCX,2020-07-14,1.26,1.27,1.22,1.23,123369,1.2299999999999998,1.288319526627219,1.29721536351166,-0.008895836884440955,-0.0023662898840106994,1.2299999999999998,1.288319526627219,1.29721536351166,-0.008895836884440955,-0.0023662898840106994
OCX,2020-07-13,1.29,1.31,1.25,1.2825,103513,1.2824999999999998,1.287424214838416,1.2961253365848702,-0.008701121746454099,-0.0036332562564993795,1.2824999999999998,1.287424214838416,1.2961253365848702,-0.008701121746454099,-0.0036332562564993795
OCX,2020-07-10,1.31,1.32,1.28,1.29,135718,1.2899999999999998,1.2878204894786598,1.295671607948954,-0.007851118470294072,-0.004476828699258318,1.2899999999999998,1.2878204894786598,1.295671607948954,-0.007851118470294072,-0.004476828699258318
OCX,2020-07-09,1.3,1.37,1.2819,1.34,189205,1.34,1.295848106481943,1.2989551925453275,-0.003107086063384612,-0.004202880172083577,1.34,1.295848106481943,1.2989551925453275,-0.003107086063384612,-0.004202880172083577
OCX,2020-07-08,1.28,1.3,1.24,1.265,113661,1.2649999999999997,1.2911022439462594,1.2964399930975254,-0.005337749151266058,-0.004429853967920074,1.2649999999999997,1.2911022439462594,1.2964399930975254,-0.005337749151266058,-0.004429853967920074
OCX,2020-07-07,1.33,1.35,1.3,1.33,186683,1.3299999999999998,1.2970865141083734,1.2989259195347458,-0.001839405426372398,-0.003911764259610539,1.3299999999999998,1.2970865141083734,1.2989259195347458,-0.001839405426372398,-0.003911764259610539
OCX,2020-07-06,1.59,1.59,1.39,1.4299,533887,1.4299,1.3175193580917006,1.3086277032729128,0.008891654818787842,-0.0013510804439308627,1.4299,1.3175193580917006,1.3086277032729128,0.008891654818787842,-0.0013510804439308627
OCX,2020-07-06,1.59,1.59,1.39,1.4299,533887,1.4299,1.3348086876160543,1.3176108363638082,0.017197851252246155,0.002358705895304541,1.4299,1.3348086876160543,1.3176108363638082,0.017197851252246155,0.0023587058953045406
OCX,2020-07-02,1.7,1.7,1.65,1.668,122412,1.668,1.3860688895212767,1.3435655892257483,0.0425033002955284,0.010387624775349314,1.6680000000000001,1.3860688895212767,1.3435655892257483,0.0425033002955284,0.010387624775349314
OCX,2020-07-01,1.76,1.8,1.702,1.73,482668,1.73,1.4389813680564651,1.3721903603942114,0.06679100766225354,0.02166830135273016,1.7300000000000002,1.4389813680564651,1.3721903603942114,0.06679100766225354,0.02166830135273016
OCX,2020-06-30,1.6,1.83,1.55,1.78,1807321,1.7799999999999998,1.491445772970855,1.402398481846492,0.08904729112436294,0.03514409930705672,1.7800000000000002,1.491445772970855,1.402398481846492,0.08904729112436294,0.03514409930705672
OCX,2020-06-29,3.37,3.42,3.09,3.33,105151,3.3299999999999987,1.7743002694368772,1.5451837794874923,0.2291164899493847,0.07393857743552233,3.33,1.7743002694368772,1.5451837794874923,0.2291164899493847,0.07393857743552232
