Symbol,Date,Open,High,Low,Close,Volume,NGD SMA,NGD spanTwelveEMA,NGD spanTwntySixEMA,NGD_x,NGD_y
NGD,2021-07-07,1.8,1.8,1.79,1.794,24270,1.794,1.8516968189563547,1.9264375866295984,-0.0747407676732434,-0.06974161020201704
NGD,2021-07-06,1.83,1.8382,1.825,1.838,91946,1.838,1.862187149675692,1.9370325935599664,-0.0748454438842742,-0.06849182083421038
NGD,2021-07-06,1.83,1.8382,1.825,1.838,91946,1.838,1.866584813253091,1.9449552010447635,-0.0783703877916728,-0.0669034150716944
NGD,2021-07-02,1.8,1.82,1.8,1.8099,60487,1.8099,1.87178205202638,1.9535116171283449,-0.0817295651019645,-0.06403667189169983
NGD,2021-07-01,1.85,1.85,1.835,1.84,23010,1.84,1.8830333342129948,1.965000546498612,-0.0819672122856174,-0.05961344858913355
NGD,2021-06-30,1.77,1.78,1.7514,1.7608,32953,1.7608,1.890857576797176,1.975000590218501,-0.0841430134213254,-0.054025007665012635
NGD,2021-06-29,1.77,1.77,1.74,1.75,46097,1.75,1.9145044089421168,1.992136637435981,-0.0776322284938644,-0.046495506225934534
NGD,2021-06-28,1.81,1.82,1.8,1.82,17920,1.82,1.944414301477047,2.01150756843086,-0.0670932669538126,-0.03871132565895212
NGD,2021-06-25,1.87,1.88,1.86,1.86,24933,1.86,1.9670350835637829,2.0268281739053284,-0.0597930903415455,-0.031615840335236865
NGD,2021-06-24,1.86,1.88,1.85,1.85,31400,1.85,1.9864960078481069,2.0401744278177545,-0.0536784199696476,-0.02457152783365969
NGD,2021-06-23,1.88,1.88,1.88,1.88,4123,1.88,2.01131346382049,2.055388382043175,-0.0440749182226851,-0.017294804799662705
NGD,2021-06-22,1.91,1.93,1.89,1.92,74993,1.92,2.035188639060579,2.069419452606629,-0.03423081354605,-0.010599776443907088
NGD,2021-06-21,1.89,1.9,1.885,1.8985,58059,1.8985,2.056132027980684,2.0813730088151594,-0.0252409808344755,-0.0046920171683713435
NGD,2021-06-18,1.98,1.99,1.97,1.975,30384,1.975,2.0847923967044446,2.096002849520372,-0.0112104528159275,0.0004452237481547129
NGD,2021-06-17,2.0,2.03,1.98,2.0,346265,2.0,2.1047546506507078,2.105683077482002,-0.0009284268312947,0.0033591428891752875
NGD,2021-06-16,2.14,2.14,2.12,2.1399,48609,2.1399,2.123800950769018,2.1141377236805625,0.0096632270884553,0.004431035319292696
NGD,2021-06-15,2.19,2.19,2.18,2.18,33040,2.18,2.1208738509088394,2.112076741575008,0.0087971093338317,0.0031229873770020327
NGD,2021-06-14,2.12,2.1315,2.11,2.1315,133330,2.1315,2.110123641983173,2.1066428809010085,0.0034807610821649,0.0017044568877947247
NGD,2021-06-11,2.16,2.18,2.16,2.17,65496,2.17,2.10623703143466,2.104654311373089,0.0015827200615707,0.0012603808392022678
NGD,2021-06-10,2.0,2.04,2.0,2.04,414535,2.04,2.09464376442278,2.099426656282936,-0.0047828918601564,0.001179796033610138
NGD,2021-06-09,2.07,2.08,2.07,2.08,67065,2.08,2.1045789943178304,2.104180788785571,0.0003982055322593,0.0026704680070515647
NGD,2021-06-08,2.11,2.12,2.1,2.11,47938,2.11,2.1090479023756177,2.1061152518884168,0.0029326504872009,0.0032385336257496223
NGD,2021-06-07,2.09,2.1,2.07,2.08,71249,2.08,2.108874793716639,2.10580447203949,0.003070321677149,0.0033150044103867956
NGD,2021-06-04,2.1,2.11,2.1,2.11,81211,2.11,2.1141247562105736,2.107868829802649,0.0062559264079244,0.0033761750936962326
NGD,2021-06-03,2.13,2.14,2.1,2.13,226965,2.13,2.114874711885223,2.107698336186861,0.007176375698362,0.002656237265139167
NGD,2021-06-02,2.14,2.17,2.13,2.15,144798,2.15,2.112124659500718,2.10591420308181,0.0062104564189082,0.0015262026568334463
NGD,2021-06-01,2.13,2.14,2.12,2.13,49425,2.13,2.105238233955394,2.1023873393283545,0.0028508946270395,0.00035513921631473975
NGD,2021-06-01,2.13,2.14,2.12,2.13,49425,2.13,2.100736094674557,2.100178326474623,0.0005577681999335,-0.0002687996363664703
NGD,2021-05-28,2.08,2.085,2.07,2.0702,37047,2.0702,2.095415384615385,2.097792592592593,-0.0023772079772079,-0.00047544159544159474
NGD,2021-05-27,2.09,2.1,2.0811,2.1,32578,2.1,2.1,2.1,0.0,0.0
