Symbol,Date,Open,High,Low,Close,Volume,AEG SMA,AEG spanTwelveEMA,AEG spanTwntySixEMA,AEG_x,AEG_y
AEG,2021-07-07,4.02,4.04,4.02,4.03,109699,4.03,4.167491590582129,4.305219884974393,-0.1377282943922635,-0.12974022236036306
AEG,2021-07-06,4.11,4.11,4.1,4.1,44813,4.1,4.192490061597062,4.327237475772344,-0.1347474141752824,-0.12774320435238795
AEG,2021-07-06,4.11,4.11,4.1,4.1,44813,4.1,4.209306436432891,4.345416473834132,-0.1361100374012407,-0.12599215189666432
AEG,2021-07-02,4.14,4.15,4.14,4.15,4619,4.15,4.229180333966145,4.365049791740862,-0.1358694577747172,-0.12346268052052022
AEG,2021-07-01,4.155,4.16,4.15,4.16,14478,4.16,4.243576758323626,4.382253775080131,-0.138677016756505,-0.12036098620697094
AEG,2021-06-30,4.09,4.09,4.09,4.09,14218,4.09,4.258772532564286,4.400034077086541,-0.1412615445222558,-0.11578197856958741
AEG,2021-06-29,4.15,4.155,4.145,4.155,16984,4.155,4.289458447575974,4.424836803253465,-0.1353783556774903,-0.10941208708142029
AEG,2021-06-28,4.21,4.21,4.2,4.2,13566,4.2,4.313905438044333,4.446423747513742,-0.1325183094694084,-0.10292051993240278
AEG,2021-06-25,4.22,4.22,4.21,4.21,14289,4.21,4.334615517688757,4.4661376473148415,-0.1315221296260844,-0.09552107254815136
AEG,2021-06-24,4.18,4.2,4.18,4.19,19065,4.19,4.357272884541258,4.486628659100028,-0.1293557745587703,-0.08652080827866807
AEG,2021-06-23,4.17,4.17,4.1672,4.17,21909,4.17,4.387686136276033,4.510358951828031,-0.122672815551998,-0.07581206670864249
AEG,2021-06-22,4.18,4.19,4.17,4.17,66830,4.17,4.427265433780766,4.537587667974273,-0.1103222341935064,-0.06409687949780359
AEG,2021-06-21,4.22,4.221,4.22,4.221,13739,4.221,4.47404096719545,4.566994681412214,-0.0929537142167635,-0.05254054082387787
AEG,2021-06-18,4.23,4.23,4.21,4.215,123444,4.215,4.520048415776441,4.594674255925191,-0.0746258401487498,-0.04243724747565644
AEG,2021-06-17,4.56,4.57,4.56,4.57,32526,4.57,4.575511764099431,4.625048196399206,-0.0495364322997753,-0.03439009930738309
AEG,2021-06-16,4.49,4.49,4.48,4.48,6709,4.48,4.5765139030266,4.629452052111143,-0.052938149084543,-0.030603516059285248
AEG,2021-06-15,4.49,4.5,4.49,4.5,5237,4.5,4.594061885395072,4.641408216280034,-0.0473463308849622,-0.025019857802971005
AEG,2021-06-14,4.51,4.52,4.51,4.52,21431,4.52,4.611164046375994,4.652720873582437,-0.0415568272064428,-0.019438239532473204
AEG,2021-06-11,4.52,4.53,4.52,4.53,19417,4.53,4.6277393275352665,4.663338543469032,-0.0355992159337654,-0.013908592613980798
AEG,2021-06-10,4.57,4.58,4.57,4.57,9557,4.57,4.64551011435986,4.674005626946554,-0.0284955125866943,-0.008485936784034628
AEG,2021-06-09,4.52,4.53,4.52,4.525,13132,4.525,4.659239226061652,4.682326077102279,-0.0230868510406265,-0.0034835428333696936
AEG,2021-06-08,4.55,4.56,4.55,4.56,29324,4.56,4.683646358072862,4.694912163270461,-0.0112658051975991,0.0014172842184445276
AEG,2021-06-07,4.62,4.62,4.61,4.61,17805,4.61,4.706127514086109,4.705705136332098,0.0004223777540115,0.00458805657245544
AEG,2021-06-04,4.72,4.73,4.72,4.73,20839,4.73,4.723605243919947,4.713361547238666,0.0102436966812815,0.005629476277066413
AEG,2021-06-03,4.74,4.74,4.73,4.7389,13384,4.7389,4.722442560996302,4.712030471017759,0.0104120899785433,0.004475921176012626
AEG,2021-06-02,4.77,4.77,4.77,4.77,12861,4.77,4.719450299359266,4.709880908699179,0.0095693906600873,0.002991878975380162
AEG,2021-06-01,4.74,4.74,4.74,4.74,29473,4.74,4.710259444697315,4.705071381395113,0.0051880633022021,0.0013475010542033702
AEG,2021-06-01,4.74,4.74,4.74,4.74,29473,4.74,4.704852071005917,4.702277091906722,0.0025749790991955,0.0003873604922036833
AEG,2021-05-28,4.71,4.71,4.69,4.69,63844,4.69,4.6984615384615385,4.69925925925926,-0.0007977207977214,-0.00015954415954428925
AEG,2021-05-27,4.69,4.7,4.69,4.7,44600,4.7,4.7,4.7,0.0,0.0
