Symbol,Date,Open,High,Low,Close,Volume,EGLX SMA,EGLX spanTwelveEMA,EGLX spanTwntySixEMA,EGLX_x,EGLX_y
EGLX,2021-07-07,5.89,5.89,5.85,5.85,2871,5.85,5.968740478420413,6.039698055790111,-0.0709575773696977,-0.11208069961391783
EGLX,2021-07-06,6.21,6.21,6.15,6.17,10238,6.17,5.9903296563150334,6.05487390025332,-0.0645442439382861,-0.12236148017497282
EGLX,2021-07-06,6.21,6.21,6.15,6.17,10238,6.17,5.957662321099585,6.045663812273585,-0.0880014911739994,-0.13681578923414447
EGLX,2021-07-02,6.03,6.038,5.91,5.91,5714,5.91,5.919055470390418,6.035716917255471,-0.116661446865053,-0.14901936374918073
EGLX,2021-07-01,6.01,6.01,6.0,6.0,3854,6.0,5.920701919552312,6.045774270635909,-0.1250723510835971,-0.15710884297021263
EGLX,2021-06-30,6.0,6.07,5.98,6.0223,14766,6.0223,5.906284086743641,6.049436212286781,-0.14315212554314,-0.16511796594186648
EGLX,2021-06-29,6.22,6.25,6.16,6.25,41409,6.25,5.885190284333395,6.051607109269723,-0.166416824936328,-0.17060942604154808
EGLX,2021-06-28,5.88,5.94,5.71,5.85,126092,5.85,5.818861245121285,6.0357356780113,-0.2168744328900151,-0.17165757631785308
EGLX,2021-06-25,5.63,5.666,5.61,5.61,3084,5.61,5.813199653325155,6.050594532252204,-0.2373948789270494,-0.16035336217481255
EGLX,2021-06-24,5.78,5.83,5.76,5.76,11675,5.76,5.85014504483882,6.085842094832381,-0.2356970499935604,-0.14109298298675332
EGLX,2021-06-23,5.6056,5.6199,5.5,5.5127,37833,5.5127,5.866535052991334,6.111909462418971,-0.2453744094276375,-0.11744196623505154
EGLX,2021-06-22,5.47,5.47,5.35,5.35,10798,5.35,5.930868698989758,6.159846219412489,-0.2289775204227311,-0.08545885543690504
EGLX,2021-06-21,5.55,5.55,5.43,5.46,9022,5.46,6.036481189715169,6.224633916965488,-0.1881527272503191,-0.04957918919044853
EGLX,2021-06-18,5.56,5.58,5.53,5.58,4254,5.58,6.141295951481564,6.285804630322727,-0.1445086788411629,-0.01493580467548087
EGLX,2021-06-17,5.62,5.73,5.55,5.67,6231,5.67,6.2433497608418485,6.342269000748545,-0.0989192399066967,0.017457413865939644
EGLX,2021-06-16,5.73,5.83,5.73,5.83,4821,5.83,6.347595171904003,6.396050520808429,-0.0484553489044259,0.04655157730909873
EGLX,2021-06-15,6.05,6.1,6.02,6.02,41862,6.02,6.441703384977458,6.441334562473103,0.0003688225043552,0.07030330886247989
EGLX,2021-06-14,6.31,6.34,6.2601,6.2601,37780,6.2601,6.518376727700633,6.475041327470951,0.0433354002296821,0.08778693045201105
EGLX,2021-06-11,6.09,6.25,6.09,6.2,110185,6.2,6.565336132737111,6.492236633668627,0.0730994990684843,0.09889981300759325
EGLX,2021-06-10,6.5,6.64,6.5,6.6,38978,6.6,6.631760884143858,6.5156155643621165,0.1161453197817419,0.10534989149237048
EGLX,2021-06-09,6.72,6.72,6.68,6.7086,1372,6.7086,6.637535590351833,6.508864809511086,0.1286707808407472,0.10265103442002783
EGLX,2021-06-08,6.85,6.91,6.79,6.91,4330,6.91,6.624614788597621,6.4928859942719725,0.1317287943256486,0.09614609781484798
EGLX,2021-06-07,6.64,6.64,6.61,6.61,7776,6.61,6.572726568342644,6.45951687381373,0.1132096945289138,0.0872504236871478
EGLX,2021-06-04,6.45,6.5,6.44,6.5,2937,6.5,6.565949580768579,6.447478223718829,0.1184713570497502,0.08076060597670606
EGLX,2021-06-03,6.68,6.68,6.68,6.68,2679,6.68,6.577940413635593,6.443276481616334,0.1346639320192588,0.07133291820844502
EGLX,2021-06-02,6.98,6.98,6.98,6.98,984,6.98,6.5593841252057015,6.424338600145641,0.1350455250600601,0.05550016475574156
EGLX,2021-06-01,6.88,6.88,6.88,6.88,2502,6.88,6.4829085116067375,6.379885688157293,0.1030228234494448,0.035613824679661905
EGLX,2021-06-01,6.88,6.88,6.88,6.88,2502,6.88,6.410710059171598,6.3398765432098765,0.0708335159617217,0.01876157498721618
EGLX,2021-05-28,6.55,6.63,6.55,6.63,2193,6.63,6.325384615384616,6.296666666666667,0.0287179487179489,0.005743589743589794
EGLX,2021-05-27,6.27,6.27,6.27,6.27,1722,6.27,6.27,6.27,0.0,0.0
