Symbol,Date,Open,High,Low,Close,Volume,HBM SMA,HBM spanTwelveEMA,HBM spanTwntySixEMA,HBM_x,HBM_y
HBM,2021-07-07,6.4,6.55,6.4,6.52,55490,6.52,6.641138710047642,6.786473620116256,-0.1453349100686143,-0.19092679534212534
HBM,2021-07-06,6.73,6.77,6.73,6.75,10191,6.75,6.663163930056305,6.807791509725556,-0.1446275796692511,-0.20232476666050306
HBM,2021-07-06,6.73,6.77,6.73,6.75,10191,6.75,6.647375553702906,6.8124148305036005,-0.1650392768006945,-0.216749063408316
HBM,2021-07-02,6.7,6.76,6.67,6.68,32250,6.68,6.628716563467071,6.817408016943888,-0.1886914534768173,-0.22967651006022136
HBM,2021-07-01,6.69,6.73,6.69,6.72,8983,6.72,6.619392302279265,6.828400658299399,-0.2090083560201341,-0.23992277420607233
HBM,2021-06-30,6.43,6.48,6.43,6.48,16005,6.48,6.601099993602768,6.837072710963351,-0.2359727173605836,-0.24765137875255686
HBM,2021-06-29,6.53,6.55,6.5,6.51,22726,6.51,6.623118174257816,6.86563852784042,-0.2425203535826039,-0.25057104410055014
HBM,2021-06-28,6.72,6.72,6.6792,6.68,16797,6.68,6.643685115031964,6.894089610067653,-0.2504044950356894,-0.25258371673003666
HBM,2021-06-25,6.65,6.71,6.63,6.7099,42672,6.7099,6.6370824086741385,6.911216778873066,-0.2741343701989276,-0.25312852215362347
HBM,2021-06-24,6.62,6.67,6.6,6.6183,26166,6.6183,6.623842846614891,6.927322121182911,-0.3034792745680201,-0.24787706014229743
HBM,2021-06-23,6.44,6.49,6.3999,6.46,91551,6.46,6.624850636908507,6.952043890877544,-0.3271932539690372,-0.2339765065358667
HBM,2021-06-22,6.24,6.25,6.21,6.23,21492,6.23,6.65482347998278,6.991407402147748,-0.3365839221649676,-0.21067231967757408
HBM,2021-06-21,6.13,6.13,6.12,6.12,12854,6.12,6.732064112706922,7.052319994319568,-0.3202558816126455,-0.1791944190557257
HBM,2021-06-18,6.11,6.11,6.04,6.07,22269,6.07,6.843348496835453,7.126905593865134,-0.2835570970296803,-0.14392905341649576
HBM,2021-06-17,6.43,6.43,6.3,6.35,142160,6.35,6.9839573144418985,7.211458041374344,-0.2275007269324458,-0.10902204251319958
HBM,2021-06-16,6.51,6.51,6.37,6.45,64952,6.45,7.099222280704062,7.280374684684292,-0.1811524039802297,-0.07940237140838802
HBM,2021-06-15,6.82,6.83,6.74,6.75,46442,6.75,7.217262695377528,7.346804659459035,-0.1295419640815067,-0.053964863265427584
HBM,2021-06-14,7.13,7.2,7.06,7.11,26880,7.11,7.302219549082533,7.394549032215758,-0.0923294831332244,-0.035070588061407795
HBM,2021-06-11,7.2,7.24,7.17,7.18,30737,7.18,7.33716855800663,7.417312954793019,-0.0801443967863884,-0.020755864293453642
HBM,2021-06-10,7.05,7.07,6.97,7.0,47445,7.0,7.365744659462381,7.436297991176461,-0.0705533317140796,-0.005908731170219948
HBM,2021-06-09,7.11,7.11,6.97,7.08,58608,7.08,7.432243688455542,7.471201830470577,-0.0389581420150353,0.010252418965744973
HBM,2021-06-08,7.25,7.26,7.11,7.18,39876,7.18,7.496287995447458,7.502497976908224,-0.0062099814607652,0.02255505921094005
HBM,2021-06-07,7.49,7.52,7.46,7.47,32001,7.47,7.553794903710632,7.528297815060881,0.0254970886497512,0.02974631937886637
HBM,2021-06-04,7.5,7.61,7.5,7.61,16878,7.61,7.569030340748929,7.532961640265752,0.0360687004831774,0.030808627061145382
HBM,2021-06-03,7.42,7.42,7.2427,7.28,151053,7.28,7.56158131179419,7.526798571487012,0.034782740307178,0.029493608705637362
HBM,2021-06-02,7.78,7.782,7.7,7.77,39349,7.77,7.612777913938588,7.546542457205973,0.0662354567326151,0.028171325805252175
HBM,2021-06-01,7.68,7.82,7.68,7.81,29010,7.81,7.58419208010924,7.528665853782451,0.0555262263267888,0.018655293073411443
HBM,2021-06-01,7.68,7.82,7.68,7.81,29010,7.81,7.543136094674557,7.506159122085047,0.0369769725895094,0.009437559760067096
HBM,2021-05-28,7.75,7.77,7.63,7.63,47371,7.63,7.494615384615384,7.481851851851851,0.0127635327635333,0.0025527065527064965
HBM,2021-05-27,7.42,7.5,7.42,7.47,29707,7.47,7.47,7.47,0.0,0.0
