Symbol,Date,Open,High,Low,Close,Volume,HBM SMA,HBM spanTwelveEMA,HBM spanTwntySixEMA,HBM_x,HBM_y
HBM,2021-07-28,7.05,7.08,7.0,7.0,34539,7.0,6.718329987758706,6.6387296369856665,0.0796003507730391,0.0557960871838538
HBM,2021-07-27,6.89,6.92,6.84,6.87,37343,6.87,6.667117258260288,6.60982800794452,0.057289250315768,0.049845021286557455
HBM,2021-07-26,6.79,6.85,6.79,6.85,41586,6.85,6.630229487034885,6.589014248580082,0.0412152384548036,0.04798396402925481
HBM,2021-07-23,6.73,6.7399,6.69,6.73,9975,6.73,6.590271211950319,6.568135388466488,0.0221358234838309,0.049676145422867586
HBM,2021-07-22,6.56,6.65,6.56,6.62,20103,6.62,6.564865977759467,6.555186219543807,0.0096797582156602,0.05656122590762675
HBM,2021-07-21,6.31,6.41,6.31,6.4,35123,6.4,6.55484161007937,6.550001117107311,0.0048404929720584,0.06828159283061837
HBM,2021-07-20,6.0,6.02,5.99,6.01,12049,6.01,6.5829946300938005,6.562001206475896,0.0209934236179041,0.08414186779525835
HBM,2021-07-19,6.27,6.31,6.1604,6.2,65687,6.2,6.687175471929038,6.606161302993968,0.08101416893507,0.0999289788395969
HBM,2021-07-16,7.02,7.05,7.02,7.05,15339,7.05,6.77575283046159,6.638654207233486,0.1370986232281037,0.1046576813157286
HBM,2021-07-15,6.79,6.79,6.78,6.78,17067,6.78,6.725889708727333,6.605746543812165,0.1201431649151683,0.0965474458376348
HBM,2021-07-14,6.95,7.02,6.95,7.02,49767,7.02,6.716051473950484,6.591806267317137,0.124245206633347,0.09064851606825142
HBM,2021-07-13,6.73,6.83,6.72,6.82,31362,6.82,6.660788105577845,6.557550768702509,0.1032373368753365,0.0822493434269775
HBM,2021-07-12,6.76,6.83,6.76,6.82,32939,6.82,6.63184048841018,6.5365548301987095,0.0952856582114707,0.07700234506488773
HBM,2021-07-09,6.74,6.7585,6.72,6.72,20796,6.72,6.5976296681211215,6.5138792166146064,0.083750451506515,0.07243151677824197
HBM,2021-07-08,6.54,6.595,6.5,6.55,28327,6.55,6.575380516870416,6.497389553943775,0.0779909629266404,0.0696017830961737
HBM,2021-07-07,6.4,6.55,6.4,6.52,55290,6.52,6.5799951563014005,6.493180718259278,0.0868144380421229,0.06750448813855701
HBM,2021-07-06,6.73,6.77,6.73,6.75,10191,6.75,6.590903366538019,6.491035175720019,0.0998681908179994,0.06267700066266552
HBM,2021-07-06,6.73,6.77,6.73,6.75,10191,6.75,6.561976705908568,6.47031798977762,0.0916587161309472,0.05337920312383202
HBM,2021-07-02,6.7,6.76,6.67,6.68,32250,6.68,6.527790652437398,6.44794342895983,0.079847223477568,0.04380932487205322
HBM,2021-07-01,6.69,6.73,6.69,6.72,8983,6.72,6.500116225607833,6.429378903276616,0.0707373223312171,0.034799850220674514
HBM,2021-06-30,6.43,6.48,6.43,6.48,16005,6.48,6.46013735753653,6.406129215538746,0.0540081419977838,0.02581548219303887
HBM,2021-06-29,6.53,6.55,6.5,6.51,22726,6.51,6.456525967997717,6.400219552781846,0.0563064152158707,0.018767317241852634
HBM,2021-06-28,6.72,6.72,6.6792,6.68,16797,6.68,6.446803416724574,6.3914371170043935,0.0553662997201804,0.0093825427483481
HBM,2021-06-25,6.65,6.71,6.63,6.7099,42672,6.7099,6.4044040379472245,6.368352086364745,0.036051951582479,-0.0021133964946099945
HBM,2021-06-24,6.62,6.67,6.6,6.6183,26166,6.6183,6.348859317573992,6.341028253273925,0.0078310643000669,-0.011654733513882265
HBM,2021-06-23,6.44,6.49,6.3999,6.46,91551,6.46,6.299870102587445,6.318846513535839,-0.0189764109483947,-0.016526182967369574
HBM,2021-06-22,6.24,6.25,6.21,6.23,21492,6.23,6.270755575785162,6.307554234618707,-0.0367986588335451,-0.01591362597211328
HBM,2021-06-21,6.13,6.13,6.12,6.12,12854,6.12,6.278165680473373,6.313758573388204,-0.0355928929148303,-0.01069236775675531
HBM,2021-06-18,6.11,6.11,6.04,6.07,22269,6.07,6.306923076923077,6.32925925925926,-0.0223361823361827,-0.004467236467236547
HBM,2021-06-17,6.43,6.43,6.3,6.35,142160,6.35,6.35,6.35,0.0,0.0
