Symbol,Date,Open,High,Low,Close,Volume,ADAP SMA,ADAP spanTwelveEMA,ADAP spanTwntySixEMA,ADAP_x,ADAP_y
ADAP,2021-07-28,3.55,3.5812,3.55,3.5812,2779,3.5812,3.7676428681528247,3.889704680918259,-0.1220618127654344,-0.08135036480085214
ADAP,2021-07-27,3.51,3.51,3.51,3.51,3571,3.51,3.8015415714533383,3.91438505539172,-0.1128434839383811,-0.07117250280970655
ADAP,2021-07-26,3.59,3.61,3.59,3.6,3526,3.6,3.8545491298994,3.9467358598230575,-0.0921867299236574,-0.06075475752753777
ADAP,2021-07-23,3.83,3.84,3.81,3.81,6014,3.81,3.900830789881109,3.9744747286089024,-0.0736439387277934,-0.05289676442850785
ADAP,2021-07-22,3.98,3.98,3.98,3.98,4292,3.98,3.917345478950401,3.9876327068976143,-0.0702872279472131,-0.04770997085368646
ADAP,2021-07-21,3.95,3.95,3.95,3.95,4503,3.95,3.905953747850474,3.988243323449424,-0.0822895755989496,-0.0420656565803048
ADAP,2021-07-20,3.67,3.6869,3.67,3.6869,2966,3.6869,3.897945338368742,3.991302789325377,-0.0933574509566352,-0.032009676825643464
ADAP,2021-07-19,3.65,3.65,3.65,3.65,5036,3.65,3.9363172180721495,4.015655012471408,-0.0793377943992581,-0.01667273329289551
ADAP,2021-07-16,3.79,3.83,3.79,3.8,15297,3.8,3.988374894085268,4.0449074134691205,-0.056532519383853,-0.001006468016304848
ADAP,2021-07-15,3.72,3.72,3.72,3.72,3152,3.72,4.022624874828043,4.06450000654665,-0.0418751317186067,0.012875044825582096
ADAP,2021-07-14,3.88,3.9,3.88,3.9,1951,3.9,4.0776475793422335,4.092060007070383,-0.0144124277281489,0.026562588961629316
ADAP,2021-07-13,3.94,3.94,3.94,3.94,2229,3.94,4.10994713922264,4.107424807636013,0.0025223315866265,0.03680634313407411
ADAP,2021-07-12,4.13,4.13,4.1,4.11,5522,4.11,4.140846619081302,4.120818792246895,0.0200278268344069,0.04537734602093601
ADAP,2021-07-09,4.07,4.07,4.07,4.07,3648,4.07,4.146455095277902,4.121684295626646,0.0247707996512556,0.05171472581756827
ADAP,2021-07-08,3.89,3.89,3.87,3.87,5712,3.87,4.160356021692065,4.125819039276777,0.0345369824152879,0.05845070735914643
ADAP,2021-07-07,4.17,4.17,4.17,4.17,2005,4.17,4.213148025636078,4.146284562418919,0.0668634632171585,0.06442913859511105
ADAP,2021-07-06,4.27,4.275,4.21,4.2384,8010,4.2384,4.2209931212062735,4.144387327412432,0.0766057937938411,0.06382055743959919
ADAP,2021-07-06,4.27,4.275,4.21,4.2384,8010,4.2384,4.217828234152869,4.136866313605426,0.0809619205474421,0.060624248351038704
ADAP,2021-07-02,4.37,4.37,4.301,4.301,4398,4.301,4.214087913089753,4.128743618693861,0.0853442943958926,0.055539830301937626
ADAP,2021-07-01,4.27,4.27,4.27,4.27,2386,4.27,4.198285715469709,4.114963108189369,0.0833226072803396,0.048088714278448866
ADAP,2021-06-30,4.4,4.4,4.39,4.39,6200,4.39,4.185246754646019,4.102560156844518,0.0826865978015005,0.03928024102797615
ADAP,2021-06-29,4.38,4.38,4.3,4.33,12007,4.33,4.148018891854386,4.07956496939208,0.0684539224623064,0.02842865183459504
ADAP,2021-06-28,4.35,4.354,4.33,4.354,4866,4.354,4.114931417646093,4.059530166943446,0.0554012507026469,0.018422334177667195
ADAP,2021-06-25,4.32,4.35,4.32,4.35,2865,4.35,4.071464402672656,4.035972580298922,0.0354918223737339,0.009177605046422269
ADAP,2021-06-24,4.15,4.2,4.15,4.195,8560,4.195,4.020821566794957,4.010850386722836,0.0099711800721218,0.002599050714594351
ADAP,2021-06-23,3.9,3.9,3.898,3.898,22432,3.898,3.9891527607576767,3.996118417660663,-0.0069656569029858,0.0007560183752124802
ADAP,2021-06-22,3.91,3.95,3.91,3.95,6448,3.95,4.005725989986345,4.003967891073516,0.0017580989128296,0.002686437194762185
ADAP,2021-06-21,3.99,4.01,3.99,4.01,15823,4.01,4.01585798816568,4.008285322359397,0.0075726658062835,0.002918521765245323
ADAP,2021-06-18,4.16,4.19,4.11,4.11,12974,4.11,4.016923076923077,4.008148148148148,0.0087749287749288,0.0017549857549857607
ADAP,2021-06-17,4.0,4.0,3.96,4.0,25227,4.0,4.0,4.0,0.0,0.0
