Symbol,Date,Open,High,Low,Close,Volume,ENDP SMA,ENDP spanTwelveEMA,ENDP spanTwntySixEMA,ENDP_x,ENDP_y
ENDP,2021-08-20,2.46,2.49,2.4,2.415,562489,2.415,3.805315434714123,4.043327650139906,-0.2380122154257828,-0.02923859727903474
ENDP,2021-08-19,3.7,3.73,3.6,3.61,76175,3.61,4.0581000592076,4.173593862151098,-0.1154938029434982,0.022954807257652296
ENDP,2021-08-18,3.78,3.806,3.76,3.76,38791,3.76,4.139572797245346,4.2186813711231865,-0.0791085738778401,0.05756695980793992
ENDP,2021-08-17,3.76,3.76,3.71,3.71,52855,3.71,4.208586033108136,4.255375880813041,-0.0467898477049049,0.09173584322938491
ENDP,2021-08-16,3.89,3.915,3.88,3.89,33579,3.89,4.299238039127797,4.299005951278085,0.0002320878497119,0.12636726596295736
ENDP,2021-08-13,4.16,4.16,4.1301,4.1301,16624,4.1301,4.373644955332851,4.331726427380331,0.0419185279525198,0.1579010604912687
ENDP,2021-08-12,3.91,3.945,3.86,3.89,62911,3.89,4.41792585630246,4.347856541570757,0.070069314731703,0.1868966936259559
ENDP,2021-08-11,4.37,4.37,4.11,4.13,193217,4.13,4.513912375630181,4.384485064896418,0.1294273107337629,0.2161035383495191
ENDP,2021-08-10,4.41,4.41,4.37,4.39,25804,4.39,4.583714625744759,4.404843870088132,0.1788707556566269,0.23777259525345812
ENDP,2021-08-09,4.31,4.315,4.28,4.28,55021,4.28,4.618935466789261,4.406031379695182,0.2129040870940786,0.2524980551526659
ENDP,2021-08-06,4.75,4.8346,4.73,4.75,155750,4.75,4.680560097114581,4.416113890070797,0.2644462070437843,0.26239654716731264
ENDP,2021-08-05,4.55,4.5981,4.55,4.59,66212,4.59,4.667934660226322,4.38940300127646,0.2785316589498618,0.26188413219819473
ENDP,2021-08-04,4.66,4.69,4.6,4.6429,62397,4.6429,4.682104598449291,4.373355241378578,0.3087493570707131,0.2577222505102779
ENDP,2021-08-03,4.98,4.98,4.89,4.9,71943,4.9,4.6892327072582525,4.351791660688864,0.3374410465693884,0.2449654738701691
ENDP,2021-08-02,5.11,5.15,5.07,5.07,38242,5.07,4.650911381305207,4.307934993543973,0.3429763877612339,0.22184658069536423
ENDP,2021-07-30,4.99,4.99,4.94,4.94,50355,4.94,4.574713450633426,4.246969793027491,0.3277436576059349,0.19156412892889674
ENDP,2021-07-29,5.24,5.25,5.205,5.22,44511,5.22,4.508297714384957,4.19152737646969,0.3167703379152673,0.1575192467596372
ENDP,2021-07-28,4.92,4.94,4.885,4.93,32556,4.93,4.378897298818586,4.109249566587265,0.2696477322313209,0.11770647397072967
ENDP,2021-07-27,5.0,5.03,4.99,5.0199,54907,5.0199,4.278696807694693,4.043589531914247,0.2351072757804466,0.07972115940558186
ENDP,2021-07-26,4.95,4.95,4.9074,4.94,51342,4.94,4.14393259091191,3.9654846944673863,0.1784478964445233,0.04087463031186565
ENDP,2021-07-23,4.86,4.88,4.7,4.7221,117625,4.7221,3.9991930619868015,3.8875234700247776,0.1116695919620247,0.00648131377870112
ENDP,2021-07-22,4.59,4.6,4.42,4.4843,393773,4.4843,3.8677554368934937,3.82075734762676,0.0469980892667338,-0.019815755767129566
ENDP,2021-07-21,4.26,4.46,4.26,4.419,326708,4.419,3.755656425419583,3.7676739354369007,-0.0120175100173174,-0.03651921702559542
ENDP,2021-07-20,3.5,3.55,3.45,3.55,88508,3.55,3.635048502768599,3.715567850271853,-0.0805193475032544,-0.042644643777664915
ENDP,2021-07-19,3.48,3.48,3.4,3.4233,88735,3.4233,3.650511866908344,3.728813278293601,-0.0783014113852571,-0.033175967846267654
ENDP,2021-07-16,3.37,3.4,3.36,3.39,111108,3.39,3.6918231154371344,3.753254340557089,-0.0614312251199549,-0.02189460696152028
ENDP,2021-07-15,3.58,3.6,3.58,3.6,21104,3.6,3.746700045516613,3.782314687801656,-0.0356146422850427,-0.012010452421911733
ENDP,2021-07-14,3.62,3.65,3.61,3.61,30896,3.61,3.773372781065088,3.796899862825789,-0.0235270817607,-0.00610940495612887
ENDP,2021-07-13,3.67,3.71,3.63,3.71,45156,3.71,3.803076923076923,3.811851851851852,-0.0087749287749288,-0.0017549857549858496
ENDP,2021-07-12,3.76,3.84,3.76,3.82,40993,3.82,3.82,3.82,0.0,0.0
