Symbol,Date,Open,High,Low,Close,Volume,ADAP SMA,ADAP spanTwelveEMA,ADAP spanTwntySixEMA,ADAP_x,ADAP_y
ADAP,2021-08-20,3.752,3.77,3.75,3.75,1920,3.75,3.7551388861915793,3.7588515571966057,-0.0037126710050263,-0.044893664569403594
ADAP,2021-08-19,3.87,3.87,3.87,3.87,3562,3.87,3.756073229135503,3.759559681772334,-0.0034864526368312,-0.055188912960497896
ADAP,2021-08-18,3.82,3.82,3.79,3.79,4168,3.79,3.7353592707965033,3.7507244563141207,-0.0153651855176173,-0.06811452804141456
ADAP,2021-08-17,3.95,3.95,3.93,3.95,12417,3.95,3.725424592759504,3.7475824128192494,-0.0221578200597463,-0.08130186367236386
ADAP,2021-08-16,3.95,3.95,3.89,3.89,15966,3.89,3.684592700533959,3.73138900584479,-0.0467963053108309,-0.09608787457551847
ADAP,2021-08-13,3.84,3.84,3.8,3.84,14180,3.84,3.6472459188128608,3.7187001263123736,-0.0714542074995128,-0.10841076689169035
ADAP,2021-08-12,3.69,3.735,3.69,3.725,8130,3.725,3.612199722233381,3.708996136417364,-0.0967964141839825,-0.11764990673973473
ADAP,2021-08-11,3.55,3.6,3.55,3.6,12832,3.6,3.591690580821268,3.7077158273307527,-0.1160252465094844,-0.12286327987867265
ADAP,2021-08-10,3.55,3.59,3.54,3.54,21012,3.54,3.5901797773342263,3.7163330935172127,-0.1261533161829864,-0.1245727882209696
ADAP,2021-08-09,3.47,3.58,3.47,3.56,11369,3.56,3.5993033732131767,3.7304397409985897,-0.1311363677854129,-0.12417765623046538
ADAP,2021-08-06,3.5,3.535,3.5,3.51,2267,3.51,3.606449441070118,3.744074920278477,-0.1376254792083591,-0.12243797834172848
ADAP,2021-08-05,3.46,3.46,3.46,3.46,7977,3.46,3.6239857030828655,3.762800913900755,-0.138815210817889,-0.11864110312507083
ADAP,2021-08-04,3.49,3.49,3.47,3.47,3283,3.47,3.6538012854615696,3.787024987012816,-0.1332237015512465,-0.11359757620186614
ADAP,2021-08-03,3.58,3.6,3.58,3.6,8000,3.6,3.687219701000037,3.812386985973841,-0.1251672849738048,-0.10869104486452105
ADAP,2021-08-02,3.655,3.655,3.58,3.58,12553,3.58,3.703077828454589,3.829377944851749,-0.12630011639716,-0.10457198483720033
ADAP,2021-07-30,3.57,3.58,3.5068,3.57,9725,3.57,3.725455615446332,3.8493281804398887,-0.1238725649935563,-0.09913995194721041
ADAP,2021-07-29,3.69,3.7,3.69,3.7,4502,3.7,3.7537202728002113,3.87167443487508,-0.1179541620748683,-0.0929567986856238
ADAP,2021-07-28,3.55,3.5812,3.55,3.5812,2779,3.5812,3.763487595127522,3.885408389665086,-0.1219207945375639,-0.08670745783831256
ADAP,2021-07-27,3.51,3.51,3.51,3.51,3571,3.51,3.796630794241616,3.9097450608382927,-0.1131142665966762,-0.07790412366349969
ADAP,2021-07-26,3.59,3.61,3.59,3.6,3526,3.6,3.8487454841037287,3.941724665705357,-0.0929791816016276,-0.06910158793020543
ADAP,2021-07-23,3.83,3.84,3.81,3.81,6014,3.81,3.8939719357589526,3.969062638961785,-0.0750907032028322,-0.06313218951234977
ADAP,2021-07-22,3.98,3.98,3.98,3.98,4292,3.98,3.909239560442398,3.981787650078728,-0.0725480896363293,-0.060142561089729124
ADAP,2021-07-21,3.95,3.95,3.95,3.95,4503,3.95,3.89637402597738,3.9819306620850257,-0.085556636107646,-0.05704117895307896
ADAP,2021-07-20,3.67,3.6869,3.67,3.6869,2966,3.6869,3.8866238488823575,3.984485115051828,-0.09786126616947,-0.049912314664437296
ADAP,2021-07-19,3.65,3.65,3.65,3.65,5036,3.65,3.9229372759518766,4.008291924255974,-0.0853546483040972,-0.03792507678817901
ADAP,2021-07-16,3.79,3.83,3.79,3.8,15297,3.8,3.972562235215854,4.036955278196452,-0.0643930429805976,-0.026067683909199457
ADAP,2021-07-15,3.72,3.72,3.72,3.72,3152,3.72,4.003937187073282,4.055911700452167,-0.0519745133788855,-0.01648634414134968
ADAP,2021-07-14,3.88,3.9,3.88,3.9,1951,3.9,4.055562130177515,4.0827846364883404,-0.0272225063108253,-0.007614301831965698
ADAP,2021-07-13,3.94,3.94,3.94,3.94,2229,3.94,4.083846153846154,4.097407407407408,-0.0135612535612539,-0.0027122507122507855
ADAP,2021-07-12,4.13,4.13,4.1,4.11,5522,4.11,4.11,4.11,0.0,0.0
