Symbol,Date,Open,High,Low,Close,Volume,REI SMA,REI spanTwelveEMA_x,REI spanTwntySixEMA_x,REI_x,REI_y,REI spanTwelveEMA_y,REI spanTwntySixEMA_y,REI
REI,2020-11-13,0.5097,0.5125,0.5005,0.5041,38220,0.5041,0.5405310388412705,0.5873036048798361,-0.04677256603856561,-0.0467567509940567,0.5405310388412705,0.5873036048798361,-0.04677256603856561
REI,2020-11-12,0.5479999999999999,0.55,0.5322,0.5399,80257,0.5399,0.5471548640851379,0.5939598932702229,-0.046805029185085,-0.04675279723292946,0.5471548640851379,0.5939598932702229,-0.046805029185085
REI,2020-11-11,0.55,0.5501,0.5312,0.5403,101903,0.5403,0.5484739302824356,0.5982846847318407,-0.04981075444940508,-0.04673973924489057,0.5484739302824356,0.5982846847318407,-0.04981075444940508
REI,2020-11-10,0.5854,0.5854,0.5207,0.5496989999999999,301019,0.5496989999999999,0.5499600994246967,0.602923459510388,-0.05296336008569125,-0.04597198544376194,0.5499600994246967,0.602923459510388,-0.05296336008569125
REI,2020-11-09,0.54,0.56,0.5218,0.53,222595,0.53,0.5500075720473689,0.607181416271219,-0.05717384422385007,-0.0442241417832796,0.5500075720473689,0.607181416271219,-0.05717384422385008
REI,2020-11-06,0.4875,0.5,0.482,0.4965,106601,0.4965,0.5536453124196179,0.6133559295729166,-0.05971061715329873,-0.04098671617313698,0.5536453124196179,0.6133559295729166,-0.05971061715329873
REI,2020-11-05,0.4701,0.4964,0.4701,0.4794,113702,0.4794,0.5640353692231849,0.6227044039387499,-0.05866903471556506,-0.03630574092809655,0.5640353692231849,0.6227044039387499,-0.05866903471556506
REI,2020-11-04,0.5175,0.5175,0.4301100000000001,0.4789,193771,0.4789,0.5794236181728548,0.6341687562538498,-0.05474513808099502,-0.03071491748122942,0.5794236181728548,0.6341687562538498,-0.054745138080995015
REI,2020-11-03,0.5,0.515,0.485,0.5144,140518,0.5143999999999999,0.5977006396588284,0.6465902567541578,-0.04888961709532946,-0.02470736233128801,0.5977006396588284,0.6465902567541578,-0.04888961709532946
REI,2020-11-02,0.52,0.52,0.48,0.49,200970,0.49,0.6128462105058882,0.6571654772944904,-0.04431926678860221,-0.01866179864027765,0.6128462105058882,0.6571654772944904,-0.04431926678860221
REI,2020-10-30,0.54,0.54,0.506,0.51,114113,0.51,0.6351818851433224,0.6705387154780497,-0.03535683033472725,-0.012247431603196513,0.6351818851433224,0.6705387154780497,-0.03535683033472725
REI,2020-10-29,0.56,0.569453,0.552,0.561365,110729,0.5613650000000001,0.6579422278966538,0.6833818127162936,-0.025439584819639816,-0.006470081920313828,0.6579422278966538,0.6833818127162936,-0.025439584819639816
REI,2020-10-28,0.5811,0.61,0.5811,0.5822,124855,0.5822000000000002,0.6755017238778636,0.6931431577335971,-0.017641433855733583,-0.0017277061954823296,0.6755017238778636,0.6931431577335971,-0.01764143385573358
REI,2020-10-27,0.6,0.6099,0.5529999999999999,0.59,1031146,0.5900000000000001,0.6924656736738388,0.7020186103522851,-0.009552936678446144,0.0022507257195804827,0.6924656736738388,0.702018610352285,-0.009552936678446144
REI,2020-10-26,0.72,0.72,0.685,0.6851,49321,0.6851000000000002,0.7110957961599913,0.7109800991804678,0.0001156969795235163,0.005201641319087167,0.7110957961599913,0.7109800991804678,0.00011569697952351632
REI,2020-10-23,0.7333,0.76,0.73,0.735,89789,0.7350000000000001,0.7158223045527171,0.7130505071149053,0.002771797437811752,0.00647312740397808,0.715822304552717,0.7130505071149053,0.0027717974378117516
REI,2020-10-22,0.7269,0.73,0.691,0.696451,251418,0.696451,0.7123354508350291,0.7112945476840977,0.001040903150931416,0.007398459895519635,0.7123354508350291,0.7112945476840977,0.001040903150931416
REI,2020-10-21,0.69,0.6986,0.6821,0.6940000000000001,29468,0.6940000000000001,0.7152235328050345,0.7124820314988255,0.002741501306208982,0.008987849081666688,0.7152235328050345,0.7124820314988255,0.002741501306208982
REI,2020-10-20,0.68,0.69,0.68,0.6845100000000001,67561,0.6845100000000001,0.7190823569514043,0.7139605940187315,0.0051217629326728575,0.010549436025531113,0.7190823569514043,0.7139605940187315,0.0051217629326728575
