Symbol,Date,Open,High,Low,Close,Volume,RYCEF SMA,RYCEF spanTwelveEMA_x,RYCEF spanTwntySixEMA_x,RYCEF_x,RYCEF_y,RYCEF spanTwelveEMA_y,RYCEF spanTwntySixEMA_y,RYCEF
RYCEF,2020-11-13,1.24,1.24,1.22,1.24,100064,1.24,1.3815722276906766,1.6501285689428793,-0.26855634125220273,-0.23959253546361725,1.3815722276906766,1.6501285689428793,-0.26855634125220273
RYCEF,2020-11-12,1.22,1.22,1.18,1.21,130092,1.2100000000000002,1.407312632725345,1.6829388544583097,-0.2756262217329648,-0.23235158401647085,1.407312632725345,1.6829388544583097,-0.2756262217329648
RYCEF,2020-11-11,1.37,1.37,1.3,1.32,120127,1.3200000000000005,1.443187656857226,1.7207739628149743,-0.2775863059577484,-0.22153292458734736,1.443187656857226,1.7207739628149743,-0.27758630595774836
RYCEF,2020-11-10,1.47,1.53,1.47,1.515,96649,1.515,1.4655854126494487,1.7528358798401722,-0.28725046719072345,-0.2075195792447471,1.4655854126494487,1.7528358798401722,-0.28725046719072345
RYCEF,2020-11-09,1.35,1.48,1.35,1.47,193057,1.47,1.456600942222076,1.771862750227386,-0.31526180800531,-0.18758685725825303,1.456600942222076,1.771862750227386,-0.31526180800531
RYCEF,2020-11-06,0.925,0.925,0.8935,0.91,59422,0.91,1.4541647498988173,1.796011770245577,-0.3418470203467596,-0.15566811957148874,1.4541647498988173,1.796011770245577,-0.3418470203467596
RYCEF,2020-11-05,1.06,1.06,0.9501,0.98,125620,0.98,1.5531037953349658,1.8668927118652232,-0.3137889165302574,-0.10912339437767103,1.5531037953349658,1.8668927118652232,-0.3137889165302574
RYCEF,2020-11-04,1.06,1.07,1.055,1.065,15390,1.065,1.6573044853958687,1.937844128814441,-0.2805396434185723,-0.05795701383952441,1.6573044853958687,1.937844128814441,-0.2805396434185723
RYCEF,2020-11-03,1.05,1.05,1.015,1.04,32575,1.04,1.7649962100132996,2.0076716591195964,-0.2426754491062968,-0.002311356444762457,1.7649962100132996,2.0076716591195964,-0.2426754491062968
RYCEF,2020-11-02,0.965,0.965,0.92,0.94,52336,0.94,1.8968137027429903,2.085085391849164,-0.1882716891061736,0.057779666720621126,1.8968137027429905,2.085085391849164,-0.18827168910617353
RYCEF,2020-10-30,0.95,0.95,0.9158,0.93,29801,0.9300000000000002,2.0707798305144443,2.176692223197097,-0.10591239268265353,0.11929250567731985,2.0707798305144434,2.176692223197097,-0.10591239268265351
RYCEF,2020-10-29,0.9931,1.01,0.96525,1.0,216647,1.0,2.278194345153433,2.2764276010528643,0.0017667441005686513,0.17559373026731304,2.278194345153433,2.2764276010528643,0.0017667441005686513
RYCEF,2020-10-28,1.14,1.14,1.08,1.12,174120,1.12,2.510593316999512,2.3785418091370936,0.13205150786241848,0.2190504768089992,2.510593316999512,2.3785418091370936,0.13205150786241848
RYCEF,2020-10-27,2.83,2.94,2.83,2.83,24515,2.83,2.763428465544877,2.479225153868061,0.28420331167681656,0.2408002190456444,2.7634284655448775,2.479225153868061,0.28420331167681656
RYCEF,2020-10-26,3.02,3.16,3.0,3.13,32868,3.13,2.751324550189401,2.4511631661775057,0.30016138401189485,0.2299494458878515,2.751324550189401,2.451163166177506,0.30016138401189485
RYCEF,2020-10-23,3.04,3.09,3.04,3.04,8361,3.04,2.6824744684056556,2.3968562194717067,0.2856182489339489,0.2123964613568405,2.6824744684056556,2.3968562194717067,0.28561824893394894
RYCEF,2020-10-22,2.925,2.93,2.9,2.9,10025,2.8999999999999995,2.6174698262975933,2.345404717029443,0.2720651092681501,0.19409101446256327,2.6174698262975933,2.345404717029443,0.2720651092681501
RYCEF,2020-10-21,2.93,2.98,2.93,2.98,3470,2.979999999999998,2.5661007038062467,2.301037094391799,0.26506360941444784,0.17459749076116654,2.5661007038062467,2.301037094391799,0.26506360941444784
RYCEF,2020-10-20,2.86,3.0,2.86,3.0,15647,2.9999999999999987,2.490846286316473,2.2467200619431424,0.24412622437333065,0.1519809610978462,2.490846286316473,2.2467200619431424,0.24412622437333065
RYCEF,2020-10-19,2.83,2.9,2.8,2.8,13290,2.799999999999999,2.398272883828559,2.1864576668985936,0.2118152169299657,0.1289446452789751,2.398272883828559,2.1864576668985936,0.21181521692996563
