Symbol,Date,Open,High,Low,Close,Volume,PIXY SMA,PIXY spanTwelveEMA_x,PIXY spanTwntySixEMA_x,PIXY_x,PIXY_y,PIXY spanTwelveEMA_y,PIXY spanTwntySixEMA_y,PIXY
PIXY,2020-11-13,2.15,2.17,2.15,2.16,41231,2.16,2.221945445526772,2.445236078973266,-0.2232906334464948,-0.2699682576956348,2.2219454455267713,2.445236078973266,-0.2232906334464948
PIXY,2020-11-12,2.21,2.21,2.1489,2.15,31128,2.1500000000000004,2.2332082538043663,2.468054965291127,-0.2348467114867608,-0.28163766375791993,2.2332082538043663,2.468054965291127,-0.23484671148676073
PIXY,2020-11-11,2.28,2.2823,2.18,2.21,59879,2.2100000000000004,2.2483370272233416,2.493499362514417,-0.245162335291075,-0.2933354018257097,2.248337027223342,2.493499362514417,-0.245162335291075
PIXY,2020-11-10,2.28,2.2892,2.2213,2.25,18910,2.250000000000001,2.255307395809404,2.5161793115155704,-0.2608719157061663,-0.30537866845936823,2.255307395809404,2.5161793115155704,-0.2608719157061663
PIXY,2020-11-09,2.2,2.29,2.18,2.23,64604,2.2300000000000004,2.256272376865659,2.5374736564368163,-0.28120127957115715,-0.3165053566476687,2.256272376865659,2.5374736564368163,-0.28120127957115715
PIXY,2020-11-06,2.1699,2.1752,2.13,2.13,31455,2.1300000000000003,2.261049172659415,2.562071548951762,-0.30102237629234674,-0.3253313759167966,2.261049172659415,2.562071548951762,-0.30102237629234674
PIXY,2020-11-05,2.13,2.19,2.1243,2.19,28566,2.1900000000000004,2.284876294961127,2.5966372728679032,-0.3117609779067756,-0.3314086258229091,2.284876294961127,2.596637272867903,-0.3117609779067756
PIXY,2020-11-04,2.14,2.18,2.1267,2.13,19819,2.1300000000000003,2.302126530408605,2.6291682546973347,-0.3270417242887298,-0.3363205378019424,2.302126530408605,2.6291682546973347,-0.3270417242887298
PIXY,2020-11-03,2.17,2.26,2.17,2.22,55162,2.2200000000000006,2.3334222632101698,2.6691017150731216,-0.3356794518629518,-0.33864024118024555,2.3334222632101698,2.6691017150731216,-0.3356794518629518
PIXY,2020-11-02,2.11,2.14,2.08,2.1301,113160,2.130100000000001,2.3540444928847464,2.7050298522789715,-0.35098535939422515,-0.3393804385095689,2.3540444928847464,2.7050298522789715,-0.35098535939422515
PIXY,2020-10-30,2.21,2.23,2.133,2.23,52527,2.230000000000001,2.3947616734092456,2.7510242404612892,-0.3562625670520436,-0.33647920828840483,2.3947616734092456,2.7510242404612892,-0.3562625670520436
PIXY,2020-10-29,2.142,2.142,2.02,2.08,79928,2.0800000000000005,2.424718341301836,2.792706179698192,-0.3679878383963566,-0.3315333685974952,2.4247183413018356,2.7927061796981922,-0.3679878383963566
PIXY,2020-10-28,2.22,2.22,2.11,2.17,98720,2.17,2.487394403356715,2.8497226740740484,-0.3623282707173328,-0.32241975114778004,2.487394403356715,2.8497226740740476,-0.36232827071733276
PIXY,2020-10-27,2.29,2.29,2.22,2.24,19458,2.24,2.5451024766942987,2.9041004879999712,-0.3589980113056721,-0.3124426212553917,2.545102476694299,2.9041004879999712,-0.3589980113056721
PIXY,2020-10-26,2.31,2.34,2.23,2.34,138819,2.34,2.6005756542750813,2.9572285270399687,-0.35665287276488833,-0.3008037737428215,2.600575654275081,2.957228527039969,-0.35665287276488833
PIXY,2020-10-23,2.38,2.38,2.323,2.34,34423,2.34,2.64795304596146,3.006606809203167,-0.3586537632417075,-0.28684149898730504,2.6479530459614593,3.006606809203167,-0.3586537632417075
PIXY,2020-10-22,2.35,2.38,2.325,2.36,31178,2.3599999999999994,2.7039445088635428,3.0599353539394203,-0.3559908450758771,-0.26888843292370457,2.703944508863543,3.0599353539394203,-0.3559908450758771
PIXY,2020-10-21,2.3553,2.41,2.315,2.315,169025,2.314999999999999,2.7664798741114605,3.1159301822545737,-0.3494503081431133,-0.2471128298856613,2.7664798741114605,3.1159301822545737,-0.3494503081431133
PIXY,2020-10-20,2.42,2.42,2.31,2.34,211742,2.3399999999999994,2.848567123949908,3.1800045968349395,-0.3314374728850322,-0.22152846032129825,2.8485671239499077,3.18000459683494,-0.3314374728850322
PIXY,2020-10-19,2.58,2.59,2.5201,2.525,105103,2.5249999999999995,2.9410338737589816,3.247204964581736,-0.30617109082275284,-0.19405120718036495,2.941033873758982,3.247204964581735,-0.30617109082275284
PIXY,2020-10-16,2.58,2.5978,2.5,2.51,397645,2.51,3.0166763962606162,3.3049813617482737,-0.2883049654876584,-0.16602123626976778,3.0166763962606153,3.3049813617482737,-0.2883049654876584
PIXY,2020-10-15,2.79,3.0,2.66,2.66,2531821,2.66,3.108799377398909,3.368579870688136,-0.2597804932892269,-0.13545030396529525,3.108799377398909,3.368579870688136,-0.2597804932892269
PIXY,2020-10-14,2.65,2.6794,2.61,2.6616,85123,2.6616,3.1903992641987102,3.4252662603431867,-0.2348669961444765,-0.10436775663431222,3.1903992641987102,3.4252662603431867,-0.23486699614447648
PIXY,2020-10-13,2.63,2.63,2.54,2.5879,120972,2.5878999999999994,3.286544584962112,3.4863595611706417,-0.1998149762085295,-0.07174294675677115,3.286544584962112,3.4863595611706417,-0.1998149762085295
PIXY,2020-10-12,2.84,2.85,2.73,2.74,179354,2.74,3.4135708731370418,3.558236326064293,-0.14466545292725108,-0.03972493939383144,3.4135708731370418,3.558236326064293,-0.14466545292725108
PIXY,2020-10-09,2.69,2.79,2.68,2.745,844941,2.7449999999999988,3.536038304616504,3.623695232149436,-0.0876569275329322,-0.013489811010476528,3.536038304616504,3.6236952321494362,-0.0876569275329322
PIXY,2020-10-08,3.58,3.6,3.55,3.56,94707,3.56,3.6798634509104136,3.693990850721392,-0.014127399810977881,0.005051968120137392,3.6798634509104136,3.6939908507213914,-0.014127399810977881
PIXY,2020-10-07,3.63,3.64,3.55,3.56,18494,3.5599999999999987,3.701656805621398,3.704710118779104,-0.003053313157704629,0.00984681010291632,3.701656805621398,3.7047101187791025,-0.003053313157704629
PIXY,2020-10-06,3.66,3.74,3.64,3.6794,10009,3.679399999999999,3.727412588461652,3.716286928281431,0.01112566018022143,0.01307184091807178,3.727412588461652,3.7162869282814306,0.01112566018022143
PIXY,2020-10-05,3.72,3.7293,3.65,3.65,6293,3.649999999999999,3.7361421500001337,3.7192378825439447,0.016904267456189004,0.013558386102534476,3.736142150000134,3.719237882543945,0.016904267456189004
PIXY,2020-10-02,3.87,3.87,3.7744,3.78,34001,3.779999999999999,3.751804359091069,3.7247769131474615,0.027027445943606843,0.012721915764120843,3.751804359091068,3.724776913147461,0.027027445943606843
PIXY,2020-10-01,3.83,3.85,3.81,3.83,8566,3.83,3.746677878925808,3.7203590661992574,0.026318812726549456,0.009145533219249343,3.7466778789258077,3.7203590661992583,0.026318812726549456
PIXY,2020-09-30,3.91,3.945,3.8364,3.89,21338,3.89,3.7315284023668633,3.7115877914951994,0.01994061087166488,0.004852213342423984,3.731528402366864,3.711587791495199,0.019940610871664877
PIXY,2020-09-29,3.73,3.8,3.73,3.76,6532,3.7599999999999993,3.702715384615384,3.6973148148148147,0.005400569800569689,0.00108011396011376,3.7027153846153844,3.6973148148148147,0.005400569800569688
PIXY,2020-09-28,3.68,3.76,3.66,3.6923,23909,3.6923,3.6923,3.6923,0.0,0.0,3.6923,3.6923,0.0
