Symbol,Date,Open,High,Low,Close,Volume,ABUS SMA,ABUS spanTwelveEMA_x,ABUS spanTwntySixEMA_x,ABUS_x,ABUS_y,ABUS spanTwelveEMA_y,ABUS spanTwntySixEMA_y,ABUS
ABUS,2020-11-13,3.56,3.5698,3.43,3.46,375598,3.46,3.136578727071805,3.0601656616623885,0.0764130654094175,0.0025137945746255158,3.136578727071805,3.0601656616623876,0.0764130654094175
ABUS,2020-11-12,3.62,3.75,3.46,3.52,692777,3.5200000000000005,3.0777748592666785,3.0281789145953786,0.04959594467130035,-0.01596102313407237,3.077774859266679,3.0281789145953786,0.04959594467130035
ABUS,2020-11-11,3.27,3.2899,3.23,3.275,123294,3.275,2.997370288224257,2.988833227763009,0.008537060461248025,-0.032350265085415435,2.997370288224257,2.988833227763009,0.008537060461248025
ABUS,2020-11-10,3.3,3.3099,3.135,3.16,322284,3.1600000000000006,2.9468921588104857,2.9659398859840502,-0.019047727173564063,-0.04257209647208119,2.9468921588104857,2.96593988598405,-0.019047727173564066
ABUS,2020-11-09,2.98,3.045,2.9,2.991,391577,2.9910000000000005,2.90814527859421,2.950415076862774,-0.04226979826856381,-0.048453188796710366,2.90814527859421,2.950415076862774,-0.04226979826856381
ABUS,2020-11-06,2.84,2.8648,2.79,2.815,152174,2.8150000000000013,2.8930807837931574,2.9471682830117967,-0.05408749921863842,-0.049999036428746986,2.8930807837931574,2.947168283011796,-0.054087499218638424
ABUS,2020-11-05,2.87,3.05,2.87,2.95,203672,2.9500000000000006,2.907277289937368,2.9577417456527395,-0.0504644557153715,-0.04897692073127391,2.907277289937368,2.9577417456527395,-0.0504644557153715
ABUS,2020-11-04,2.9,2.97,2.87,2.95,164611,2.95,2.899509524471435,2.9583610853049587,-0.058851560833523824,-0.048605036985249504,2.899509524471435,2.9583610853049587,-0.05885156083352383
ABUS,2020-11-03,2.76,2.81,2.76,2.795,46357,2.795,2.890329438011696,2.9590299721293563,-0.06870053411765964,-0.046043406023180924,2.8903294380116957,2.9590299721293554,-0.06870053411765964
ABUS,2020-11-02,2.84,2.85,2.78,2.8,86410,2.8,2.9076620631047314,2.9721523698997037,-0.06449030679497225,-0.04037912399956125,2.9076620631047314,2.9721523698997037,-0.06449030679497225
ABUS,2020-10-30,2.92,2.94,2.84,2.875,49405,2.875,2.927236983669228,2.9859245594916803,-0.05868757582245233,-0.03435132830070839,2.9272369836692276,2.98592455949168,-0.05868757582245232
ABUS,2020-10-29,2.92,2.95,2.86,2.87,83384,2.87,2.9367346170636326,2.9947985242510144,-0.058063907187381865,-0.0282672664202724,2.9367346170636326,2.9947985242510144,-0.05806390718738186
ABUS,2020-10-28,2.85,2.935,2.78,2.83,157609,2.83,2.9488681838024746,3.0047824061910955,-0.05591422238862087,-0.02081810622849503,2.9488681838024746,3.0047824061910955,-0.05591422238862087
ABUS,2020-10-27,2.82,2.89,2.78,2.87,71293,2.87,2.9704805808574704,3.018764998686384,-0.04828441782891302,-0.012044077188463571,2.9704805808574704,3.0187649986863834,-0.04828441782891302
ABUS,2020-10-26,2.85,2.9210000000000003,2.84,2.905,41148,2.905,2.98874977737701,3.0306661985812937,-0.041916421204283516,-0.002983992028351099,2.98874977737701,3.0306661985812937,-0.041916421204283516
ABUS,2020-10-23,2.88,2.9,2.81,2.83,123890,2.8300000000000005,3.003977009627376,3.0407194944677967,-0.03674248484042142,0.006749115265632006,3.003977009627376,3.0407194944677975,-0.03674248484042142
ABUS,2020-10-22,2.79,2.8924,2.7899,2.87,130482,2.870000000000001,3.0356091931959903,3.0575770540252214,-0.021967860829231082,0.01762201529214525,3.0356091931959903,3.0575770540252214,-0.02196786082923108
ABUS,2020-10-21,2.89,2.92,2.84,2.85,117322,2.8500000000000005,3.0657199555952617,3.0725832183472392,-0.006863262751978017,0.02751948432248933,3.0657199555952612,3.0725832183472392,-0.0068632627519780165
ABUS,2020-10-20,3.02,3.05,2.96,2.96,81381,2.9600000000000004,3.1049417657034906,3.0903898758150183,0.01455188988847178,0.036115171091106284,3.10494176570349,3.0903898758150183,0.01455188988847178
ABUS,2020-10-19,3.08,3.1,3.02,3.035,150340,3.035000000000001,3.1312948140132155,3.10082106588022,0.030473748132995308,0.04150599139176479,3.1312948140132155,3.10082106588022,0.030473748132995304
ABUS,2020-10-16,3.08,3.13,3.08,3.115,59693,3.115000000000001,3.148802962015618,3.1060867511506376,0.042716210864980564,0.04426405220645704,3.148802962015618,3.1060867511506376,0.042716210864980564
ABUS,2020-10-15,3.1,3.134,3.04,3.105,119125,3.1050000000000004,3.1549489551093672,3.1053736912426886,0.049575263866678654,0.044651012541826164,3.1549489551093672,3.1053736912426886,0.049575263866678654
ABUS,2020-10-14,3.22,3.32,3.2,3.21,134358,3.2100000000000004,3.1640305833110696,3.1054035865421032,0.05862699676896632,0.04341994971061304,3.16403058331107,3.1054035865421037,0.05862699676896632
ABUS,2020-10-13,3.16,3.31,3.16,3.3015,203882,3.3015,3.155672507549446,3.097035873465472,0.058636634083974126,0.03961818794602494,3.155672507549446,3.097035873465472,0.058636634083974126
ABUS,2020-10-12,3.16,3.21,3.1,3.135,117809,3.135,3.129158418012982,3.0806787433427103,0.04847967467027203,0.034863576411537645,3.129158418012982,3.08067874334271,0.04847967467027203
ABUS,2020-10-09,3.16,3.23,3.12,3.15,104990,3.1500000000000004,3.1280963121971608,3.0763330428101265,0.05176326938703424,0.031459551846854165,3.1280963121971608,3.0763330428101265,0.05176326938703424
ABUS,2020-10-08,3.39,3.44,3.27,3.325,279502,3.3250000000000006,3.1241138235057355,3.0704396862349363,0.05367413727079917,0.026383622461809145,3.1241138235057355,3.0704396862349363,0.05367413727079917
ABUS,2020-10-07,3.1,3.22,3.09,3.185,117275,3.1850000000000005,3.0875890641431423,3.0500748611337314,0.037514203009410885,0.019560993759561638,3.087589064143142,3.050074861133731,0.037514203009410885
ABUS,2020-10-06,3.26,3.3,3.16,3.2082,183186,3.2082,3.06987798489644,3.0392808500244293,0.030597134872010656,0.015072691447099322,3.06987798489644,3.0392808500244293,0.030597134872010656
ABUS,2020-10-05,3.04,3.0687,3.01,3.05,89270,3.0500000000000003,3.0447285276048834,3.0257673180263835,0.01896120957849989,0.011191580590871487,3.0447285276048834,3.0257673180263835,0.018961209578499894
ABUS,2020-10-02,3.0,3.13,2.97,3.07,218066,3.0700000000000003,3.043770078078498,3.0238287034684936,0.01994137461000456,0.009249173343964384,3.0437700780784986,3.023828703468494,0.01994137461000456
ABUS,2020-10-01,3.17,3.17,3.07,3.0984,99849,3.0984000000000003,3.0390010013654982,3.0201349997459737,0.018866001619524564,0.006576123027454341,3.0390010013654982,3.0201349997459737,0.018866001619524564
ABUS,2020-09-30,3.17,3.2,3.12,3.141,97948,3.141,3.0282011834319524,3.0138737997256517,0.014327383706300713,0.003503653379436785,3.0282011834319524,3.0138737997256517,0.014327383706300711
ABUS,2020-09-29,3.01,3.07,2.95,3.05,83929,3.05,3.0076923076923077,3.0037037037037035,0.0039886039886041225,0.0007977207977209133,3.0076923076923077,3.0037037037037035,0.0039886039886041225
ABUS,2020-09-28,3.12,3.13,2.99,3.0,119404,3.0,3.0,3.0,0.0,0.0,3.0,3.0,0.0
