Symbol,Date,Open,High,Low,Close,Volume,GSV SMA,GSV spanTwelveEMA_x,GSV spanTwntySixEMA_x,GSV_x,GSV_y,GSV spanTwelveEMA_y,GSV spanTwntySixEMA_y,GSV
GSV,2020-10-28,0.74,0.74,0.6846,0.6869,268084,0.6869000000000001,0.7118133360738421,0.7278641561975081,-0.016050820123665988,-0.007447016261312091,0.7118133360738421,0.7278641561975081,-0.016050820123665988
GSV,2020-10-27,0.66,0.6701,0.6521,0.669,195477,0.6690000000000002,0.7163430335418134,0.7311412886933087,-0.014798255151495352,-0.005296065295723615,0.7163430335418134,0.7311412886933087,-0.014798255151495354
GSV,2020-10-26,0.69,0.7,0.685,0.6908,89188,0.6908000000000001,0.7249508578221431,0.7361125917887734,-0.011161733966630338,-0.0029205178317806787,0.7249508578221431,0.7361125917887734,-0.011161733966630338
GSV,2020-10-23,0.7143,0.7143,0.705001,0.7097,32111,0.7097000000000001,0.7311601046988964,0.7397375991318752,-0.008577494432978838,-0.0008602137980682644,0.7311601046988964,0.7397375991318752,-0.008577494432978838
GSV,2020-10-22,0.71,0.7169,0.7,0.71,50770,0.7100000000000002,0.7350619419168775,0.7421406070624252,-0.00707866514554778,0.0010691063606593787,0.7350619419168775,0.7421406070624252,-0.00707866514554778
GSV,2020-10-21,0.7,0.7097,0.6965,0.706,43669,0.7060000000000002,0.739618658629037,0.7447118556274193,-0.005093196998382289,0.003106049237211169,0.739618658629037,0.7447118556274193,-0.005093196998382288
GSV,2020-10-20,0.71,0.7119,0.7044,0.7116,31572,0.7116000000000002,0.7457311420161346,0.7478088040776129,-0.002077662061478302,0.005155860796109532,0.7457311420161346,0.7478088040776129,-0.0020776620614783026
GSV,2020-10-19,0.7232,0.73,0.7,0.7239,170224,0.7239000000000002,0.7519368042008864,0.7507055084038218,0.001231295797064602,0.006964241510506493,0.7519368042008864,0.7507055084038218,0.0012312957970646021
GSV,2020-10-16,0.76,0.76,0.73,0.731101,108283,0.7311010000000002,0.7570344049646839,0.7528499490761275,0.0041844558885564265,0.008397477938866964,0.7570344049646839,0.7528499490761275,0.0041844558885564265
GSV,2020-10-15,0.7526,0.755,0.7406,0.74595,106705,0.7459500000000003,0.7617495695037173,0.7545898650022177,0.0071597045014996094,0.009450733451444595,0.7617495695037173,0.7545898650022177,0.007159704501499609
GSV,2020-10-14,0.76,0.78,0.76,0.7685569999999999,7412,0.7685570000000003,0.7646222185043932,0.7552810542023952,0.009341164301997941,0.010023490688930844,0.7646222185043932,0.7552810542023952,0.00934116430199794
GSV,2020-10-13,0.77,0.77,0.75,0.7502,57524,0.7502000000000004,0.7639068036870101,0.7542189785385869,0.009687825148423257,0.01019407228566407,0.7639068036870101,0.7542189785385869,0.009687825148423257
GSV,2020-10-12,0.777,0.777,0.76,0.77,80581,0.7700000000000005,0.7663989498119211,0.7545404968216738,0.011858452990247348,0.010320634069974272,0.7663989498119211,0.7545404968216738,0.011858452990247348
GSV,2020-10-09,0.775,0.7765,0.7659,0.7756,64497,0.7756000000000003,0.7657442134140886,0.7533037365674077,0.012440476846680927,0.009936179339906004,0.7657442134140886,0.7533037365674077,0.012440476846680926
GSV,2020-10-08,0.77,0.773,0.7611,0.77,65468,0.7700000000000004,0.7639522522166503,0.7515200354928003,0.012432216723849976,0.009310104963212272,0.7639522522166503,0.7515200354928003,0.012432216723849976
GSV,2020-10-07,0.7793,0.7799,0.7654,0.7749,32307,0.7749000000000004,0.7628526617105867,0.7500416383322244,0.012811023378362374,0.008529577023052848,0.7628526617105867,0.7500416383322244,0.012811023378362374
GSV,2020-10-06,0.79,0.79,0.7793,0.786799,26271,0.7867990000000004,0.7606622365670571,0.7480529693988023,0.012609267168254834,0.007459215434225465,0.7606622365670571,0.7480529693988023,0.012609267168254834
GSV,2020-10-05,0.77,0.7866,0.7659,0.7659,139133,0.7659000000000005,0.7559100977610675,0.7449532869507065,0.010956810810361041,0.006171702500718123,0.7559100977610675,0.7449532869507065,0.01095681081036104
GSV,2020-10-02,0.7931,0.8,0.77,0.7759,46030,0.7759000000000005,0.7540937518994434,0.7432775499067631,0.010816201992680295,0.004975425423307392,0.7540937518994434,0.7432775499067631,0.010816201992680297
GSV,2020-10-01,0.8,0.8,0.7796,0.7798,57175,0.7798000000000005,0.7501289795175241,0.7406677538993041,0.009461225618219936,0.0035152312809641657,0.750128979517524,0.7406677538993041,0.009461225618219937
GSV,2020-09-30,0.7969,0.7969,0.7834,0.7849,22842,0.7849000000000006,0.7447342485207101,0.7375371742112483,0.007197074309461816,0.002028732696650195,0.7447342485207101,0.7375371742112483,0.007197074309461815
GSV,2020-09-29,0.78,0.7872680000000001,0.7708,0.7765,78889,0.7765000000000005,0.7374313846153846,0.7337481481481481,0.003683236467236449,0.0007366472934472901,0.7374313846153846,0.7337481481481481,0.0036832364672364504
GSV,2020-09-28,0.745,0.745,0.722,0.730328,60204,0.7303280000000005,0.730328,0.730328,0.0,0.0,0.730328,0.730328,0.0
