Symbol,Date,Open,High,Low,Close,Volume,GSV SMA,GSV spanTwelveEMA_x,GSV spanTwntySixEMA_x,GSV_x,GSV_y,GSV spanTwelveEMA_y,GSV spanTwntySixEMA_y,GSV
GSV,2020-11-13,0.68,0.6889,0.68,0.6889,16289,0.6889,0.6975286367774934,0.7083339583644607,-0.010805321586967231,-0.012090733803433423,0.6975286367774934,0.7083339583644607,-0.010805321586967231
GSV,2020-11-12,0.71,0.71,0.6851,0.7089,137383,0.7089,0.6990974798279469,0.7098886750336175,-0.010791195205670623,-0.01241208685754997,0.6990974798279469,0.7098886750336175,-0.010791195205670623
GSV,2020-11-11,0.67,0.683199,0.67,0.6772,34690,0.6771999999999999,0.6973152034330282,0.709967769036307,-0.012652565603278765,-0.012817309770519805,0.6973152034330282,0.709967769036307,-0.012652565603278765
GSV,2020-11-10,0.71,0.71,0.6938,0.6985,79161,0.6984999999999999,0.7009725131481243,0.7125891905592115,-0.011616677411087295,-0.012858495812330064,0.7009725131481243,0.7125891905592115,-0.011616677411087295
GSV,2020-11-09,0.688,0.705,0.6801,0.687,69449,0.6869999999999999,0.7014220609932377,0.7137163258039485,-0.012294264810710831,-0.013168950412640755,0.7014220609932377,0.7137163258039485,-0.012294264810710831
GSV,2020-11-06,0.728,0.73,0.7201,0.7299,37335,0.7299,0.7040442539010991,0.7158536318682645,-0.011809377967165413,-0.01338762181312323,0.704044253901099,0.7158536318682645,-0.011809377967165413
GSV,2020-11-05,0.69,0.7139,0.69,0.7054,81539,0.7054,0.6993432091558444,0.7147299224177256,-0.015386713261881237,-0.013782182774612716,0.6993432091558444,0.7147299224177256,-0.015386713261881235
GSV,2020-11-04,0.6936,0.6936,0.68,0.68,24880,0.6800000000000002,0.6982419744569069,0.7154763162111436,-0.01723434175423666,-0.013381050152795584,0.6982419744569069,0.7154763162111436,-0.01723434175423666
GSV,2020-11-03,0.675,0.68,0.675,0.678851,18301,0.678851,0.7015586970854354,0.718314421508035,-0.01675572442259965,-0.012417727252435312,0.7015586970854354,0.718314421508035,-0.01675572442259965
GSV,2020-11-02,0.685,0.685,0.682,0.682,46926,0.682,0.7056873692827873,0.7214714952286778,-0.015784125945890515,-0.011333227959894228,0.7056873692827873,0.7214714952286778,-0.015784125945890515
GSV,2020-10-30,0.7166,0.7166,0.7,0.7099,19599,0.7099000000000001,0.7099941636978395,0.7246292148469721,-0.01463505114913255,-0.010220503463395154,0.7099941636978395,0.7246292148469721,-0.01463505114913255
GSV,2020-10-29,0.68,0.7044,0.68,0.7001,69080,0.7001000000000002,0.7100112843701741,0.7258075520347298,-0.015796267664555774,-0.009116866541960804,0.710011284370174,0.7258075520347298,-0.015796267664555774
