Symbol,Date,Open,High,Low,Close,Volume,REPH SMA,REPH spanTwelveEMA,REPH spanTwntySixEMA,REPH_x,REPH_y
REPH,2021-02-01,3.13,3.15,3.1,3.15,31582,3.15,3.2133862777012,3.163444014233064,0.04994226346813591,0.048926955277959636
REPH,2021-01-29,3.07,3.14,3.04,3.14,32555,3.14,3.2249110554650544,3.164519535371709,0.06039152009334536,0.04867312823041557
REPH,2021-01-28,3.14,3.185,3.1075,3.13,47019,3.1299999999999994,3.2403494291859736,3.1664810982014457,0.07386833098452783,0.04574353026468313
REPH,2021-01-27,3.25,3.25,3.07,3.2157,127999,3.2156999999999987,3.2604129617652413,3.169399586057561,0.09101337570767988,0.038712330084721955
REPH,2021-01-26,3.55,3.57,3.4867,3.5423,121925,3.5422999999999987,3.2685425911771038,3.1656955529421658,0.10284703823493713,0.02563706867898236
REPH,2021-01-25,3.71,3.75,3.57,3.6,48918,3.5999999999999988,3.2187685168456674,3.13556719717754,0.08320131966812783,0.006334576289993442
REPH,2021-01-22,3.5,3.65,3.45,3.62,148881,3.6199999999999988,3.149453701726697,3.0984125729517427,0.05104112877495482,-0.012882109554540043
REPH,2021-01-21,3.32,3.48,3.26,3.4357,193121,3.435699999999999,3.0638998293133697,3.0566855787878824,0.007214250525487299,-0.028862919136913644
REPH,2021-01-20,3.08,3.109,3.03,3.065,88491,3.064999999999998,2.996299798279437,3.0263644250909127,-0.030064626811475925,-0.03788221155251388
REPH,2021-01-19,2.99,3.0,2.95,2.99,57214,2.989999999999998,2.9838088525120616,3.023273579098185,-0.039464726586123884,-0.03983660773777337
REPH,2021-01-19,2.99,3.0,2.95,2.99,57214,2.9899999999999984,2.9826831893324366,3.0259354654260404,-0.04325227609360383,-0.039929578025685857
REPH,2021-01-15,2.95,2.97,2.91,2.96,49531,2.959999999999998,2.9813528601201518,3.028810302660124,-0.04745744253997142,-0.03909890350870636
REPH,2021-01-14,2.97,2.97,2.86,2.91,32415,2.9099999999999984,2.9852351983238163,3.0343151268729334,-0.04907992854911747,-0.037009268750889876
REPH,2021-01-13,2.88,2.93,2.82,2.8537,89757,2.853699999999998,2.9989143252917834,3.0442603370227683,-0.0453460117309854,-0.033991603801333085
REPH,2021-01-12,3.04,3.04,2.93,2.9686,133076,2.9685999999999986,3.0253169298902893,3.0595051639845896,-0.034188234094300274,-0.031153001818920112
REPH,2021-01-11,2.95,3.03,2.95,3.01,61076,3.0099999999999985,3.0356290989612513,3.0667775771033567,-0.031148478142105862,-0.030394193750075068
REPH,2021-01-08,3.07,3.0753,2.99,3.035,36893,3.0349999999999984,3.0402889351360236,3.071319783271625,-0.0310308481356012,-0.03020562265206748
REPH,2021-01-07,3.04,3.1,2.92,2.99,47559,2.9899999999999984,3.0412505597062105,3.0742253659333554,-0.03297480622714488,-0.029999316281184053
REPH,2021-01-06,3.14,3.2,3.08,3.13,145494,3.129999999999998,3.0505688432891582,3.080963395208024,-0.030394551918865975,-0.029255443794693844
REPH,2021-01-05,3.1,3.1,3.0,3.06,48247,3.0599999999999983,3.0361268147962766,3.0770404668246654,-0.04091365202838837,-0.02897066676365081
REPH,2021-01-04,2.93,3.02,2.93,2.9878,129013,2.9877999999999982,3.0317862356683265,3.0784037041706385,-0.04661746850231152,-0.025984920447466302
REPH,2021-01-04,2.93,3.02,2.93,2.9878,129013,2.9877999999999982,3.0397837330625683,3.0856520005042896,-0.045868267441721684,-0.020826783433754888
REPH,2020-12-31,2.95,2.98,2.81,2.84,136713,2.839999999999998,3.0492353208921257,3.0934801605446327,-0.04424483965250703,-0.014566412431763301
REPH,2020-12-30,2.96,2.968,2.92,2.92,15545,2.919999999999998,3.087278106508877,3.1137585733882034,-0.02648046687932704,-0.007146805626577369
REPH,2020-12-29,3.0,3.04,2.9691,2.995,129863,2.9949999999999983,3.117692307692308,3.1292592592592583,-0.0115669515669512,-0.0023133903133900624
REPH,2020-12-28,3.16,3.2,3.07,3.14,102144,3.1399999999999983,3.14,3.14,0.0,0.0
REPH,2021-02-01,3.13,3.15,3.1,3.15,31582
REPH,2021-01-29,3.07,3.14,3.04,3.14,32555
REPH,2021-01-28,3.14,3.185,3.1075,3.13,47019
REPH,2021-01-27,3.25,3.25,3.07,3.2157,127999
REPH,2021-01-26,3.55,3.57,3.4867,3.5423,121925
REPH,2021-01-25,3.71,3.75,3.57,3.6,48918
REPH,2021-01-22,3.5,3.65,3.45,3.62,148881
REPH,2021-01-21,3.32,3.48,3.26,3.4357,193121
