Symbol,Date,Open,High,Low,Close,Volume,LXRX SMA,LXRX spanTwelveEMA,LXRX spanTwntySixEMA,LXRX_x,LXRX_y
LXRX,2020-11-30,1.59,1.62,1.57,1.5786,320383,1.5786,1.5130652573022287,1.4398145223337573,0.07325073496847145,0.045109319176784096
LXRX,2020-11-27,1.65,1.66,1.59,1.6218,329673,1.6218,1.5011498495389977,1.4287116841204581,0.07243816541853976,0.03807396522886226
LXRX,2020-11-27,1.65,1.66,1.59,1.6218,329673,1.6218,1.4792134585460883,1.4132646188500946,0.06594883969599374,0.029482915181442935
LXRX,2020-11-25,1.62,1.64,1.55,1.6,408000,1.6,1.4532886328271952,1.3965817883581022,0.056706844469093236,0.020366434052805228
LXRX,2020-11-24,1.48,1.49,1.45,1.46,207275,1.46,1.4266138387957759,1.38030833142675,0.04630550736902594,0.01128133144873328
LXRX,2020-11-23,1.49,1.5,1.44,1.4534,384289,1.4534000000000002,1.4205436276677357,1.3739329979408899,0.046610629726845376,0.0025252874686601135
LXRX,2020-11-20,1.53,1.56,1.48,1.5019999999999998,384058,1.5019999999999998,1.414569741789142,1.3675756377761612,0.04699410401298065,-0.008496048095886312
LXRX,2020-11-19,1.57,1.58,1.49,1.51,764881,1.5100000000000002,1.3986733312053496,1.3568216887982545,0.04185164240709538,-0.022368586123103107
LXRX,2020-11-18,1.8,1.815,1.65,1.65,2690293,1.65,1.3784321186972317,1.3445674239021146,0.03386469479511689,-0.03842364325565267
LXRX,2020-11-17,2.25,2.38,1.88,1.95,36859392,1.95,1.3290561402785463,1.3201328178142837,0.008923322464262641,-0.05649572776834512
LXRX,2020-11-16,1.28,1.31,1.27,1.285,77966,1.2850000000000004,1.2161572566928274,1.2697434432394266,-0.05358618654659919,-0.07285049032649706
LXRX,2020-11-13,1.23,1.23,1.19,1.2101,72206,1.2101000000000004,1.2036403942733416,1.2685229186985807,-0.06488252442523912,-0.07766656627147152
LXRX,2020-11-12,1.25,1.26,1.23,1.23,51671,1.2300000000000002,1.2024659205048578,1.2731967521944672,-0.07073083168960914,-0.08086257673302961
LXRX,2020-11-11,1.29,1.29,1.225,1.235,151521,1.2350000000000003,1.1974597242330138,1.2766524923700244,-0.0791927681370106,-0.08339551299388467
LXRX,2020-11-10,1.17,1.23,1.1666,1.2234,162467,1.2234,1.1906342195481074,1.2799846917596265,-0.08935047221151883,-0.08444619920810319
LXRX,2020-11-09,1.03,1.14,1.03,1.14,241796,1.14,1.1846768049204903,1.2845114671003963,-0.09983466217990578,-0.08322013095724921
LXRX,2020-11-06,1.11,1.1245,1.069,1.09,107673,1.09,1.1927998603605796,1.296072384468428,-0.10327252410784847,-0.07906649815158501
LXRX,2020-11-05,1.11,1.13,1.08,1.1,50088,1.1000000000000003,1.2114907440625031,1.3125581752259023,-0.10106743116339922,-0.07301499166251912
LXRX,2020-11-04,1.1,1.13,1.1,1.11,37729,1.1100000000000003,1.2317617884375036,1.3295628292439745,-0.0978010408064709,-0.0660018817872991
LXRX,2020-11-03,1.06,1.11,1.06,1.1001,165520,1.1001000000000003,1.253900295426141,1.3471278555834925,-0.0932275601573518,-0.05805209203250615
LXRX,2020-11-02,1.09,1.09,1.05,1.075,109870,1.0750000000000004,1.281863985503621,1.366890084030172,-0.08502609852655096,-0.049258225001294786
LXRX,2020-10-30,1.15,1.16,1.125,1.13,84792,1.13,1.319475619231552,1.3902412907525854,-0.07076567152103341,-0.04031625661998068
LXRX,2020-10-29,1.25,1.25,1.16,1.2,200545,1.2000000000000002,1.3539257318191071,1.4110605940127925,-0.057134862193685125,-0.032703902894717495
LXRX,2020-10-28,1.3,1.3,1.26,1.27,39140,1.2700000000000002,1.3819122285134902,1.4279454415338158,-0.046033213020325585,-0.026596163069975528
LXRX,2020-10-27,1.33,1.33,1.31,1.325,22708,1.3250000000000002,1.4022599064250336,1.440581076856521,-0.03832117043148742,-0.02173690058238801
LXRX,2020-10-26,1.32,1.3499,1.32,1.33,28501,1.3300000000000003,1.4163071621386762,1.4498275630050428,-0.03352040086636654,-0.01759083312011316
LXRX,2020-10-23,1.37,1.375,1.35,1.365,37852,1.3650000000000002,1.4319993734366174,1.4594137680454462,-0.02741439460882877,-0.013608441183549813
LXRX,2020-10-22,1.4,1.4,1.36,1.36,39825,1.3600000000000003,1.4441810776978206,1.4669668694890818,-0.022785791791261282,-0.010156952827230073
LXRX,2020-10-21,1.39,1.41,1.39,1.4,33549,1.4000000000000006,1.4594867281883332,1.4755242190482083,-0.016037490859875048,-0.006999743086222272
LXRX,2020-10-20,1.42,1.4343,1.405,1.41,77355,1.4100000000000006,1.4703024969498482,1.481566156572065,-0.01126365962221687,-0.004740306142809077
LXRX,2020-10-19,1.49,1.5,1.45,1.455,50923,1.4550000000000007,1.481266587304366,1.4872914490978304,-0.006024861793464398,-0.0031094677729571274
LXRX,2020-10-16,1.5,1.51,1.49,1.51,16777,1.510000000000001,1.4860423304506143,1.4898747650256567,-0.003832434575042232,-0.00238061926783031
LXRX,2020-10-15,1.46,1.46,1.43,1.455,49365,1.4550000000000007,1.4816863905325444,1.4882647462277092,-0.00657835569516485,-0.0020176654410272742
LXRX,2020-10-14,1.46,1.48,1.44,1.44,69701,1.4400000000000004,1.4865384615384616,1.490925925925926,-0.0043874643874644015,-0.0008774928774928803
LXRX,2020-10-13,1.49,1.5075,1.48,1.495,19107,1.4950000000000006,1.495,1.495,0.0,0.0
