Symbol,Date,Open,High,Low,Close,Volume,GSKY SMA,GSKY spanTwelveEMA,GSKY spanTwntySixEMA,GSKY_x,GSKY_y
GSKY,2020-11-30,4.44,4.4554,4.3,4.3089,88517,4.3089,4.240513738103949,4.358551706192075,-0.11803796808812628,-0.19458354310966763
GSKY,2020-11-27,4.49,4.49,4.3,4.3256,79058,4.325599999999999,4.228079872304666,4.36252384268744,-0.13444397038277422,-0.21371993686505295
GSKY,2020-11-27,4.49,4.49,4.3,4.3256,79058,4.3256,4.210348939996424,4.3654777501024356,-0.1551288101060111,-0.23353892848562263
GSKY,2020-11-25,4.42,4.46,4.36,4.42,59519,4.42,4.189394201813955,4.3686679701106295,-0.17927376829667366,-0.2531414580805253
GSKY,2020-11-24,4.3,4.31,4.2299,4.31,198665,4.3100000000000005,4.147465874871037,4.364561407719479,-0.2170955328484414,-0.271608380526488
GSKY,2020-11-23,4.16,4.3,4.12,4.29,489963,4.290000000000002,4.117914215756681,4.368926320337037,-0.25101210458035617,-0.28523659244599964
GSKY,2020-11-20,4.19,4.2499,4.16,4.195,124131,4.195000000000003,4.086625891348805,4.375240425964,-0.2886145346151947,-0.2937927144124105
GSKY,2020-11-19,4.1,4.22,4.01,4.21,182559,4.210000000000003,4.066921507957678,4.38965966004112,-0.32273815208344114,-0.2950872593617144
GSKY,2020-11-18,3.8994,4.2,3.86,4.1911,1263594,4.191100000000003,4.040907236677256,4.404032432844409,-0.3631251961671529,-0.28817453618128247
GSKY,2020-11-17,3.6,3.6069999999999998,3.45,3.47,110094,3.470000000000004,4.013599461527667,4.421067027471962,-0.40746756594429545,-0.26943687118481485
GSKY,2020-11-16,3.69,3.71,3.58,3.6199,309463,3.619900000000003,4.11243572725997,4.4971523896697185,-0.3847166624097493,-0.23492919749494467
GSKY,2020-11-13,3.52,3.52,3.4189999999999996,3.42,214260,3.420000000000003,4.201987677670873,4.5673325808432965,-0.3653449031724234,-0.1974823312662437
GSKY,2020-11-12,3.52,3.65,3.51,3.54,701333,3.5400000000000027,4.344167255429215,4.659119187310762,-0.3149519318815459,-0.15551668828969878
GSKY,2020-11-11,3.81,3.82,3.6,3.6001,114928,3.6001000000000016,4.490379483689074,4.748648722295623,-0.25826923860654905,-0.11565787739173675
GSKY,2020-11-10,4.26,4.34,3.72,3.955,254475,3.9550000000000014,4.6522484807234505,4.840532620079271,-0.18828413935582144,-0.08000503708803366
GSKY,2020-11-09,4.4,4.5419,4.33,4.335,186259,4.335000000000003,4.779020931764077,4.911375229685613,-0.13235429792153666,-0.052935261521086935
GSKY,2020-11-06,4.54,4.63,4.32,4.32,72107,4.320000000000003,4.859752010266637,4.957485248060463,-0.09773323779382627,-0.0330805024209745
GSKY,2020-11-05,4.88,5.04,4.81,4.835,85719,4.835000000000003,4.957888739406027,5.008484067905299,-0.05059532849927351,-0.016917318577761565
GSKY,2020-11-04,4.8,4.81,4.75,4.79,23306,4.7900000000000045,4.980232146570757,5.022362793337724,-0.04213064676696643,-0.008497816097383799
GSKY,2020-11-03,4.96,5.03,4.89,4.94,47615,4.940000000000004,5.014819809583623,5.040951816804742,-0.026132007221119302,-8.960842998814115e-05
GSKY,2020-11-02,4.8,4.87,4.795,4.84,26068,4.840000000000004,5.0284234113261,5.049027962149121,-0.020604550823021484,0.006420991267794427
GSKY,2020-10-30,5.02,5.06,4.945,4.98,13042,4.980000000000004,5.062682213385392,5.06575019912105,-0.003067985735659029,0.013177376790498184
GSKY,2020-10-29,4.96,4.97,4.83,4.88,24360,4.880000000000003,5.077715343091826,5.072610215050734,0.005105128041090978,0.017238717422037263
GSKY,2020-10-28,5.08,5.09,4.95,4.96,35686,4.960000000000004,5.113663587290339,5.088019032254792,0.025644555035547082,0.020272114767273614
GSKY,2020-10-27,5.1,5.12,5.02,5.03,33342,5.030000000000004,5.141602421343127,5.098260554835175,0.04334186650795235,0.018929004700205247
GSKY,2020-10-26,5.27,5.27,5.095,5.19,48979,5.190000000000004,5.16189377067824,5.103721399221988,0.05817237145625144,0.012825789248268467
GSKY,2020-10-23,5.47,5.73,5.381,5.725,187305,5.725000000000002,5.156783547165194,5.096819111159748,0.059964436005445876,0.001489143696272505
GSKY,2020-10-22,5.2,5.25,5.13,5.24,17646,5.240000000000004,5.053471464831592,5.046564640052528,0.00690682477906357,-0.013129679381020838
GSKY,2020-10-21,5.15,5.1804,5.09,5.17,17032,5.170000000000004,5.019557185710061,5.031089811256731,-0.011532625546668562,-0.01813880542104194
GSKY,2020-10-20,4.88,5.115,4.88,5.08,41146,5.0800000000000045,4.992203946748256,5.0199769961572684,-0.0277730494090136,-0.01979035038963506
GSKY,2020-10-19,5.08,5.23,5.07,5.2,27270,5.200000000000005,4.9762410279752105,5.015175155849851,-0.0389341278746409,-0.017794675634790647
GSKY,2020-12-01,4.31,4.35,4.23,4.27,31322,4.270000000000004,4.935557578516159,5.000389168317839,-0.06483158980168112,-0.012509812574828083
GSKY,2020-10-15,5.06,5.06,4.961,4.97,31253,4.970000000000004,5.0565680473372785,5.058820301783267,-0.0022522544459882,0.0005706317318849587
GSKY,2020-10-14,5.26,5.28,5.14,5.14,47576,5.140000000000003,5.072307692307692,5.065925925925926,0.006381766381765353,0.0012763532763532483
GSKY,2020-10-13,5.04,5.08,5.0,5.06,37207,5.060000000000003,5.06,5.06,0.0,0.0
