Symbol,Date,Open,High,Low,Close,Volume,LADFF SMA,LADFF spanTwelveEMA,LADFF spanTwntySixEMA,LADFF_x,LADFF_y
LADFF,2020-07-28,0.0717,0.0717,0.0717,0.0717,11305,0.07170000000000003,0.06344225628936047,0.050545934562049866,0.012896321727310596,0.014557763564884151
LADFF,2020-08-17,0.0,0.0,0.0,0.0,0,2.7755575615628914e-17,0.053681909167920386,0.046801791261157286,0.0068801179067631,0.013022234433259942
LADFF,2020-07-27,0.0678,0.0678,0.06417,0.06417,9000,0.06417000000000002,0.05529546160362495,0.048088325241812314,0.007207136361812637,0.011859214818970482
LADFF,2020-07-27,0.0678,0.0678,0.06417,0.06417,9000,0.06417000000000002,0.05666077520306726,0.04927956040908547,0.007381214793981794,0.010963614813972745
LADFF,2020-07-24,0.0528,0.0528,0.0528,0.0528,5000,0.052800000000000034,0.05606680978721077,0.04954033371211617,0.0065264760750945935,0.010076187066197116
LADFF,2020-07-23,0.062,0.062,0.061,0.061,30000,0.061000000000000026,0.05682576212763987,0.05038919788158905,0.006436564246050831,0.009348262502167859
LADFF,2020-07-22,0.0635,0.0635,0.0635,0.0635,10000,0.06350000000000003,0.057852567954156824,0.05136036840887875,0.006492199545278071,0.008777049910789902
LADFF,2020-07-21,0.0675,0.0675,0.064,0.064,21725,0.06400000000000003,0.05879832673044037,0.05229663741562847,0.006501689314811911,0.008321977791594303
LADFF,2020-07-20,0.0593,0.06,0.0575,0.0575,101123,0.05750000000000002,0.058598584156526475,0.052682071681137484,0.005916512475389005,0.007840884728353243
LADFF,2020-07-20,0.0593,0.06,0.0575,0.0575,101123,0.05750000000000001,0.058429571209368564,0.05303895526031248,0.005390615949056085,0.007350830972493812
LADFF,2020-07-20,0.0593,0.06,0.0575,0.0575,101123,0.05750000000000001,0.05828656025408109,0.053369403018807854,0.004917157235273237,0.006864096225049698
LADFF,2020-07-17,0.0552,0.0552,0.0533,0.0533,25000,0.05330000000000002,0.05751939713806861,0.05336426205445172,0.004155135083616895,0.006322303996763138
LADFF,2020-07-16,0.047869999999999996,0.047869999999999996,0.047869999999999996,0.047869999999999996,1000,0.04787000000000001,0.05603487450144267,0.05295727968004788,0.0030775948213947885,0.005673362161689469
LADFF,2020-07-15,0.0552,0.0552,0.0552,0.0552,10000,0.05520000000000001,0.05590643227045149,0.053123407111155437,0.00278302515929605,0.005095294761210785
LADFF,2020-07-14,0.062,0.062,0.058004999999999994,0.058004999999999994,20166,0.058005,0.05622928884422819,0.05348500658440319,0.0027442822598250025,0.004625092260933629
LADFF,2020-07-13,0.0445,0.0518,0.0445,0.0518,26000,0.051800000000000006,0.055547859791270006,0.0533601912818548,0.0021876685094152078,0.004137607510629944
LADFF,2020-07-13,0.0445,0.0518,0.0445,0.0518,26000,0.0518,0.05497126597722847,0.05324462155727296,0.0017266444199555142,0.0036554148924950584
LADFF,2020-07-13,0.0445,0.0518,0.0445,0.0518,26000,0.0518,0.054483378903808714,0.05313761255303051,0.0013457663507781964,0.0031934851841516863
LADFF,2020-07-10,0.05,0.05,0.04824,0.04824,17000,0.048239999999999984,0.05352285907245352,0.05277482643799121,0.0007480326344623117,0.0027043946742138117
LADFF,2020-07-09,0.0525,0.0525,0.05,0.051,106000,0.051,0.05313472690746067,0.052643357812954816,0.000491369094505846,0.002261789558272219
LADFF,2020-07-08,0.0499,0.0499,0.0499,0.0499,5000,0.04989999999999999,0.05263707661400519,0.05244014612310632,0.00019693049089886808,0.0018488177447975487
LADFF,2020-07-07,0.0497,0.0497,0.0497,0.0497,10000,0.0497,0.052185218673389,0.05223717233620955,-5.1953662820548856e-05,0.0014686634632739292
LADFF,2020-07-06,0.04,0.04,0.04,0.04,11000,0.04,0.050310569646713765,0.05133071512611996,-0.0010201454794061882,0.0009709016747379058
LADFF,2020-07-06,0.04,0.04,0.04,0.04,11000,0.04,0.04872432816260396,0.050491402894555525,-0.0017670747319515625,0.00042330639340001214
LADFF,2020-07-06,0.04,0.04,0.04,0.04,11000,0.04,0.047382123829895664,0.04971426193940327,-0.002332138109507602,-0.00012778250718151066
