Symbol,Date,Open,High,Low,Close,Volume,LADFF SMA,LADFF spanTwelveEMA,LADFF spanTwntySixEMA,LADFF_x,LADFF_y
LADFF,2020-08-17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
LADFF,2020-08-17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
LADFF,2020-08-14,0.05685,0.0627,0.05685,0.0627,3000,0.0627,0.009646153846153848,0.004644444444444445,0.005001709401709403,0.0010003418803418806
LADFF,2020-08-13,0.065,0.065,0.06395,0.06395,101000,0.06395,0.018000591715976337,0.009037448559670782,0.008963143156305555,0.002592902135534616
LADFF,2020-08-12,0.0779,0.0779,0.0779,0.0779,1000,0.0779,0.027215885298133825,0.014138378295991462,0.01307750700214236,0.004689823108856165
LADFF,2020-08-11,0.0726,0.0764,0.0726,0.0764,2500,0.0764,0.034782672175344004,0.018750350274066168,0.016032321901277832,0.006958322867340498
LADFF,2020-08-10,0.074937,0.074937,0.074937,0.074937,5000,0.074937,0.04096026107144493,0.02291232432783905,0.018047936743605882,0.009176245642593575
LADFF,2020-08-10,0.074937,0.074937,0.074937,0.074937,5000,0.074937,0.04618745167583802,0.02676600400725838,0.01942144766857964,0.01122528604779079
LADFF,2020-08-10,0.074937,0.074937,0.074937,0.074937,5000,0.074937,0.05061045911032448,0.03033422593264665,0.020276233177677832,0.0130354754737682
LADFF,2020-08-07,0.070225,0.07315,0.070225,0.07315,7500,0.07315000000000002,0.054078080785659184,0.0335057647524506,0.02057231603320857,0.014542843585656275
LADFF,2020-08-06,0.0803,0.0803,0.0803,0.0803,3000,0.08030000000000002,0.058112222203250075,0.036972004400417216,0.02114021780283285,0.015862318429091592
LADFF,2020-08-05,0.0726,0.0726,0.069016,0.069016,108000,0.06901600000000001,0.059789726479673136,0.03934563370409002,0.02044409277558312,0.016778673298389897
LADFF,2020-08-04,0.0713,0.0713,0.0557,0.0557,100000,0.05570000000000001,0.059160537790492664,0.0405570682445278,0.018603469545964854,0.01714363254790489
LADFF,2020-08-03,0.06,0.06,0.06,0.06,5000,0.06000000000000001,0.059289685822724564,0.04199728541159982,0.017292400411124738,0.01717338612054886
LADFF,2020-08-03,0.06,0.06,0.06,0.06,5000,0.06000000000000001,0.059398964926920775,0.04333081982555539,0.016068145101365387,0.01695233791671217
LADFF,2020-08-03,0.06,0.06,0.06,0.06,5000,0.06000000000000001,0.05949143186124065,0.04456557391255129,0.014925857948689362,0.01654704192310761
LADFF,2020-07-31,0.0629,0.0629,0.0598,0.0598,1700,0.05980000000000003,0.059538903882588236,0.04569404991902897,0.013844853963559271,0.01600660433119794
LADFF,2020-07-30,0.0676,0.0676,0.06426799999999999,0.06426799999999999,10000,0.06426800000000002,0.060266457131420814,0.04706989807317497,0.013196559058245842,0.015444595276607522
LADFF,2020-07-29,0.0653,0.07115,0.0653,0.07115,14000,0.07115000000000005,0.061940848341971465,0.04885360932701386,0.013087239014957598,0.01497312402427754
