Symbol,Date,Open,High,Low,Close,Volume,EQXWF SMA,EQXWF spanTwelveEMA,EQXWF spanTwntySixEMA,EQXWF_x,EQXWF_y
EQXWF,2020-08-17,0.7002,0.72072,0.6975399999999999,0.72072,17400,0.72072,0.72072,0.72072,0.0,0.0
EQXWF,2020-08-17,0.7002,0.72072,0.6975399999999999,0.72072,17400,0.72072,0.72072,0.72072,0.0,0.0
EQXWF,2020-08-14,0.71,0.71,0.65,0.66,3915,0.6600000000000001,0.7113784615384616,0.7162222222222222,-0.0048437606837605784,-0.0009687521367521157
EQXWF,2020-08-13,0.7015,0.7017,0.7015,0.7017,3000,0.7017000000000001,0.7098894674556214,0.7151465020576132,-0.005257034601991784,-0.0018264086298000496
EQXWF,2020-08-12,0.63,0.6586,0.62,0.6585300000000001,32356,0.6585300000000001,0.7019880109239873,0.7109526870903826,-0.008964676166395291,-0.003254062137119098
EQXWF,2020-08-11,0.6142,0.73,0.5756,0.58,109810,0.5799999999999998,0.6832206246279893,0.7012524880466506,-0.01803186341866136,-0.006209622393427551
EQXWF,2020-08-10,0.62,0.6241,0.6095,0.6095,12500,0.6094999999999998,0.6718789900698371,0.6944560074506024,-0.02257701738076534,-0.009483101390895109
EQXWF,2020-08-10,0.62,0.6241,0.6095,0.6095,12500,0.6094999999999998,0.6622822223667852,0.6881629698616689,-0.025880747494883668,-0.012762630611692822
EQXWF,2020-08-10,0.62,0.6241,0.6095,0.6095,12500,0.6094999999999998,0.654161880464203,0.682336083205249,-0.02817420274104598,-0.015844945037563455
EQXWF,2020-08-07,0.6101,0.6182,0.5986,0.6,26700,0.5999999999999998,0.6458292834697102,0.6762371140789342,-0.030407830609223918,-0.01875752215189555
EQXWF,2020-08-06,0.58,0.6,0.57,0.6,33678,0.5999999999999998,0.6387786244743702,0.6705899204434576,-0.03181129596908738,-0.02136827691533392
EQXWF,2020-08-05,0.5429999999999999,0.55,0.54,0.55,118300,0.5499999999999999,0.6251203745552363,0.6616573337439422,-0.03653695918870592,-0.02440201337000832
EQXWF,2020-08-04,0.524,0.57,0.524,0.53,34492,0.53,0.6104864707775076,0.6519049386517983,-0.04141846787429071,-0.0278053042708648
EQXWF,2020-08-03,0.54,0.56,0.46,0.46,59563,0.46,0.5873347060425065,0.6376897580109243,-0.05035505196841783,-0.03231525381037541
EQXWF,2020-08-03,0.54,0.56,0.46,0.46,59563,0.4599999999999999,0.5677447512667363,0.6245275537138187,-0.05678280244708245,-0.037208763537716814
EQXWF,2020-08-03,0.54,0.56,0.46,0.46,59563,0.4599999999999999,0.5511686356872384,0.6123403275127951,-0.061171691825556714,-0.042001349195284796
