Symbol,Date,Open,High,Low,Close,Volume,PSRU SMA,PSRU spanTwelveEMA,PSRU spanTwntySixEMA,PSRU_x,PSRU_y
PSRU,2020-08-17,0.0485,0.0485,0.0485,0.0485,2598,0.0485,0.0485,0.0485,0.0,0.0
PSRU,2020-08-17,0.0485,0.0485,0.0485,0.0485,2598,0.0485,0.0485,0.0485,0.0,0.0
PSRU,2020-08-14,0.040999999999999995,0.04785,0.040999999999999995,0.0475,16100,0.0475,0.04834615384615384,0.04842592592592593,-7.977207977208356e-05,-1.5954415954416713e-05
PSRU,2020-08-13,0.0405,0.0485,0.0405,0.0485,76424,0.0485,0.048369822485207103,0.048431412894375865,-6.159040916875469e-05,-2.508161459728431e-05
PSRU,2020-08-12,0.0425,0.052000000000000005,0.0425,0.051,14307,0.051,0.04877446517979063,0.04862167860590357,0.0001527865738870579,1.0492023099584132e-05
PSRU,2020-08-11,0.04375,0.04904,0.0425,0.0425,73868,0.0425,0.04780916284443823,0.0481682209313922,-0.00035905808695396724,-6.341799891112614e-05
PSRU,2020-08-10,0.05255,0.0648,0.05,0.0535,164079,0.0535,0.04868467625298619,0.048563167529066836,0.00012150872391934742,-2.643265434503143e-05
PSRU,2020-08-10,0.05255,0.0648,0.05,0.0535,164079,0.0535,0.04942549529098831,0.04892885882321004,0.0004966364677782691,7.818117007962867e-05
PSRU,2020-08-10,0.05255,0.0648,0.05,0.0535,164079,0.0535,0.0500523421692978,0.04926746187334263,0.0007848802959551718,0.0002195209952547373
PSRU,2020-08-07,0.0699,0.07,0.06,0.065,198537,0.065,0.05235198183555968,0.05043283506790984,0.0019191467676498359,0.0005594461497337571
PSRU,2020-08-06,0.061,0.075,0.06,0.064,135470,0.064,0.05414398463008895,0.05143781024806466,0.002706174382024286,0.000988791796191863
PSRU,2020-08-05,0.0925,0.11875,0.07,0.0909,1134881,0.09089999999999998,0.059798756225459875,0.05436093541487469,0.005437820810585192,0.001878597599070529
PSRU,2020-08-04,0.0741,0.08,0.0655,0.0655,178440,0.06549999999999999,0.06067587065231221,0.055186051310069165,0.005489819342243053,0.002600841947705034
PSRU,2020-08-03,0.085,0.195,0.07200000000000001,0.0755,2265656,0.07549999999999997,0.06295650593657187,0.05669078825006404,0.006265717686507835,0.003333817095465594
PSRU,2020-08-03,0.085,0.195,0.07200000000000001,0.0755,2265656,0.07549999999999997,0.06488627425402235,0.05808406319450374,0.006802211059518615,0.004027495888276198
PSRU,2020-08-03,0.085,0.195,0.07200000000000001,0.0755,2265656,0.07549999999999997,0.06651915513801891,0.059374132587503466,0.007145022550515454,0.00465100122072405
PSRU,2020-07-31,0.0401,0.0401,0.0401,0.0401,3150,0.04009999999999997,0.062454669732169836,0.0579464190625032,0.00450825066966664,0.004622451110512568
PSRU,2020-07-30,0.065,0.065,0.065,0.065,100,0.06499999999999997,0.06284625900414371,0.058468906539354826,0.004377352464788896,0.004573431381367834
PSRU,2020-07-29,0.055,0.055,0.055,0.055,35500,0.054999999999999966,0.06163914223427545,0.058211950499402615,0.0034271917348728392,0.004344183452068835
PSRU,2020-07-28,0.085,0.085,0.08,0.08,35510,0.07999999999999996,0.06446388958284846,0.059825880092039464,0.004638009490809003,0.004402948659816869
PSRU,2020-07-27,0.11,0.11,0.11,0.11,500,0.10999999999999996,0.071469445031641,0.0635424815667032,0.007926963464937806,0.005107751620841056
PSRU,2020-07-27,0.11,0.11,0.11,0.11,500,0.10999999999999996,0.07739722271908084,0.06698377922842888,0.010413443490651958,0.006168889994803237
PSRU,2020-07-27,0.11,0.11,0.11,0.11,500,0.10999999999999996,0.082413034608453,0.07017016595224895,0.012242868656204052,0.0073836857270834
PSRU,2020-07-24,0.109,0.11,0.09,0.11,22100,0.10999999999999996,0.08665718313022946,0.07312052402986012,0.01353665910036933,0.008614280401740587
PSRU,2020-07-23,0.08,0.1,0.071,0.1,936,0.09999999999999996,0.08870992418711722,0.07511159632394457,0.013598327863172666,0.009611089894027003
PSRU,2020-07-22,0.08,0.08,0.07,0.08,5600,0.07999999999999996,0.08736993585063768,0.07547370029994868,0.011896235550688986,0.0100681190253594
PSRU,2020-07-21,0.1,0.1,0.1,0.1,100,0.09999999999999996,0.08931302264284725,0.07729046324069322,0.012022559402154034,0.010459007100718329
PSRU,2020-07-20,0.0551,0.1001,0.0551,0.07,41000,0.06999999999999998,0.08634178839010152,0.07675042892656779,0.009591359463533731,0.01028547757328141
PSRU,2020-07-20,0.0551,0.1001,0.0551,0.07,41000,0.06999999999999998,0.08382766709931667,0.07625039715422942,0.007577269945087242,0.009743836047642576
PSRU,2020-07-20,0.0551,0.1001,0.0551,0.07,41000,0.06999999999999998,0.0817003336994218,0.07578740477243466,0.0059129289269871385,0.008977654623511489
PSRU,2020-07-17,0.1001,0.14,0.1001,0.14,1300,0.14,0.09066951313028,0.08054389330780988,0.010125619822470122,0.009207247663303216
PSRU,2020-07-16,0.15,0.185,0.15,0.185,15688,0.18499999999999994,0.10518189572562152,0.08828138269241655,0.016900513033204986,0.01074590073728357
PSRU,2020-07-15,0.19,0.19,0.19,0.19,150,0.18999999999999995,0.11823083484475667,0.09581609508557087,0.02241473975918581,0.013079668541664018
PSRU,2020-07-14,0.19,0.19,0.19,0.19,1050,0.18999999999999995,0.12927224486864028,0.10279268063478783,0.026479564233852438,0.015759647680101702
PSRU,2020-07-13,0.22399999999999998,0.22399999999999998,0.22399999999999998,0.22399999999999998,1200,0.22399999999999992,0.14384574565808025,0.11177100058776653,0.0320747450703137,0.019022667158144102
PSRU,2020-07-13,0.22399999999999998,0.22399999999999998,0.22399999999999998,0.22399999999999998,1200,0.22399999999999992,0.15617716940299098,0.12008425980348753,0.03609290959950345,0.022436715646415972
PSRU,2020-07-13,0.22399999999999998,0.22399999999999998,0.22399999999999998,0.22399999999999998,1200,0.22399999999999992,0.16661145103330005,0.12778172204026622,0.03882972899303383,0.025715318315739547
PSRU,2020-07-10,0.235,0.27,0.23,0.23,3700,0.23,0.17636353548971545,0.13535344633357985,0.0410100891561356,0.02877427248381876
PSRU,2020-07-09,0.268,0.35600000000000004,0.231,0.231,133914,0.231,0.1847691454143746,0.14243837623479616,0.04233076917957845,0.031485571822970695
PSRU,2020-07-08,0.2737,0.34,0.2736,0.2736,11340,0.27359999999999995,0.1984354307352401,0.1521540520692557,0.04628137866598436,0.03444473319157343
PSRU,2020-07-07,0.2,0.22555,0.2,0.22555,762,0.22555,0.2026069029298185,0.15759078895301454,0.04501611397680397,0.03655900934861954
PSRU,2020-07-06,0.2,0.2,0.2,0.2,200,0.2,0.20220584094061567,0.16073221199353194,0.0414736289470837,0.03754193326831237
PSRU,2020-07-06,0.2,0.2,0.2,0.2,200,0.2,0.20186648079590555,0.16364093703104812,0.03822554376485743,0.03767865536762138
PSRU,2020-07-06,0.2,0.2,0.2,0.2,200,0.2,0.20157932990422775,0.1663342009546742,0.03524512894955359,0.03719195008400783
