Symbol,Date,Open,High,Low,Close,Volume,RZLT SMA,RZLT spanTwelveEMA,RZLT spanTwntySixEMA,RZLT_x,RZLT_y
RZLT,2020-08-17,0.43,0.48,0.43,0.47,100151,0.47,0.47,0.47,0.0,0.0
RZLT,2020-08-17,0.43,0.48,0.43,0.47,100151,0.47,0.47,0.47,0.0,0.0
RZLT,2020-08-14,0.38,0.38,0.3655,0.3655,16700,0.3655,0.4539230769230769,0.4622592592592593,-0.00833618233618233,-0.001667236467236466
RZLT,2020-08-13,0.395,0.39899999999999997,0.325,0.32525,134114,0.32525,0.4341272189349112,0.4521104252400549,-0.017983206305143662,-0.004930430434817905
RZLT,2020-08-12,0.4195,0.4195,0.371,0.4179,107255,0.4179,0.4316307237141557,0.4495763196667175,-0.017945595952561844,-0.007533463538366693
RZLT,2020-08-11,0.355,0.355,0.3406,0.35,71959,0.35000000000000003,0.4190721508350548,0.4422002959877014,-0.02312814515264661,-0.010652399861222676
RZLT,2020-08-10,0.36,0.36,0.34,0.34,9551,0.3400000000000001,0.40690720455273865,0.4346299036923161,-0.02772269913957748,-0.014066459716893638
RZLT,2020-08-10,0.36,0.36,0.34,0.34,9551,0.3400000000000001,0.396613788467702,0.427620281196589,-0.031006492728887062,-0.017454466319292324
RZLT,2020-08-10,0.36,0.36,0.34,0.34,9551,0.3400000000000001,0.3879039748572863,0.4211298899968417,-0.03322591513955542,-0.02060875608334494
RZLT,2020-08-07,0.3497,0.355,0.3402,0.355,197087,0.35500000000000004,0.38284182487924223,0.4162313796267053,-0.03338955474746308,-0.023164915816168568
RZLT,2020-08-06,0.3670000000000001,0.3670000000000001,0.36,0.36,105556,0.3600000000000001,0.3793276979747434,0.4120660922469493,-0.03273839427220593,-0.025079611507376042
RZLT,2020-08-05,0.34,0.34,0.34,0.34,14650,0.3400000000000002,0.37327728290170603,0.4067278631916198,-0.033450580289913816,-0.026753805263883598
RZLT,2020-08-04,0.35,0.35,0.32,0.32,36383,0.3200000000000001,0.36508077783990506,0.4003035770292776,-0.035222799189372545,-0.028447604048981386
RZLT,2020-08-03,0.344,0.344,0.32,0.32,31339,0.3200000000000001,0.3581452735568427,0.3943551639159978,-0.03620989035915506,-0.030000061311016124
RZLT,2020-08-03,0.344,0.344,0.32,0.32,31339,0.3200000000000001,0.35227676993271306,0.3888473739962943,-0.0365706040635812,-0.03131416986152914
RZLT,2020-08-03,0.344,0.344,0.32,0.32,31339,0.3200000000000001,0.347311113019988,0.3837475685150873,-0.03643645549509933,-0.03233862698824318
RZLT,2020-07-31,0.344,0.344,0.31,0.31,12100,0.3100000000000001,0.3415709417861437,0.3782847856621179,-0.036713843875974206,-0.033213670365789386
RZLT,2020-07-30,0.336,0.336,0.318,0.318,4050,0.3180000000000001,0.33794464304981386,0.3738192459834425,-0.0358746029336286,-0.03374585687935723
RZLT,2020-07-29,0.3,0.31,0.3,0.31,2560,0.3100000000000001,0.3336454671959964,0.3690918944291134,-0.03544642723311703,-0.03408597095010919
RZLT,2020-07-28,0.34,0.357525,0.32005,0.357525,50003,0.3575250000000001,0.3373192414735354,0.3682350874343643,-0.030915845960828862,-0.03345194595225313
RZLT,2020-07-27,0.33,0.345,0.33,0.34,119670,0.3400000000000002,0.3377316658622223,0.3661435994762632,-0.02841193361404093,-0.03244394348461069
RZLT,2020-07-27,0.33,0.345,0.33,0.34,119670,0.3400000000000001,0.3380806403449574,0.3642070365520956,-0.026126396207138247,-0.031180434029116202
