Symbol,Date,Open,High,Low,Close,Volume,AGE SMA,AGE spanTwelveEMA,AGE spanTwntySixEMA,AGE_x,AGE_y
AGE,2020-08-17,1.07,1.0758,1.01,1.03,103145,1.03,1.03,1.03,0.0,0.0
AGE,2020-08-17,1.07,1.0758,1.01,1.03,103145,1.03,1.03,1.03,0.0,0.0
AGE,2020-08-14,1.25,1.25,1.17,1.185,42464,1.1849999999999998,1.053846153846154,1.0414814814814817,0.012364672364672423,0.0024729344729344845
AGE,2020-08-13,1.18,1.2315,1.18,1.2183,26608,1.2182999999999995,1.0791467455621302,1.0545791495198902,0.024567596042240014,0.006891866786795591
AGE,2020-08-12,1.3,1.3,1.26,1.29,23080,1.2899999999999998,1.1115857077833409,1.0720177310369354,0.039567976746405664,0.013427088778717606
AGE,2020-08-11,1.3,1.3,1.25,1.275,34882,1.2749999999999997,1.1367263681243656,1.087053454663829,0.04967291346053648,0.02067625371508138
AGE,2020-08-10,1.32,1.3344,1.28,1.28,70440,1.2799999999999998,1.1587684653360015,1.1013457913553977,0.05742267398060408,0.02802553776818592
AGE,2020-08-10,1.32,1.3344,1.28,1.28,70440,1.2799999999999996,1.1774194706689245,1.1145794364401829,0.0628400342287414,0.03498843706029702
AGE,2020-08-10,1.32,1.3344,1.28,1.28,70440,1.2799999999999996,1.1932010905660129,1.126832811518688,0.06636827904732501,0.04126440545770262
AGE,2020-08-07,1.4,1.405,1.35,1.3916,32088,1.3915999999999995,1.2237239997097031,1.146445195850637,0.07727880385906616,0.04846728513797533
AGE,2020-08-06,1.31,1.5198,1.25,1.51,273929,1.5099999999999998,1.2677664612928257,1.1733751813431823,0.09439127994964336,0.05765208410030895
AGE,2020-08-05,1.41,1.49,1.31,1.3672,604972,1.3671999999999995,1.283063928786237,1.1877325753177614,0.09533135346847564,0.06518793797394229
AGE,2020-08-04,1.1,1.11,1.1,1.1,23903,1.1,1.2549002474345083,1.1812338660349644,0.07366638139954396,0.06688362665906263
AGE,2020-08-03,1.12,1.127,1.07,1.07,41745,1.0699999999999998,1.226454055521507,1.1729943204027449,0.05345973511876223,0.06419884835100255
AGE,2020-08-03,1.12,1.127,1.07,1.07,41745,1.0699999999999996,1.2023842008258907,1.1653651114840229,0.0370190893418676,0.05876289654917556
AGE,2020-08-03,1.12,1.127,1.07,1.07,41745,1.0699999999999996,1.1820174006988309,1.1583010291518734,0.023716371546957268,0.05175359154873191
