Symbol,Date,Open,High,Low,Close,Volume,ENZN SMA,ENZN spanTwelveEMA,ENZN spanTwntySixEMA,ENZN_x,ENZN_y
ENZN,2020-08-17,0.24,0.24,0.215,0.2275,9443,0.2275,0.2275,0.2275,0.0,0.0
ENZN,2020-08-17,0.24,0.24,0.215,0.2275,9443,0.2275,0.2275,0.2275,0.0,0.0
ENZN,2020-08-14,0.21100000000000002,0.2132,0.21100000000000002,0.2132,600,0.2132,0.2253,0.22644074074074075,-0.0011407407407407475,-0.00022814814814814952
ENZN,2020-08-13,0.231,0.2427,0.23,0.2427,16106,0.2427,0.2279769230769231,0.2276451303155007,0.00033179276142236697,-0.00011615996623404623
ENZN,2020-08-12,0.2325,0.245,0.2325,0.245,4900,0.245,0.2305958579881657,0.2289306762180562,0.001665181770109464,0.00024010838103465587
ENZN,2020-08-11,0.267,0.267,0.2304,0.24,40357,0.24,0.2320426490669094,0.22975062612782984,0.002292022939079569,0.0006504912926436386
ENZN,2020-08-10,0.2304,0.23275,0.2304,0.2304,17484,0.2304,0.2317899338258464,0.22979872789613875,0.001991205929707668,0.0009186342200564445
ENZN,2020-08-10,0.2304,0.23275,0.2304,0.2304,17484,0.2304,0.2315760978526393,0.2298432665704989,0.0017328312821404126,0.0010814736324732382
ENZN,2020-08-10,0.2304,0.23275,0.2304,0.2304,17484,0.2304,0.231395159721464,0.22988450608379524,0.0015106536376687518,0.001167309633512341
ENZN,2020-08-07,0.1956,0.218,0.1956,0.218,9021,0.21800000000000005,0.22933436591816184,0.2290041722998104,0.00033019361835143196,0.0009998864304801593
ENZN,2020-08-06,0.19,0.19,0.19,0.19,2600,0.19000000000000009,0.22328292500767535,0.2261149743516763,-0.0028320493440009142,0.00023349927558394463
ENZN,2020-08-05,0.19,0.19899999999999998,0.19,0.19899999999999998,180600,0.199,0.21954709039110992,0.2241064577330336,-0.004559367341923692,-0.0007250740479175828
ENZN,2020-08-04,0.172,0.172,0.172,0.172,360,0.172,0.21223215340786225,0.22024672012317928,-0.008014566715317056,-0.0021829725813974775
