Symbol,Date,Open,High,Low,Close,Volume,OCX SMA,OCX spanTwelveEMA,OCX spanTwntySixEMA,OCX_x,OCX_y
OCX,2020-08-17,1.74,1.75,1.67,1.7,15790,1.7,1.7,1.7,0.0,0.0
OCX,2020-08-17,1.74,1.75,1.67,1.7,15790,1.7,1.7,1.7,0.0,0.0
OCX,2020-08-14,1.77,1.8,1.76,1.7679,67733,1.7679000000000002,1.7104461538461535,1.7050296296296297,0.0054165242165242775,0.0010833048433048556
OCX,2020-08-13,1.71,1.72,1.6846,1.71,13644,1.71,1.7103775147928992,1.7053978052126202,0.004979709580279268,0.001862585790699738
OCX,2020-08-12,1.72,1.75,1.68,1.7,51698,1.7000000000000002,1.7087809740555302,1.704997967789463,0.003783006266066869,0.0022466698857731646
OCX,2020-08-11,1.8,1.8,1.7,1.73,135855,1.7300000000000002,1.7120454395854483,1.7068499701754287,0.005195469410019804,0.0028364297906224925
OCX,2020-08-10,1.84,1.88,1.82,1.865,71923,1.865,1.7355769104184566,1.718564787199471,0.01701212321898571,0.005671568476295135
OCX,2020-08-10,1.84,1.88,1.82,1.865,71923,1.8650000000000004,1.7554881549694632,1.7294118399995102,0.026076314969953,0.009752517775026708
OCX,2020-08-10,1.84,1.88,1.82,1.865,71923,1.8650000000000004,1.7723361311280073,1.7394554074069541,0.03288072372105333,0.014378158964232033
OCX,2020-08-07,1.83,1.83,1.78,1.78,82576,1.7800000000000005,1.7735151878775446,1.7424587105619944,0.03105647731555017,0.01771382263449566
OCX,2020-08-06,1.78,1.8,1.76,1.8,75330,1.8000000000000005,1.7775897743579223,1.7467210282981431,0.030868746059779625,0.020344807319552453
OCX,2020-08-05,1.97,2.03,1.83,1.8503,820326,1.8503000000000005,1.7887759629182425,1.7543935447205026,0.034382418197739684,0.023152329495189902
OCX,2020-08-04,1.75,1.76,1.64,1.7127,405596,1.7127000000000006,1.7770719686231282,1.7513051340004653,0.025766834622662715,0.023675230520684466
OCX,2020-08-03,1.35,1.4,1.32,1.35,57058,1.3500000000000003,1.7113685888349544,1.7215788277782087,-0.010210238943254346,0.016898136627896704
OCX,2020-08-03,1.35,1.4,1.32,1.35,57058,1.3500000000000003,1.6557734213218844,1.6940544701650082,-0.038281048843123784,0.005862299533692606
OCX,2020-08-03,1.35,1.4,1.32,1.35,57058,1.3500000000000003,1.6087313565031331,1.6685689538564892,-0.05983759735335625,-0.007277679843717166
OCX,2020-07-31,1.46,1.46,1.41,1.43,43115,1.4300000000000002,1.58123422473342,1.6508971794967493,-0.06966295476332918,-0.01975473482763957
OCX,2020-07-30,1.31,1.3335,1.25,1.3107,140253,1.3107000000000004,1.5396135747744324,1.625697388422916,-0.08608381364848361,-0.033020550591808376
OCX,2020-07-29,1.45,1.47,1.38,1.3998,69574,1.3998000000000006,1.5181037940399045,1.6089642485397369,-0.0908604544998326,-0.04458853137341322
OCX,2020-07-28,1.36,1.4,1.33,1.3601,67415,1.360100000000001,1.4937955180337654,1.5905298597590156,-0.0967343417252502,-0.055017693443780616
OCX,2020-07-27,1.29,1.33,1.29,1.3,27767,1.3000000000000007,1.4639808229516476,1.569009129406496,-0.10502830645484852,-0.0650198160459942
OCX,2020-07-27,1.29,1.33,1.29,1.3,27767,1.3000000000000005,1.4387530040360097,1.5490825272282371,-0.11032952319222766,-0.0740817574752409
OCX,2020-07-27,1.29,1.33,1.29,1.3,27767,1.3000000000000005,1.4174063880304697,1.5306319696557749,-0.1132255816253056,-0.08191052230525385
