Symbol,Date,Open,High,Low,Close,Volume,ENKS SMA,ENKS spanTwelveEMA,ENKS spanTwntySixEMA,ENKS_x,ENKS_y
ENKS,2020-08-17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
ENKS,2020-08-17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
ENKS,2020-08-14,0.0722,0.0722,0.0722,0.0722,401,0.0722,0.011107692307692308,0.005348148148148148,0.00575954415954416,0.001151908831908832
ENKS,2020-08-13,0.075,0.075,0.0722,0.0722,60000,0.0722,0.020506508875739647,0.010300137174211249,0.0102063717015284,0.0029628014058327456
ENKS,2020-08-12,0.085,0.085,0.085,0.085,2500,0.085,0.030428584433318164,0.015833460346491898,0.014595124086826266,0.00528926594203145
ENKS,2020-08-11,0.1,0.1,0.1,0.1,1200,0.1,0.0411318791358846,0.022068018839344342,0.019063860296540253,0.00804418481293321
ENKS,2020-08-10,0.1,0.105,0.1,0.1,23008,0.1,0.050188513114979266,0.0278407581845781,0.02234775493040117,0.010904898836426802
ENKS,2020-08-10,0.1,0.105,0.1,0.1,23008,0.1,0.05785181878959785,0.03318588720794269,0.02466593158165516,0.013657105385472476
ENKS,2020-08-10,0.1,0.105,0.1,0.1,23008,0.1,0.06433615436042894,0.03813508074809508,0.026201073612333863,0.016165899030844755
ENKS,2020-08-07,0.10585,0.10585,0.10495,0.10495,2000,0.10495000000000004,0.07058443830497832,0.04308433402601397,0.02750010427896437,0.01843274008046868
ENKS,2020-08-06,0.111,0.111,0.095,0.095,30000,0.095,0.0743406785657509,0.04692993891297589,0.027410739652775004,0.020228339994929945
ENKS,2020-08-05,0.1425,0.149,0.12,0.14,197433,0.14000000000000004,0.08444211263255846,0.05382401751201472,0.03061809512054375,0.02230629102005271
ENKS,2020-08-04,0.1029,0.1029,0.096,0.096,2550,0.09600000000000004,0.0862202491506264,0.05694816436297659,0.029272084787649814,0.02369944977357213
ENKS,2020-08-03,0.084,0.084,0.0835,0.084,104300,0.08400000000000005,0.08587867235822234,0.058952004039793136,0.02692666831842921,0.024344893482543546
ENKS,2020-08-03,0.084,0.084,0.0835,0.084,104300,0.08400000000000002,0.08558964584157275,0.06080741114795661,0.024782234693616144,0.024432361724758066
