Symbol,Date,Open,High,Low,Close,Volume,IDCBF SMA,IDCBF spanTwelveEMA,IDCBF spanTwntySixEMA,IDCBF_x,IDCBF_y
IDCBF,2020-08-17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
IDCBF,2020-08-17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
IDCBF,2020-08-14,0.60215,0.60215,0.5833,0.5833,50000,0.5833,0.08973846153846153,0.04320740740740741,0.046531054131054135,0.009306210826210828
IDCBF,2020-08-14,0.60215,0.60215,0.5833,0.5833,50000,0.5833,0.16567100591715975,0.08321426611796982,0.08245673979918995,0.023936316620806652
IDCBF,2020-08-12,0.618,0.618,0.618,0.618,1000,0.618,0.23526008192990444,0.12282802418330538,0.11243205774659906,0.041635464845965135
IDCBF,2020-08-11,0.5993,0.5993,0.5993,0.5993,1000,0.5993,0.2912662231714576,0.15812224461417165,0.13314397855728596,0.059937167588229305
IDCBF,2020-08-10,0.55,0.55,0.55,0.55,100,0.5500000000000002,0.331071419606618,0.1871502264946034,0.14392119311201462,0.07673397269298637
IDCBF,2020-08-10,0.55,0.55,0.55,0.55,100,0.55,0.3647527396671383,0.21402798749500315,0.15072475217213513,0.09153212858881613
IDCBF,2020-08-10,0.55,0.55,0.55,0.55,100,0.55,0.3932523181798863,0.23891480323611405,0.15433751494377226,0.10409320585980736
IDCBF,2020-08-07,0.59224,0.59224,0.59,0.59,10145,0.5900000000000001,0.4235211923060576,0.264921114107513,0.1586000781985446,0.1149945803275548
IDCBF,2020-08-06,0.59,0.59,0.59,0.59,1000,0.5900000000000002,0.4491333165666641,0.2890010315810306,0.16013228498563353,0.12402212125917056
IDCBF,2020-08-05,0.600468,0.600468,0.600468,0.600468,900,0.6004680000000001,0.4724155755564081,0.3120726588713246,0.1603429166850835,0.13128628034435316
IDCBF,2020-08-05,0.600468,0.600468,0.600468,0.600468,900,0.600468,0.4921159485477299,0.333435276732708,0.15868067181502193,0.13676515863848693
IDCBF,2020-08-05,0.600468,0.600468,0.600468,0.600468,900,0.600468,0.5087854949250022,0.35321547845621115,0.1555700164687911,0.14052613020454777
IDCBF,2020-08-05,0.600468,0.600468,0.600468,0.600468,900,0.600468,0.5228904957057712,0.37153048005204736,0.1513600156537238,0.14269290729438297
IDCBF,2020-08-05,0.600468,0.600468,0.600468,0.600468,900,0.600468,0.5348254963664217,0.3884888148630068,0.14633668150341494,0.14342166213618937
IDCBF,2020-07-31,0.59,0.59,0.59,0.59,9000,0.5900000000000001,0.5433138815408184,0.4034155693175989,0.13989831222321952,0.1427169921535954
IDCBF,2020-07-31,0.59,0.59,0.59,0.59,9000,0.5900000000000002,0.5504963613037694,0.417236638257036,0.13325972304673345,0.14082553833222303
IDCBF,2020-07-31,0.59,0.59,0.59,0.59,9000,0.5900000000000002,0.5565738441801126,0.4300339243120704,0.1265399198680422,0.13796841463938686
IDCBF,2020-07-28,0.619,0.619,0.619,0.619,1000,0.6190000000000001,0.5661778681524029,0.4440314114000652,0.12214645675233783,0.13480402306197706
IDCBF,2020-07-28,0.619,0.619,0.619,0.619,1000,0.619,0.5743043499751102,0.45699204759265294,0.11731230238245716,0.1313056789260731
IDCBF,2020-07-28,0.619,0.619,0.619,0.619,1000,0.619,0.5811806038250932,0.4689926366598639,0.11218796716522927,0.12748213657390434
IDCBF,2020-07-28,0.619,0.619,0.619,0.619,1000,0.619,0.5869989724673865,0.4801042932035777,0.1068946792638088,0.12336464511188525
IDCBF,2020-07-24,0.61,0.62,0.5953,0.62,9825,0.6199999999999999,0.5920760536262502,0.4904669381514609,0.10160911547478928,0.11901353918446606
IDCBF,2020-07-23,0.65,0.65,0.65,0.65,1000,0.65,0.6009874299914424,0.5022842019920933,0.09870322799934904,0.11495147694744266
IDCBF,2020-07-22,0.615,0.615,0.615,0.615,500,0.6150000000000001,0.6031432099927589,0.5106335203630494,0.09250968962970953,0.11046311948389603
IDCBF,2020-07-22,0.615,0.615,0.615,0.615,500,0.615,0.6049673315323345,0.5183643707065272,0.08660296082580733,0.1056910877522783
IDCBF,2020-07-22,0.615,0.615,0.615,0.615,500,0.615,0.6065108189888985,0.5255225654690067,0.0809882535198918,0.100750520905801
IDCBF,2020-07-22,0.615,0.615,0.615,0.615,500,0.615,0.6078168468367603,0.5321505235824135,0.07566632325434675,0.09573368137551015
IDCBF,2020-07-22,0.615,0.615,0.615,0.615,500,0.615,0.6089219473234125,0.538287521835568,0.07063442548784449,0.09071383019797703
IDCBF,2020-07-22,0.615,0.615,0.615,0.615,500,0.615,0.6098570323505799,0.543969927625526,0.06588710472505388,0.0857484851033924
IDCBF,2020-07-22,0.615,0.615,0.615,0.615,500,0.615,0.6106482581427983,0.5492314144680797,0.061416843674718676,0.08088215681765766
IDCBF,2020-07-22,0.615,0.615,0.615,0.615,500,0.615,0.6113177568900602,0.5541031615445182,0.05721459534554196,0.07614864452323453
IDCBF,2020-07-22,0.615,0.615,0.615,0.615,500,0.615,0.6118842558300509,0.5586140384671465,0.05327021736290438,0.0715729590911685
IDCBF,2020-07-22,0.615,0.615,0.615,0.615,500,0.615,0.6123636010869662,0.562790776358469,0.049572824728497215,0.06717293221863424
IDCBF,2020-07-22,0.615,0.615,0.615,0.615,500,0.615,0.6127692009197406,0.5666581262578416,0.04611107466189901,0.0629605607072872
IDCBF,2020-07-22,0.615,0.615,0.615,0.615,500,0.615,0.6131124007782421,0.5702390057942979,0.04287339498394427,0.058943127562618616
IDCBF,2020-07-10,0.65,0.65,0.65,0.65,1000,0.6500000000000001,0.6187874160431279,0.5761472275873128,0.04264018845581508,0.05568253974125791
IDCBF,2020-07-10,0.65,0.65,0.65,0.65,1000,0.6500000000000002,0.6235893520364928,0.5816178033215861,0.041971548714906826,0.0529403415359877
IDCBF,2020-07-08,0.629,0.629,0.629,0.629,300,0.6290000000000003,0.6244217594154939,0.5851275956681352,0.03929416374735872,0.05021110597826191
IDCBF,2020-07-07,0.67,0.67,0.67,0.67,20000,0.6700000000000004,0.6314337964284948,0.5914144404334585,0.040019355995036365,0.0481727559816168
IDCBF,2020-07-06,0.67,0.67,0.67,0.67,200,0.6700000000000003,0.6373670585164187,0.597235592993943,0.040131465522475714,0.046564497889788586
IDCBF,2020-07-06,0.67,0.67,0.67,0.67,200,0.6700000000000003,0.6423875110523543,0.6026255490684657,0.039761961983888594,0.04520399070860859
IDCBF,2020-07-06,0.67,0.67,0.67,0.67,200,0.6700000000000003,0.646635586275069,0.6076162491374681,0.03901933713760086,0.043967059994407046
