Symbol,Date,Open,High,Low,Close,Volume,EGLX SMA,EGLX spanTwelveEMA,EGLX spanTwntySixEMA,EGLX_x,EGLX_y
EGLX,2021-06-29,6.2318,6.25,6.16,6.25,41009,6.25,5.88469481126465,6.015625000892359,-0.1309301896277093,-0.12011063148227577
EGLX,2021-06-28,5.88,5.94,5.71,5.85,126092,5.85,5.818275686040041,5.996875000963748,-0.1785993149237068,-0.11740574194591738
EGLX,2021-06-25,5.63,5.666,5.61,5.61,3084,5.61,5.812507628956412,6.008625001040847,-0.1961173720844353,-0.10210734870146979
EGLX,2021-06-24,5.78,5.83,5.76,5.76,11675,5.76,5.849327197857577,6.040515001124114,-0.191187803266537,-0.07860484285572861
EGLX,2021-06-23,5.6056,5.6199,5.5,5.5127,37833,5.5127,5.865568506558955,6.062956201214043,-0.1973876946550881,-0.050459102753026494
EGLX,2021-06-22,5.47,5.47,5.35,5.35,10798,5.35,5.929726416842401,6.106976697311167,-0.1772502804687654,-0.013726954777511083
EGLX,2021-06-21,5.55,5.55,5.43,5.46,9022,5.46,6.035131219904656,6.16753483309606,-0.1324036131914034,0.027153876645302732
EGLX,2021-06-18,5.56,5.58,5.53,5.58,4254,5.58,6.139700532614594,6.224137619743744,-0.0844370871291504,0.06704324910447951
EGLX,2021-06-17,5.62,5.73,5.55,5.67,6231,5.67,6.241464265817247,6.275668629323244,-0.0342043635059967,0.104913333162887
EGLX,2021-06-16,5.73,5.83,5.73,5.83,4821,5.83,6.345366859602201,6.324122119669103,0.0212447399330981,0.13969275733010791
EGLX,2021-06-15,6.05,6.1,6.02,6.02,41862,6.02,6.43906992498442,6.363651889242631,0.075418035741789,0.16930476167936037
EGLX,2021-06-14,6.31,6.34,6.2601,6.2601,37780,6.2601,6.515264456799769,6.3911440403820405,0.1241204164177283,0.19277644316375317
EGLX,2021-06-11,6.09,6.25,6.09,6.2,110185,6.2,6.561657994399727,6.401627563612603,0.1600304307871241,0.2099404498502594
EGLX,2021-06-10,6.5,6.64,6.5,6.6,38978,6.6,6.627413993381496,6.417757768701612,0.2096562246798843,0.22241795461604322
EGLX,2021-06-09,6.72,6.72,6.68,6.7086,1372,6.7086,6.632398355814495,6.40317839019774,0.229219965616755,0.22560838710008294
EGLX,2021-06-08,6.85,6.91,6.79,6.91,4330,6.91,6.618543511417131,6.37874466141356,0.239798850003571,0.22470549247091487
EGLX,2021-06-07,6.64,6.64,6.61,6.61,7776,6.61,6.565551422583882,6.336244234326644,0.2293071882572377,0.2209321530877508
EGLX,2021-06-04,6.45,6.5,6.44,6.5,2937,6.5,6.557469863053679,6.3143437730727765,0.243126089980902,0.21883839429537907
EGLX,2021-06-03,6.68,6.68,6.68,6.68,2679,6.68,6.567918929063438,6.299491274918598,0.2684276541448405,0.2127664703739981
EGLX,2021-06-02,6.98,6.98,6.98,6.98,984,6.98,6.547540552529518,6.269050576912086,0.2784899756174317,0.19885117443128747
EGLX,2021-06-01,6.88,6.88,6.88,6.88,2502,6.88,6.468911562080339,6.212174623065053,0.256736939015286,0.17894147413475137
EGLX,2021-06-01,6.88,6.88,6.88,6.88,2502,6.88,6.394168209731309,6.158748592910257,0.2354196168210522,0.1594926079146177
EGLX,2021-05-28,6.55,6.63,6.55,6.63,2193,6.63,6.305835156955183,6.101048480343078,0.2047866766121053,0.14051085568800903
EGLX,2021-05-27,6.27,6.27,6.27,6.27,1722,6.27,6.246896094583399,6.058732358770524,0.188163735812874,0.12444190045698496
EGLX,2021-05-26,6.62,6.62,6.5,6.5,4617,6.5,6.242695384507654,6.041830947472167,0.200864437035487,0.10851144161801245
EGLX,2021-05-25,6.54,6.57,6.54,6.57,1546,6.57,6.195912727145409,6.00517742326994,0.1907353038754689,0.085423192763644
EGLX,2021-05-24,6.7,6.7,6.7,6.7,1107,6.7,6.1278968593536645,5.959991617131535,0.1679052422221296,0.05909516498568778
EGLX,2021-05-21,6.7,6.8829,6.7,6.8829,2506,6.8829,6.023878106508876,5.900790946502058,0.1230871600068184,0.031892645676577305
EGLX,2021-05-20,6.3,6.35,6.3,6.35,3588,6.35,5.867692307692308,5.822222222222223,0.0454700854700851,0.009094017094017026
EGLX,2021-05-19,5.79,5.79,5.75,5.78,4983,5.78,5.78,5.78,0.0,0.0
