Symbol,Date,Open,High,Low,Close,Volume,AGEN SMA,AGEN spanTwelveEMA,AGEN spanTwntySixEMA,AGEN_x,AGEN_y
AGEN,2021-06-29,5.415,5.47,5.415,5.46,59313,5.46,5.238956139186552,4.921213296249993,0.3177428429365587,0.29745433391731135
AGEN,2021-06-28,5.43,5.43,5.41,5.42,45728,5.42,5.19876634631138,4.878110359949993,0.3206559863613867,0.2923822066624995
AGEN,2021-06-25,5.45,5.4611,5.42,5.4562,22757,5.4562,5.158542045640721,4.834759188745992,0.3237828568947289,0.2853137617377776
AGEN,2021-06-24,5.46,5.5,5.4501,5.4699,143195,5.4699,5.104422417575398,4.785043923845671,0.3193784937297268,0.2756964879485398
AGEN,2021-06-23,5.18,5.23,5.18,5.2095,41990,5.2095,5.037971948043651,4.730255437753325,0.3077165102903265,0.264775986503243
AGEN,2021-06-22,5.3,5.35,5.3,5.34,38048,5.34,5.006785029506133,4.69191587277359,0.3148691567325432,0.2540408555564721
AGEN,2021-06-21,5.28,5.3119,5.2784,5.29,45311,5.29,4.94620048941634,4.640069142595478,0.3061313468208615,0.23883378026245433
AGEN,2021-06-18,5.22,5.27,5.2,5.21,285294,5.21,4.883691487492037,4.588074674003116,0.2956168134889205,0.22200938862285252
AGEN,2021-06-17,5.21,5.22,5.14,5.16,129379,5.16,4.824362667036044,4.538320647923366,0.2860420191126778,0.20360753240633547
AGEN,2021-06-16,5.04,5.08,5.0,5.08,22217,5.08,4.763337697406234,4.488586299757236,0.2747513976489983,0.1829989107297499
AGEN,2021-06-15,5.11,5.12,5.1,5.1115,20309,5.1115,4.705762733298276,4.441273203737815,0.2644895295604614,0.16006078899993778
AGEN,2021-06-14,5.16,5.21,5.16,5.2,64856,5.2,4.63199232117069,4.38765506003684,0.2443372611338503,0.13395360385980687
AGEN,2021-06-11,5.07,5.1245,5.0405,5.09,147978,5.09,4.528718197747179,4.322667464839787,0.2060507329073919,0.10635768954129599
AGEN,2021-06-10,5.09,5.0948,5.06,5.0718,33056,5.0718,4.426666960973939,4.26128086202697,0.1653860989469686,0.08143442869977198
AGEN,2021-06-09,4.865,4.96,4.842,4.96,109930,4.96,4.309370044787382,4.196439330989128,0.1129307137982547,0.06044651113797281
AGEN,2021-06-08,4.36,4.47,4.36,4.47,144611,4.47,4.191073689294179,4.135354477468257,0.0557192118259219,0.04732546047290256
AGEN,2021-06-07,4.03,4.1,4.03,4.07,31353,4.07,4.140359814620394,4.108582835665718,0.0317769789546762,0.0452270226346477
AGEN,2021-06-04,4.07,4.07,4.0325,4.0461,34749,4.0461,4.1531525081877385,4.111669462518975,0.0414830456687633,0.04858953355464056
AGEN,2021-06-03,4.03,4.08,4.0201,4.06,56046,4.06,4.172616600585509,4.116915019520493,0.0557015810650156,0.050366155526109846
AGEN,2021-06-02,4.23,4.2863,4.23,4.235,36341,4.235,4.193092346146511,4.121468221082133,0.0716241250643774,0.049032299141383386
AGEN,2021-06-01,4.39,4.4,4.35,4.36,115306,4.36,4.185472772718604,4.112385678768704,0.0730870939498995,0.04338434266063487
AGEN,2021-06-01,4.39,4.4,4.35,4.36,115306,4.36,4.153740549576532,4.092576533070201,0.0611640165063311,0.0359586548383187
AGEN,2021-05-28,4.18,4.24,4.18,4.24,34139,4.24,4.116238831317719,4.071182655715817,0.0450561756019016,0.02965731442131557
AGEN,2021-05-27,4.15,4.19,4.15,4.1682,38113,4.1682,4.093736800648213,4.057677268173083,0.0360595324751304,0.025807599126169038
AGEN,2021-05-26,4.05,4.0528,4.015,4.05,40048,4.05,4.080198037129707,4.048835449626929,0.0313625875027776,0.02324461578892867
AGEN,2021-05-25,4.06,4.08,4.0301,4.039,28537,4.039,4.085688589335108,4.048742285597084,0.0369463037380244,0.021215122860466423
AGEN,2021-05-24,4.2256,4.25,4.22,4.22,53607,4.22,4.094177423759673,4.04952166844485,0.0446557553148228,0.01728232764107692
AGEN,2021-05-21,4.24,4.25,4.23,4.241,90732,4.241,4.071300591715977,4.035883401920438,0.0354171897955382,0.01043897072264045
AGEN,2021-05-20,4.16,4.28,4.1338,4.2629,172004,4.2629,4.040446153846154,4.019474074074074,0.02097207977208,0.004194415954416009
AGEN,2021-05-19,4.0,4.08,3.9876,4.0,668005,4.0,4.0,4.0,0.0,0.0
