Symbol,Date,Open,High,Low,Close,Volume,ATOS SMA,ATOS spanTwelveEMA,ATOS spanTwntySixEMA,ATOS_x,ATOS_y
ATOS,2021-06-29,7.9416,7.96,7.88,7.94,137748,7.94,6.502458909242128,5.439114839998882,1.0633440692432456,0.775943328867759
ATOS,2021-06-28,7.64,7.8,7.58,7.8,505741,7.8,6.241087801831606,5.239044027198792,1.0020437746328137,0.7040931437738873
ATOS,2021-06-25,8.01,8.16,8.01,8.12,316209,8.12,5.957649220346443,5.034167549374696,0.9234816709717472,0.6296054860591557
ATOS,2021-06-24,7.2814,7.34,7.2,7.324,250136,7.324,5.564494533136706,4.787300953324672,0.7771935798120344,0.5561364398310077
ATOS,2021-06-23,6.59,6.77,6.55,6.68,543889,6.68,5.244584448252471,4.5843650295906455,0.6602194186618258,0.500872154835751
ATOS,2021-06-22,6.25,6.26,6.155,6.17,351290,6.17,4.983599802480192,4.416714231957897,0.5668855705222953,0.4610353388792322
ATOS,2021-06-21,5.6,5.69,5.6,5.66,261539,5.66,4.767890675658409,4.276451370514529,0.4914393051438797,0.4345727809684664
ATOS,2021-06-18,5.1282,5.2164,5.08,5.2099,152808,5.2099,4.605688980323574,4.165767480155692,0.4399215001678822,0.42035614992461307
ATOS,2021-06-17,4.66,4.66,4.62,4.63,81337,4.63,4.495832431291497,4.082236878568147,0.4135955527233497,0.41546481236379573
ATOS,2021-06-16,4.64,4.67,4.625,4.6615,59104,4.6615,4.471438327889951,4.038415828853599,0.433022499036352,0.4159321272739072
ATOS,2021-06-15,4.63,4.66,4.57,4.6518,423818,4.6518,4.436881660233578,3.988569095161887,0.4483125650716908,0.41165953433329594
ATOS,2021-06-14,4.41,4.43,4.36,4.37,588454,4.37,4.397805598457865,3.9355106227748378,0.4622949756830268,0.4024962766486972
ATOS,2021-06-11,4.48,4.49,4.2,4.2601,657517,4.2601,4.40286116181384,3.900751472596824,0.5021096892170158,0.38754660189011475
ATOS,2021-06-10,4.15,4.3,4.14,4.2901,513394,4.2901,4.428817736689084,3.8720035904045695,0.556814146284514,0.3589058300583894
ATOS,2021-06-09,5.57,5.8,5.57,5.7869,608973,5.7869,4.454039143359827,3.838555877636936,0.615483265722891,0.30942875100185796
ATOS,2021-06-08,6.3,6.48,6.22,6.4799,549246,6.4799,4.211700805788887,3.682688347847891,0.5290124579409956,0.23291512232159972
ATOS,2021-06-07,4.9,4.97,4.9,4.97,261346,4.97,3.799300952295957,3.4589114156757224,0.3403895366202341,0.15889078841675075
ATOS,2021-06-04,4.5453,4.59,4.5453,4.5797,181734,4.5797,3.5864465799861307,3.33802432892978,0.2484222510563505,0.11351610136587978
ATOS,2021-06-03,3.94,3.96,3.92,3.9501,139295,3.9501,3.4058550490745185,3.238690275244162,0.1671647738303558,0.07978956394326209
ATOS,2021-06-02,3.99,4.0,3.97,3.991,225175,3.991,3.3069014216335217,3.1817774972636954,0.1251239243698263,0.05794576147148852
ATOS,2021-06-01,3.32,3.34,3.32,3.34,140205,3.34,3.1825198619305253,3.117039697044791,0.0654801648857343,0.04115122074690406
ATOS,2021-06-01,3.32,3.34,3.32,3.34,140205,3.34,3.1538871095542573,3.099202872808374,0.0546842367458833,0.03506898471219648
ATOS,2021-05-28,3.16,3.2,3.16,3.195,54406,3.195,3.120048402200485,3.0799391026330443,0.0401092995674412,0.030165171703774772
ATOS,2021-05-27,3.14,3.16,3.13,3.16,31109,3.16,3.1064208389642105,3.070734230843688,0.0356866081205229,0.02767913973785826
ATOS,2021-05-26,3.0,3.01,2.96,2.97,236770,2.97,3.0966791733213395,3.0635929693111823,0.0330862040101571,0.025677272642192196
ATOS,2021-05-25,3.17,3.19,3.16,3.18,78568,3.18,3.119711750288856,3.0710804068560766,0.0486313434327789,0.023825039800200953
ATOS,2021-05-24,3.24,3.26,3.23,3.238,77891,3.238,3.108750250341375,3.0623668394045627,0.0463834109368122,0.017623463892056337
ATOS,2021-05-21,3.26,3.3,3.26,3.29,55069,3.29,3.085250295857988,3.0483161865569275,0.0369341093010606,0.01043347713086737
ATOS,2021-05-20,3.27,3.27,3.24,3.25,29518,3.25,3.048023076923077,3.0289814814814817,0.0190415954415952,0.0038083190883190458
ATOS,2021-05-19,3.09,3.1,3.0,3.0113,422689,3.0113,3.0113,3.0113,0.0,0.0
