Symbol,Date,Open,High,Low,Close,Volume,ADAP SMA,ADAP spanTwelveEMA,ADAP spanTwntySixEMA,ADAP_x,ADAP_y
ADAP,2021-06-29,4.38,4.38,4.3,4.33,12007,4.33,4.283667368760581,4.463776235065661,-0.1801088663050807,-0.20079710306227577
ADAP,2021-06-28,4.35,4.354,4.33,4.354,4866,4.354,4.275243253989777,4.474478333870914,-0.1992350798811371,-0.20596916225157455
ADAP,2021-06-25,4.32,4.35,4.32,4.35,2865,4.35,4.260923845624282,4.484116600580587,-0.2231927549563055,-0.2076526828441839
ADAP,2021-06-24,4.15,4.2,4.15,4.195,8560,4.195,4.2447281811923325,4.494845928627035,-0.250117747434702,-0.20376766481615347
ADAP,2021-06-23,3.9,3.9,3.898,3.898,22432,3.898,4.253769668681848,4.518833602917197,-0.2650639342353491,-0.1921801441615163
ADAP,2021-06-22,3.91,3.95,3.91,3.95,6448,3.95,4.318455062987638,4.568500291150573,-0.2500452281629348,-0.17395919664305806
ADAP,2021-06-21,3.99,4.01,3.99,4.01,15823,4.01,4.385446892621754,4.617980314442619,-0.2325334218208645,-0.15493768876308886
ADAP,2021-06-18,4.16,4.19,4.11,4.11,12974,4.11,4.453709964007528,4.666618739598028,-0.2129087755904999,-0.13553875549864491
ADAP,2021-06-17,4.0,4.0,3.96,4.0,25227,4.0,4.51620268473617,4.711148238765871,-0.1949455540297009,-0.11619625047568113
ADAP,2021-06-16,4.07,4.16,4.07,4.15,14256,4.15,4.610057718324564,4.76804009786714,-0.1579823795425765,-0.09650892458717616
ADAP,2021-06-15,4.48,4.5289,4.48,4.5289,2211,4.5289,4.693704576201757,4.817483305696511,-0.1237787294947541,-0.08114056084832606
ADAP,2021-06-14,4.46,4.48,4.45,4.45,10033,4.45,4.723669044602076,4.840569970152232,-0.1169009255501558,-0.07048101868671905
ADAP,2021-06-11,4.65,4.66,4.6,4.61,6443,4.61,4.773427052711544,4.87181556776441,-0.098388515052866,-0.05887604197085984
ADAP,2021-06-10,4.6,4.62,4.57,4.58,10116,4.58,4.803141062295461,4.892760813185563,-0.0896197508901019,-0.048997923700358284
ADAP,2021-06-09,4.71,4.71,4.7,4.7,6090,4.7,4.843712164531,4.917781678240408,-0.0740695137094071,-0.038842466902922354
ADAP,2021-06-08,4.7,4.7,4.7,4.7,11495,4.7,4.869841648991183,4.93520421249964,-0.0653625635084571,-0.030035705201301152
ADAP,2021-06-07,4.75,4.75,4.75,4.75,8270,4.75,4.900721948807761,4.954020549499611,-0.0532986006918498,-0.02120399062451215
ADAP,2021-06-04,4.74,4.765,4.74,4.765,9414,4.765,4.928125939500082,4.97034219345958,-0.0422162539594976,-0.013180338107677714
ADAP,2021-06-03,4.79,4.85,4.79,4.82,10736,4.82,4.957785201227369,4.986769568936346,-0.0289843677089765,-0.005921359144722496
ADAP,2021-06-02,4.85,4.88,4.85,4.85,10539,4.85,4.982837055995982,5.000111134451253,-0.0172740784552711,-0.00015560700365899486
ADAP,2021-06-01,5.04,5.04,5.005,5.005,9752,5.005,5.006989247995252,5.012120025207354,-0.005130777212102,0.004124010859244052
ADAP,2021-06-01,5.04,5.04,5.005,5.005,9752,5.005,5.007350929448935,5.012689627223943,-0.0053386977750085,0.006437707877080587
ADAP,2021-05-28,4.94,4.97,4.9026,4.9026,20625,4.9026,5.007778371166923,5.013304797401859,-0.0055264262349359,0.009381809290102638
ADAP,2021-05-27,5.02,5.02,5.02,5.02,2474,5.02,5.026901711379091,5.022161181194008,0.0047405301850833,0.01310886817136228
ADAP,2021-05-26,4.84,4.92,4.84,4.85,5735,4.85,5.028156567993471,5.022334075689528,0.0058224923039427,0.015200952667932009
ADAP,2021-05-25,4.95,4.95,4.94,4.95,8380,4.95,5.060548671265011,5.036120801744691,0.0244278695203208,0.01754556775892933
ADAP,2021-05-24,5.17,5.17,5.15,5.15,5179,5.15,5.080648429676832,5.043010465884266,0.0376379637925659,0.015824992318581452
ADAP,2021-05-21,5.13,5.22,5.13,5.2,13282,5.2,5.068039053254438,5.034451303155008,0.0335877500994303,0.01037174945008534
ADAP,2021-05-20,5.38,5.38,5.28,5.2863,53434,5.2863,5.044046153846154,5.021207407407408,0.0228387464387465,0.004567749287749301
ADAP,2021-05-19,5.0,5.05,5.0,5.0,13886,5.0,5.0,5.0,0.0,0.0
