Symbol,Date,Open,High,Low,Close,Volume,CBWTF SMA,CBWTF spanTwelveEMA,CBWTF spanTwntySixEMA,CBWTF_x,CBWTF_y
CBWTF,2020-09-24,0.0989,0.0989,0.09,0.0912,297990,0.0912,0.11316359626347798,0.12758908555629228,-0.0144254892928143,-0.01226805085966359
CBWTF,2020-09-23,0.1067,0.1067,0.1,0.1,106686,0.1,0.11715697740229215,0.13050021240079568,-0.013343234998503524,-0.011728691251375909
CBWTF,2020-09-22,0.0961,0.1068,0.0922,0.10544,201078,0.10544,0.12027642783907255,0.13294022939285932,-0.012663801553786784,-0.011325055314594004
CBWTF,2020-09-21,0.11599999999999999,0.11599999999999999,0.10099999999999999,0.10099999999999999,108479,0.101,0.12297396017344935,0.13514024774428804,-0.01216628757083868,-0.010990368754795813
CBWTF,2020-09-18,0.11800000000000001,0.11800000000000001,0.1123,0.1165,200461,0.11650000000000005,0.12696922565953106,0.1378714675638311,-0.010902241904300029,-0.010696389050785092
CBWTF,2020-09-17,0.11595,0.1249,0.11595,0.1223,106069,0.12230000000000005,0.12887272123399127,0.13958118496893754,-0.0107084637349463,-0.010644925837406357
CBWTF,2020-09-16,0.12,0.128,0.12,0.1261,64973,0.1261,0.1300677614583533,0.14096367976645255,-0.010895918308099243,-0.010629041363021379
CBWTF,2020-09-15,0.11885,0.1244,0.11660999999999999,0.1212,117332,0.1212,0.13078917263259934,0.14215277414776875,-0.01136360151516938,-0.010562322126751912
CBWTF,2020-09-14,0.121,0.132,0.121,0.1285,49881,0.1285,0.13253265856579927,0.14382899607959024,-0.011296337513790972,-0.010362002279647538
CBWTF,2020-09-11,0.1271,0.1271,0.11599999999999999,0.1224,27898,0.1224,0.1332658692141264,0.14505531576595745,-0.011789446551831062,-0.01012841847111168
CBWTF,2020-09-10,0.11755,0.12944,0.11755,0.122,75266,0.122,0.13524148179851306,0.14686774102723404,-0.011626259228721014,-0.009713161450931833
