Symbol,Date,Open,High,Low,Close,Volume,PHX SMA,PHX spanTwelveEMA,PHX spanTwntySixEMA,PHX_x,PHX_y
PHX,2020-09-24,1.67,1.68,1.6101,1.65,23115,1.65,1.7670262976621496,1.871290617284863,-0.1042643196227131,-0.10446131535958932
PHX,2020-09-23,1.7,1.72,1.7,1.72,1436,1.7200000000000002,1.788303806327995,1.888993866667652,-0.10069006033965656,-0.10451056429380831
PHX,2020-09-22,1.72,1.76,1.72,1.74,3048,1.74,1.8007226802058125,1.902513376001064,-0.10179069579525146,-0.10546569028234615
PHX,2020-09-21,1.77,1.77,1.73,1.739,4325,1.739,1.81176316751596,1.9155144460811488,-0.10375127856518884,-0.1063844389041198
PHX,2020-09-18,1.74,1.74,1.74,1.74,3329,1.74,1.824992834337044,1.9296356017676408,-0.10464276743059696,-0.10704272898885253
PHX,2020-09-17,1.76,1.8,1.7590000000000001,1.8,3395,1.8,1.840446076943779,1.944806449909052,-0.1043603729652729,-0.10764271937841646
PHX,2020-09-16,1.78,1.8116,1.77,1.81,9456,1.8100000000000005,1.847799909115375,1.956390965901776,-0.10859105678640102,-0.1084633059817023
PHX,2020-09-15,1.79,1.8,1.7899,1.8,7729,1.8000000000000005,1.8546726198636247,1.968102243173918,-0.11342962331029338,-0.1084313682805276
PHX,2020-09-14,1.82,1.82,1.7993,1.7993,1876,1.7993000000000003,1.8646130962024652,1.9815504226278315,-0.11693732642536615,-0.1071818045230862
PHX,2020-09-11,1.77,1.77,1.73,1.73,2873,1.7300000000000002,1.8764882046029137,1.996130456438058,-0.11964225183514432,-0.10474292404751614
PHX,2020-09-10,1.78,1.81,1.75,1.7866,12954,1.7866000000000004,1.903122423621625,2.0174208929531026,-0.11429846933147747,-0.1010180921006091
PHX,2020-09-09,1.92,1.92,1.82,1.84,15893,1.8400000000000007,1.924308318825557,2.035886564389351,-0.11157824556379392,-0.097697997792892
PHX,2020-09-08,1.89,1.91,1.82,1.82,27517,1.820000000000001,1.9396371040665672,2.051557489540499,-0.1119203854739319,-0.0942279358501665
PHX,2020-09-08,1.89,1.91,1.82,1.82,27517,1.820000000000001,1.961389304805943,2.0700820887037388,-0.1086927838977958,-0.08980482344422513
PHX,2020-09-04,1.97,2.0,1.93,1.964,37984,1.9640000000000009,1.9870964511342963,2.090088655800038,-0.10299220466574166,-0.08508283333083247
PHX,2020-09-03,2.04,2.2,1.8693,1.92,463656,1.9200000000000004,1.9912958058859864,2.100175748264041,-0.10887994237805464,-0.08060549049710516
PHX,2020-09-02,1.8,1.8201,1.8,1.81,14728,1.8100000000000005,2.0042586796834385,2.1145898081251646,-0.1103311284417261,-0.07353687752686779
PHX,2020-09-01,1.89,1.89,1.8,1.8301,15989,1.8301000000000005,2.039578439625882,2.1389569927751784,-0.09937855314929588,-0.0643383147981532
PHX,2020-08-31,1.91,1.93,1.87,1.88,10468,1.88,2.0776654286487704,2.1636655521971924,-0.08600012354842246,-0.05557825521036742
PHX,2020-08-28,1.95,2.08,1.87,1.9,178505,1.9000000000000004,2.113604597494001,2.186358796372968,-0.07275419887896639,-0.04797278812585377
PHX,2020-08-27,2.22,2.22,2.15,2.15,7515,2.150000000000001,2.1524417970383647,2.2092675000828046,-0.0568257030444399,-0.04177743543757549
PHX,2020-08-26,2.11,2.11,2.0773,2.0773,3713,2.077300000000001,2.152885760136249,2.2140089000894285,-0.06112313995317953,-0.038015368535859385
PHX,2020-08-25,2.02,2.05,2.01,2.05,8114,2.0500000000000016,2.1666286256155667,2.2249456120965827,-0.05831698648101603,-0.03223842568152935
PHX,2020-08-24,2.07,2.1,2.05,2.07,19994,2.0700000000000007,2.1878338302729423,2.2389412610643094,-0.05110743079136704,-0.02571878548165768
PHX,2020-08-21,2.13,2.13,2.07,2.11,5936,2.1100000000000017,2.209258163049841,2.252456561949454,-0.04319839889961319,-0.01937162415423034
PHX,2020-08-20,2.12,2.134,2.0725,2.1092,16545,2.1092000000000017,2.227305101786176,2.2638530869054105,-0.03654798511923474,-0.013414930467884627
PHX,2020-08-19,2.15,2.1708,2.15,2.16,6433,2.160000000000001,2.2487787566563897,2.2762253338578438,-0.027446577201453604,-0.007631666805047098
PHX,2020-08-18,2.15,2.19,2.15,2.1701,6495,2.170100000000001,2.264920348775733,2.2855233605664704,-0.0206030117907372,-0.0026779392059453604
PHX,2020-08-17,2.2,2.2,2.11,2.15,32218,2.1500000000000017,2.2821604121895027,2.294757229411788,-0.012596817222285228,0.0018033289402527106
PHX,2020-08-14,2.21,2.29,2.15,2.2081,25159,2.208100000000002,2.3061895780421398,2.3063378077647307,-0.00014822972259143086,0.005403365480887196
PHX,2020-08-13,2.34,2.34,2.26,2.2968,7255,2.296800000000003,2.3240240467770743,2.314196832385909,0.009827214391164407,0.006791264281756741
PHX,2020-08-12,2.41,2.41,2.3,2.31,7923,2.310000000000003,2.3289738734638146,2.3155885789767816,0.013385294487032516,0.006032276754404603
PHX,2020-08-11,2.43,2.48,2.42,2.45,5333,2.450000000000004,2.3324236686390534,2.3160356652949243,0.016388003344129043,0.0041940223212475125
PHX,2020-08-10,2.39,2.4,2.36,2.3718,3922,2.371800000000003,2.3110461538461538,2.305318518518518,0.00572763532763565,0.0011455270655271299
PHX,2020-08-07,2.32,2.32,2.27,2.3,7128,2.300000000000003,2.3,2.3,0.0,0.0
