Symbol,Date,Open,High,Low,Close,Volume,GMHIW SMA,GMHIW spanTwelveEMA,GMHIW spanTwntySixEMA,GMHIW_x,GMHIW_y
GMHIW,2020-09-24,3.01,3.26,2.94,2.97,45563,2.97,3.7423624371861983,3.379989433124908,0.3623730040612903,0.48201550617857686
GMHIW,2020-09-23,3.95,4.1,3.75,3.7891,36797,3.7891,3.882791971220053,3.4127885877749007,0.4700033834451518,0.5119261317078985
GMHIW,2020-09-22,4.01,4.2,4.0,4.0,9392,4.0,3.899826875078244,3.382683674796892,0.5171432002813514,0.5224068187735851
GMHIW,2020-09-21,3.99,3.9999,3.79,3.8,44622,3.799999999999999,3.8816135796379236,3.3332983687806435,0.5483152108572806,0.5237227233966432
GMHIW,2020-09-18,4.39,4.39,4.08,4.2194,22242,4.219399999999999,3.896452412299365,3.2959622382830953,0.6004901740162696,0.5175746015314839
GMHIW,2020-09-17,4.05,4.23,4.0,4.12,36060,4.119999999999999,3.8377346690810668,3.2220872173457424,0.6156474517353248,0.4968457084102874
GMHIW,2020-09-16,4.6,4.74,4.51,4.6571,46722,4.657099999999999,3.7864136998230786,3.1502541947334017,0.6361595050896773,0.46714527257902816
GMHIW,2020-09-15,5.0,5.0,4.61,4.65,54288,4.649999999999999,3.6281070997909124,3.029706530312074,0.5984005694788381,0.424891714451366
GMHIW,2020-09-14,4.4,4.5,4.2,4.4999,125775,4.4998999999999985,3.442308390661987,2.90008305273704,0.5422253379249473,0.38151450069449777
GMHIW,2020-09-11,4.25,4.25,4.02,4.15,71431,4.149999999999999,3.250019007145984,2.7720976969560027,0.4779213101899815,0.34133679138688544
GMHIW,2020-09-10,4.18,4.18,3.78,3.9932,131846,3.993199999999998,3.0863860993543453,2.661865512712483,0.4245205866418624,0.30719066168611153
GMHIW,2020-09-09,3.4,3.66,3.35,3.66,102632,3.6599999999999984,2.9215108446914986,2.555358753729481,0.36615209096201706,0.2778581804471738
GMHIW,2020-09-08,3.25,3.25,3.09,3.1,41455,3.0999999999999983,2.7872400891808615,2.46698745402784,0.32025263515302216,0.2557847028184629
GMHIW,2020-09-08,3.25,3.25,3.09,3.1,41455,3.099999999999997,2.7303746508501097,2.416346450350068,0.3140282005000423,0.2396677197348232
GMHIW,2020-09-04,3.35,3.35,2.98,2.98,89697,2.9799999999999973,2.663170041913766,2.3616541663780724,0.3015158755356935,0.2210775995435185
GMHIW,2020-09-03,3.3,3.3,3.1,3.15,40746,3.149999999999997,2.605564594988996,2.3121864996883184,0.2933780953006777,0.2009680305454747
GMHIW,2020-09-02,3.12,3.5,2.9,2.9,154699,2.899999999999997,2.506576339532449,2.2451614196633836,0.2614149198690661,0.17786551435667394
GMHIW,2020-09-01,2.75,2.75,2.6,2.63,29140,2.6299999999999977,2.4350447649019853,2.192774333236454,0.2422704316655313,0.15697816297857603
GMHIW,2020-08-31,2.9,2.9,2.6647,2.7,27208,2.6999999999999984,2.3995983585205285,2.1577962798953703,0.2418020786251578,0.1356550958068372
GMHIW,2020-08-28,2.96,2.96,2.75,2.75,29086,2.7499999999999982,2.344979878251533,2.114419982287,0.2305598959645332,0.10911835010225696
GMHIW,2020-08-27,3.0,3.0,2.7,2.76,36401,2.759999999999998,2.271339856115448,2.06357358086996,0.20776627524548807,0.07875796363668788
GMHIW,2020-08-26,3.42,3.42,2.91,2.91,47292,2.9099999999999984,2.182492557227348,2.0078594673395567,0.17463308988779105,0.046505885734487835
GMHIW,2020-08-25,3.2,3.3,2.94,2.98,201611,2.979999999999998,2.050218476723229,1.9356882247267213,0.11453025199650768,0.014474084696161921
GMHIW,2020-08-24,2.59,2.6,2.1,2.3645,212390,2.3644999999999983,1.8811672906729076,1.8521432827048592,0.029024007968048163,-0.01053995712892452
GMHIW,2020-08-21,1.73,2.1,1.73,1.9502,25432,1.9501999999999984,1.7932886162497996,1.8111547453212482,-0.017866129071448356,-0.020430948403167743
GMHIW,2020-08-20,1.6913,1.6913,1.65,1.6801,1500,1.6800999999999984,1.764759273749763,1.8000311249469478,-0.03527185119718479,-0.021072153236097534
GMHIW,2020-08-19,1.725,1.725,1.725,1.725,333,1.7249999999999983,1.7801518689769928,1.809625614942704,-0.029473745965710837,-0.017522228745825718
GMHIW,2020-08-18,1.74,1.74,1.74,1.74,7781,1.739999999999998,1.7901794815182643,1.81639566413812,-0.0262161826198557,-0.01453434944085438
GMHIW,2020-08-17,1.72,1.76,1.72,1.75,10164,1.749999999999998,1.7993030236124945,1.8225073172691697,-0.023204293656675427,-0.01161389114610405
GMHIW,2020-08-14,1.75,1.75,1.75,1.75,300,1.7499999999999982,1.8082672097238568,1.8283079026507036,-0.020040692926846626,-0.008716290518461262
GMHIW,2020-08-13,1.85,1.85,1.75,1.75,5300,1.7499999999999982,1.8188612478554675,1.83457253486276,-0.01571128700729241,-0.005885189916364865
GMHIW,2020-08-13,1.85,1.85,1.75,1.75,5300,1.7499999999999982,1.83138147473828,1.841338337651781,-0.009956862913500952,-0.003428665643632979
GMHIW,2020-08-11,1.9,1.9,1.9,1.9,200,1.899999999999998,1.846178106508876,1.8486454046639231,-0.002467298155047315,-0.0017966163261659853
GMHIW,2020-08-10,1.91,1.91,1.75,1.75,3877,1.7499999999999982,1.836392307692308,1.8445370370370366,-0.008144729344729429,-0.0016289458689457083
GMHIW,2020-08-07,1.95,1.95,1.85,1.8521,51352,1.8520999999999983,1.8521,1.8521,0.0,0.0
