Symbol,Date,Open,High,Low,Close,Volume,AHT SMA,AHT spanTwelveEMA,AHT spanTwntySixEMA,AHT_x,AHT_y
AHT,2020-09-24,1.46,1.485,1.43,1.4727,59119,1.4727,1.9813219147856425,2.439747810455437,-0.4584258956697949,-0.40339637248085347
AHT,2020-09-23,1.72,1.72,1.35,1.5,512548,1.4999999999999998,2.0737986265648503,2.517111635291872,-0.4433130087270221,-0.38963899168361815
AHT,2020-09-22,1.84,1.8689,1.77,1.78,128797,1.7799999999999998,2.1781256495766406,2.5984805661152217,-0.4203549165385807,-0.3762204874227673
AHT,2020-09-21,2.0,2.0,1.82,1.87,145524,1.87,2.2505121313178487,2.66395901140444,-0.4134468800865907,-0.36518688014381384
AHT,2020-09-18,2.08,2.09,1.9823,2.01,152771,2.01,2.319696155193821,2.7274757323167944,-0.4077795771229735,-0.3531218801581195
AHT,2020-09-17,2.06,2.06,1.98,2.0049,68353,2.0049,2.376004547047243,2.7848737909021377,-0.40886924385489465,-0.33945745591690596
AHT,2020-09-16,2.15,2.1821,1.97,1.99,138519,1.99,2.4434781010558324,2.847271694174309,-0.4037935931184764,-0.3221045089324088
AHT,2020-09-15,1.89,2.02,1.89,1.97,55670,1.97,2.525928664884165,2.9158534297082537,-0.3899247648240882,-0.3016822378858919
AHT,2020-09-14,1.9,1.94,1.78,1.94,132056,1.94,2.6270066039540136,2.9915217040849136,-0.3645151001309004,-0.2796216061513427
AHT,2020-09-11,2.25,2.2502,2.11,2.1116,159818,2.1116000000000006,2.751916895582016,3.075643440411707,-0.3237265448296909,-0.2583982326564534
AHT,2020-09-10,2.46,2.49,2.32,2.3247,254807,2.324700000000001,2.8683381493242015,3.1527669156446434,-0.28442876632044234,-0.24206615461314404
AHT,2020-09-09,2.4,2.57,2.32,2.5501,262544,2.5501000000000005,2.9671814492013286,3.219012268896215,-0.2518308196948862,-0.23147550168631956
AHT,2020-09-08,2.91,2.99,2.8,2.88,86411,2.8800000000000003,3.0430144399652064,3.272525250407912,-0.2295108104427057,-0.22638667218417788
AHT,2020-09-08,2.91,2.99,2.8,2.88,86411,2.88,3.0726534290497893,3.303927270440545,-0.2312738413907556,-0.2256056376195459
AHT,2020-09-04,2.92,3.0010000000000003,2.92,2.9603,13815,2.9603,3.1076813252406605,3.3378414520757884,-0.2301601268351279,-0.2241885866767435
AHT,2020-09-03,2.99,3.15,2.95,3.116,84925,3.116,3.134477929829872,3.368044768241852,-0.23356683841198,-0.22269570163714736
AHT,2020-09-02,3.01,3.04,2.8799,2.92,60241,2.9199999999999995,3.137837553435303,3.3882083497012,-0.2503707962658965,-0.21997791744343917
AHT,2020-09-01,3.14,3.14,3.03,3.11,81626,3.1099999999999994,3.1774443813326307,3.425665017677296,-0.24822063634466485,-0.2123796977378247
AHT,2020-08-31,3.13,3.2162,3.07,3.13,71299,3.1299999999999994,3.189706996120382,3.4509182190914798,-0.26121122297109745,-0.20341946308611453
AHT,2020-08-28,2.84,2.9273,2.7409,2.7929,31985,2.7928999999999995,3.200562813596815,3.4765916766187974,-0.2760288630219825,-0.18897152311486867
AHT,2020-08-27,2.71,2.94,2.7,2.8564,104224,2.8563999999999994,3.2746833251598724,3.531287010748301,-0.25660368558842883,-0.1672071881380902
AHT,2020-08-26,2.92,2.9345,2.82,2.84,99340,2.839999999999999,3.350734838825304,3.585277971608165,-0.2345431327828611,-0.14485806377550556
AHT,2020-08-25,3.13,3.14,3.03,3.09,43360,3.089999999999999,3.4435957186117228,3.6449002093368184,-0.20130449072509515,-0.12243679652366665
AHT,2020-08-24,3.11,3.15,3.01,3.1001,165716,3.1000999999999994,3.5078858492683995,3.689292226083764,-0.1814063768153642,-0.1027198729733094
AHT,2020-08-21,3.33,3.4,3.26,3.28,71943,3.279999999999999,3.582028730953563,3.7364276041704647,-0.15439887321690238,-0.08304824701279559
AHT,2020-08-20,3.33,3.4,3.3,3.34,96861,3.3399999999999994,3.636943045672393,3.772941812504102,-0.13599876683170953,-0.065210590461769
AHT,2020-08-19,3.33,3.35,3.26,3.27,127058,3.27,3.6909326903401007,3.807577157504431,-0.11664446716432984,-0.04751354636928397
AHT,2020-08-18,3.44,3.54,3.41,3.44,111972,3.4399999999999986,3.767465906765574,3.8505833301047847,-0.0831174233392109,-0.030230816170522385
AHT,2020-08-17,3.63,3.64,3.48,3.5601,183415,3.560099999999999,3.8270051625411328,3.883429996513168,-0.0564248339720348,-0.017009164378350254
AHT,2020-08-14,3.58,3.65,3.51,3.65,87279,3.649999999999999,3.875533373912248,3.9092963962342213,-0.033763022321973146,-0.0071552469799290065
AHT,2020-08-13,3.71,3.84,3.68,3.77,60941,3.769999999999999,3.9165394418962927,3.930040107932959,-0.013500666036666331,-0.000503303144417972
AHT,2020-08-12,3.91,3.98,3.76,3.82,81055,3.819999999999999,3.943182976786528,3.942843316567596,0.00033966021893139237,0.0027460375786441176
AHT,2020-08-11,4.18,4.18,3.99,4.0555,243697,4.0554999999999986,3.965579881656805,3.952670781893004,0.012909099763801724,0.0033476319185721873
AHT,2020-08-10,3.97,4.03,3.94,4.0,45935,3.9999999999999982,3.949230769230769,3.9444444444444438,0.004786324786325125,0.0009572649572650249
AHT,2020-08-07,3.91,3.99,3.85,3.94,60755,3.9399999999999977,3.94,3.94,0.0,0.0
