Symbol,Date,Open,High,Low,Close,Volume,APM SMA,APM spanTwelveEMA,APM spanTwntySixEMA,APM_x,APM_y
APM,2020-09-24,1.48,1.5,1.3869,1.43,68052,1.43,1.6933397644837893,2.018698637851488,-0.3253588733676991,-0.3741137870474107
APM,2020-09-23,1.58,1.72,1.58,1.63,76860,1.6299999999999997,1.74121972166266,2.065794528879607,-0.3245748072169472,-0.3863025154673387
APM,2020-09-22,1.63,1.75,1.63,1.72,10250,1.7199999999999998,1.761441489237689,2.100658091189976,-0.33921660195228664,-0.40173444252993656
APM,2020-09-21,1.7,1.7899,1.57,1.7899,15061,1.7899,1.7689763054627234,2.131110738485174,-0.3621344330224505,-0.4173639026743489
APM,2020-09-18,1.67,1.72,1.66,1.67,6928,1.6700000000000002,1.7651719973650368,2.158407597563988,-0.3932356001989512,-0.4311712700873235
APM,2020-09-17,1.65,1.74,1.65,1.74,14800,1.7400000000000002,1.7824759968859525,2.1974802053691067,-0.41500420848315467,-0.4406551875594165
APM,2020-09-16,1.6,1.62,1.57,1.62,13475,1.6200000000000003,1.7901989054106708,2.2340786217986355,-0.4438797163879644,-0.447067932328482
APM,2020-09-15,1.63,1.63,1.56,1.56,19158,1.5600000000000005,1.821144160939884,2.2832049115425264,-0.4620607506026422,-0.4478649863136114
APM,2020-09-14,1.7,1.7,1.55,1.55,51099,1.5500000000000005,1.8686249174744085,2.3410613044659287,-0.4724363869915202,-0.4443160452413536
APM,2020-09-11,1.83,1.83,1.68,1.76,22089,1.7600000000000005,1.9265567206515737,2.404346208823203,-0.4777894881716294,-0.4372859598038119
APM,2020-09-10,1.55,1.67,1.5398,1.65,25914,1.65,1.9568397607700416,2.455893905529059,-0.4990541447590173,-0.4271600777118575
APM,2020-09-09,1.61,1.61,1.54,1.54,15572,1.5400000000000005,2.012628808182777,2.520365417971384,-0.5077366097886071,-0.40918656095006745
APM,2020-09-08,1.51,1.6101,1.51,1.6101,5578,1.6101000000000003,2.098561318761463,2.5987946514090945,-0.5002333326476314,-0.3845490487404325
APM,2020-09-08,1.51,1.6101,1.51,1.6101,5578,1.6101000000000003,2.187372467627184,2.6778902235218216,-0.4905177558946381,-0.3556279777636328
APM,2020-09-04,1.65,1.6867,1.53,1.55,74610,1.5500000000000007,2.292331098104854,2.763313441403568,-0.4709823432987137,-0.32190553323088156
APM,2020-09-03,1.67,1.73,1.67,1.7269999999999999,27218,1.7270000000000003,2.427300388669373,2.860378516715853,-0.43307812804648016,-0.28463633071392336
APM,2020-09-02,1.93,1.96,1.76,1.76,75292,1.760000000000001,2.554627732063804,2.951048798053121,-0.3964210659893168,-0.24752588138078413
APM,2020-09-01,2.28,2.56,2.09,2.13,1106967,2.130000000000001,2.6991055015299503,3.0463327018973705,-0.34722720036742016,-0.21030208522865085
APM,2020-08-31,2.12,2.15,2.0205,2.08,18995,2.080000000000001,2.8025792290808504,3.11963931804916,-0.3170600889683097,-0.17607080644395848
APM,2020-08-28,2.2324,2.2324,2.15,2.17,41140,2.170000000000001,2.9339572707319146,3.202810463493093,-0.2688531927611786,-0.14082348581287066
APM,2020-08-27,2.92,2.92,2.26,2.3,58054,2.3000000000000007,3.0728585926831715,3.2854353005725403,-0.2125767078893688,-0.10881605907579368
APM,2020-08-26,2.98,2.989,2.88,2.97,13375,2.970000000000001,3.2133783368073843,3.3642701246183435,-0.15089178781095924,-0.08287589687239989
APM,2020-08-25,2.79,2.87,2.78,2.85,5294,2.850000000000002,3.257628943499636,3.3958117345878107,-0.138182791088175,-0.06587192413776005
APM,2020-08-24,2.89,2.97,2.89,2.9,2914,2.9000000000000017,3.331743296863205,3.4394766733548354,-0.10773337649162996,-0.04779420740015641
APM,2020-08-21,3.2,3.2421,3.18,3.18,2950,3.180000000000002,3.410242078111061,3.4826348072232216,-0.0723927291121611,-0.03280941512728791
APM,2020-08-20,3.29,3.29,3.22,3.25,9550,3.2500000000000013,3.452104274131253,3.50684559180108,-0.054741317669826366,-0.02291358663106972
APM,2020-08-19,3.31,3.37,3.31,3.32,3734,3.320000000000001,3.4888505057914814,3.5273932391451663,-0.03854273335368452,-0.014956653871380444
APM,2020-08-18,3.3,3.5,3.28,3.48,4702,3.4800000000000013,3.519550597753569,3.543984698276779,-0.024434100523210045,-0.009060134000804312
APM,2020-08-17,3.33,3.425,3.33,3.35,5609,3.350000000000001,3.5267416155269453,3.5491034741389216,-0.02236185861197626,-0.005216642370202879
APM,2020-08-14,3.5,3.56,3.475,3.5,13820,3.5000000000000013,3.558876454713663,3.5650317520700354,-0.006155297356372547,-0.0009303383097595341
APM,2020-08-13,3.43,3.5498,3.43,3.52,4417,3.5200000000000014,3.5695812646616014,3.5702342922356385,-0.0006530275740370682,0.00037590145189371927
APM,2020-08-12,3.58,3.62,3.57,3.62,3436,3.6200000000000014,3.5785960400546197,3.5742530356144897,0.004343004440130471,0.0006331337083764161
APM,2020-08-11,3.68,3.68,3.6,3.6,2300,3.6000000000000014,3.5710680473372785,3.570593278463649,0.0004747688736292943,-0.00029433397456198664
APM,2020-08-10,3.7,3.7,3.54,3.54,4747,3.5400000000000014,3.5658076923076925,3.5682407407407415,-0.0024330484330485898,-0.00048660968660980687
APM,2020-08-07,3.6,3.63,3.55,3.5705,11700,3.570500000000002,3.5705,3.5705,0.0,0.0
