Symbol,Date,Open,High,Low,Close,Volume,EGLX SMA,EGLX spanTwelveEMA,EGLX spanTwntySixEMA,EGLX_x,EGLX_y
EGLX,2021-06-28,5.88,5.94,5.71,5.85,127118,5.85,5.819928598857578,6.01941377998604,-0.1994851811284625,-0.14520396090567655
EGLX,2021-06-25,5.63,5.666,5.61,5.61,3084,5.61,5.814461071377137,6.032966882384923,-0.2185058110077866,-0.13163365584998002
EGLX,2021-06-24,5.78,5.83,5.76,5.76,11675,5.76,5.851635811627525,6.066804232975717,-0.2151684213481921,-0.10991561706052835
EGLX,2021-06-23,5.6056,5.6199,5.5,5.5127,37833,5.5127,5.868296868287075,6.091348571613775,-0.2230517033266998,-0.0836024159886124
EGLX,2021-06-22,5.47,5.47,5.35,5.35,10798,5.35,5.9329508443392704,6.137640457342877,-0.2046896130036062,-0.048740094154090516
EGLX,2021-06-21,5.55,5.55,5.43,5.46,9022,5.46,6.038941906946411,6.200651693930307,-0.1617097869838959,-0.009752714441711583
EGLX,2021-06-18,5.56,5.58,5.53,5.58,4254,5.58,6.144204071845758,6.259903829444731,-0.1156997575989731,0.028236553693834508
EGLX,2021-06-17,5.62,5.73,5.55,5.67,6231,5.67,6.246786630363168,6.31429613580031,-0.0675095054371421,0.06422063151703641
EGLX,2021-06-16,5.73,5.83,5.73,5.83,4821,5.83,6.351656926792835,6.365839826664336,-0.0141828998715007,0.09715316575558106
EGLX,2021-06-15,6.05,6.1,6.02,6.02,41862,6.02,6.446503640755168,6.408707012797482,0.037796627957686,0.12498718216235175
EGLX,2021-06-14,6.31,6.34,6.2601,6.2601,37780,6.2601,6.524049757256108,6.439803573821281,0.0842461834348275,0.14678482071351817
EGLX,2021-06-11,6.09,6.25,6.09,6.2,110185,6.2,6.572040622211764,6.454179859726983,0.1178607624847813,0.1624194800331908
EGLX,2021-06-10,6.5,6.64,6.5,6.6,38978,6.6,6.639684371704813,6.474514248505142,0.1651701231996707,0.17355915942029312
EGLX,2021-06-09,6.72,6.72,6.68,6.7086,1372,6.7086,6.646899712014779,6.464475388385553,0.1824243236292257,0.1756564184754487
EGLX,2021-06-08,6.85,6.91,6.79,6.91,4330,6.91,6.635681477835648,6.444945419456397,0.190736058379251,0.1739644421870044
EGLX,2021-06-07,6.64,6.64,6.61,6.61,7776,6.61,6.585805382896675,6.407741053012909,0.1780643298837656,0.16977153813894275
EGLX,2021-06-04,6.45,6.5,6.44,6.5,2937,6.5,6.581406361605161,6.391560337253941,0.1898460243512199,0.167698340202737
EGLX,2021-06-03,6.68,6.68,6.68,6.68,2679,6.68,6.596207518260645,6.382885164234256,0.2133223540263884,0.16216141916561627
EGLX,2021-06-02,6.98,6.98,6.98,6.98,984,6.98,6.580972521580763,6.359115977372997,0.2218565442077658,0.14937118545042322
EGLX,2021-06-01,6.88,6.88,6.88,6.88,2502,6.88,6.5084220709590825,6.309445255562837,0.1989768153962456,0.13124984576108759
EGLX,2021-06-01,6.88,6.88,6.88,6.88,2502,6.88,6.440862447497097,6.263800876007863,0.1770615714892338,0.11431810335229806
EGLX,2021-05-28,6.55,6.63,6.55,6.63,2193,6.63,6.361019256132932,6.214504946088493,0.1465143100444397,0.09863223631806411
EGLX,2021-05-27,6.27,6.27,6.27,6.27,1722,6.27,6.31211366633892,6.181265341775572,0.130848324563348,0.0866617178864702
EGLX,2021-05-26,6.62,6.62,6.5,6.5,4617,6.5,6.31977069658236,6.174166569117618,0.1456041274647415,0.07561506621725074
EGLX,2021-05-25,6.54,6.57,6.54,6.57,1546,6.57,6.287001732324607,6.148099894647028,0.1389018376775794,0.05811780090537804
EGLX,2021-05-24,6.7,6.7,6.7,6.7,1107,6.7,6.235547501838171,6.11434788621879,0.121199615619381,0.03792179171232768
EGLX,2021-05-21,6.7,6.8829,6.7,6.8829,2506,6.8829,6.151101593081475,6.0674957171162935,0.0836058759651816,0.017102335735564324
EGLX,2021-05-20,6.3,6.35,6.3,6.35,3588,6.35,6.018047337278107,6.002263374485597,0.0157839627925095,0.00047645067815999193
EGLX,2021-05-19,5.79,5.79,5.75,5.78,4983,5.78,5.957692307692308,5.974444444444445,-0.016752136752137,-0.0033504273504274098
EGLX,2021-05-18,5.86,6.02,5.86,5.99,16342,5.99,5.99,5.99,0.0,0.0
