Symbol,Date,Open,High,Low,Close,Volume,AEG SMA,AEG spanTwelveEMA,AEG spanTwntySixEMA,AEG_x,AEG_y
AEG,2021-06-28,4.21,4.21,4.2,4.2,13566,4.2,4.314985505434577,4.464519893302162,-0.1495343878675852,-0.1259139121504029
AEG,2021-06-25,4.22,4.22,4.21,4.21,14289,4.21,4.335891960968136,4.485681484766335,-0.1497895237981987,-0.1200087932211073
AEG,2021-06-24,4.18,4.2,4.18,4.19,19065,4.19,4.358781408416888,4.507736003547642,-0.1489545951307533,-0.11256361057683444
AEG,2021-06-23,4.17,4.17,4.1672,4.17,21909,4.17,4.389468937219959,4.533154883831453,-0.1436859466114937,-0.10346586443835469
AEG,2021-06-22,4.18,4.19,4.17,4.17,66830,4.17,4.429372380350861,4.562207274537969,-0.1328348941871082,-0.09341084389506994
AEG,2021-06-21,4.22,4.221,4.22,4.221,13739,4.221,4.476530994960108,4.593583856501006,-0.1170528615408974,-0.08355483132206036
AEG,2021-06-18,4.23,4.23,4.21,4.215,123444,4.215,4.5229911758619465,4.623390565021087,-0.1003993891591399,-0.07518032376735109
AEG,2021-06-17,4.56,4.57,4.56,4.57,32526,4.57,4.57898957147321,4.6560618102227735,-0.0770722387495634,-0.06887555741940365
AEG,2021-06-16,4.49,4.49,4.48,4.48,6709,4.48,4.580624039013793,4.662946755040595,-0.0823227160268018,-0.0668263870868637
AEG,2021-06-15,4.49,4.5,4.49,4.5,5237,4.5,4.598919318834483,4.677582495443843,-0.0786631766093606,-0.06295230485187917
AEG,2021-06-14,4.51,4.52,4.51,4.52,21431,4.52,4.616904649531661,4.691789095079352,-0.0748844455476902,-0.0590245869125088
AEG,2021-06-11,4.52,4.53,4.52,4.53,19417,4.53,4.634523676719236,4.7055322226857,-0.071008545966464,-0.05505962225371321
AEG,2021-06-10,4.57,4.58,4.57,4.57,9557,4.57,4.653527981577279,4.719574800500556,-0.0660468189232776,-0.05107239132552552
AEG,2021-06-09,4.52,4.53,4.52,4.525,13132,4.525,4.668714887318602,4.731540784540601,-0.062825897221999,-0.0473287844260877
AEG,2021-06-08,4.55,4.56,4.55,4.56,29324,4.56,4.694844866831075,4.748064047303849,-0.0532191804727739,-0.043454506227109856
AEG,2021-06-07,4.62,4.62,4.61,4.61,17805,4.61,4.719362115345816,4.763109171088156,-0.0437470557423402,-0.04101333766569383
AEG,2021-06-04,4.72,4.73,4.72,4.73,20839,4.73,4.739246136317783,4.775357904775209,-0.0361117684574265,-0.040329908146532215
AEG,2021-06-03,4.74,4.74,4.73,4.7389,13384,4.7389,4.740927252011925,4.778986537157225,-0.0380592851452998,-0.04138444306880884
AEG,2021-06-02,4.77,4.77,4.77,4.77,12861,4.77,4.741295843286821,4.782193460129803,-0.0408976168429822,-0.04221573254968608
AEG,2021-06-01,4.74,4.74,4.74,4.74,29473,4.74,4.736076905702607,4.783168936940187,-0.0470920312375797,-0.04254526147636204
AEG,2021-06-01,4.74,4.74,4.74,4.74,29473,4.74,4.735363615830354,4.7866224518954015,-0.0512588360650472,-0.04140856903605761
AEG,2021-05-28,4.71,4.71,4.69,4.69,63844,4.69,4.7345206368904185,4.790352248047034,-0.0558316111566155,-0.0389460022788102
AEG,2021-05-27,4.69,4.7,4.69,4.7,44600,4.7,4.742615298143222,4.798380427890796,-0.0557651297475745,-0.03472460005935887
AEG,2021-05-26,4.6,4.6,4.58,4.59,67824,4.59,4.750363534169262,4.80625086212206,-0.0558873279527984,-0.029464467637304953
AEG,2021-05-25,4.72,4.72,4.71,4.71,27077,4.71,4.779520540381855,4.823550931091825,-0.0440303907099703,-0.022858752558431568
AEG,2021-05-24,4.69,4.69,4.68,4.68,12711,4.68,4.792160638633101,4.832635005579171,-0.0404743669460696,-0.01756584302054686
AEG,2021-05-21,4.7,4.7,4.7,4.7,15020,4.7,4.812553482020938,4.844845806025504,-0.0322923240045662,-0.011838712039166163
AEG,2021-05-20,4.71,4.71,4.7,4.71,14550,4.71,4.83301775147929,4.856433470507545,-0.0234157190282546,-0.0067253090478161335
AEG,2021-05-19,4.73,4.73,4.7164,4.72,16545,4.72,4.855384615384615,4.868148148148148,-0.0127635327635324,-0.0025527065527064965
AEG,2021-05-18,4.87,4.88,4.87,4.88,14277,4.88,4.88,4.88,0.0,0.0
