Symbol,Date,Open,High,Low,Close,Volume,NGD SMA,NGD spanTwelveEMA,NGD spanTwntySixEMA,NGD_x,NGD_y
NGD,2021-06-28,1.81,1.82,1.8,1.82,17920,1.82,1.941975905859692,1.9883223446953544,-0.0463464388356622,-0.012230327354055617
NGD,2021-06-25,1.87,1.88,1.86,1.86,24933,1.86,1.964153343288727,2.001788132270983,-0.0376347889822559,-0.0037012994836539024
NGD,2021-06-24,1.86,1.88,1.85,1.85,31400,1.85,1.9830903147957684,2.013131182852661,-0.0300408680568931,0.004782072890996601
NGD,2021-06-23,1.88,1.88,1.88,1.88,4123,1.88,2.0072885538495444,2.0261816774808743,-0.0188931236313298,0.013487808127968915
NGD,2021-06-22,1.91,1.93,1.89,1.92,74993,1.92,2.030431927276734,2.037876211679344,-0.0074442844026099,0.021583041067793615
NGD,2021-06-21,1.89,1.9,1.885,1.8985,58059,1.8985,2.0505104595088675,2.047306308613692,0.0032041508951756,0.028839872435394494
NGD,2021-06-18,1.98,1.99,1.97,1.975,30384,1.975,2.078148724874116,2.059210813302787,0.0189379115713288,0.0352488028204492
NGD,2021-06-17,2.0,2.03,1.98,2.0,346265,2.0,2.0969030384875915,2.06594767836701,0.0309553601205814,0.03932652563272928
NGD,2021-06-16,2.14,2.14,2.12,2.1399,48609,2.1399,2.1145217727580627,2.071223492636371,0.0432982801216916,0.04141931701076624
NGD,2021-06-15,2.19,2.19,2.18,2.18,33040,2.18,2.109907549623165,2.0657293720472807,0.0441781775758842,0.04094957623303488
NGD,2021-06-14,2.12,2.1315,2.11,2.1315,133330,2.1315,2.0971634677364674,2.0565877218110638,0.0405757459254041,0.040142425897322524
NGD,2021-06-11,2.16,2.18,2.16,2.17,65496,2.17,2.0909204618703705,2.0505947395559483,0.0403257223144222,0.04003409589030223
NGD,2021-06-10,2.0,2.04,2.0,2.04,414535,2.04,2.07654236402862,2.0410423187204243,0.0355000453081952,0.03996118928427224
NGD,2021-06-09,2.07,2.08,2.07,2.08,67065,2.08,2.0831864302156413,2.041125704218058,0.0420607259975831,0.04107647527829136
NGD,2021-06-08,2.11,2.12,2.1,2.11,47938,2.11,2.08376578116394,2.0380157605555027,0.0457500206084371,0.04083041259846842
NGD,2021-06-07,2.09,2.1,2.07,2.08,71249,2.08,2.078995923193747,2.032257021399943,0.046738901793804,0.03960051059597624
NGD,2021-06-04,2.1,2.11,2.1,2.11,81211,2.11,2.0788133637744286,2.0284375831119386,0.05037578066249,0.037815912796519295
NGD,2021-06-03,2.13,2.14,2.1,2.13,226965,2.13,2.0731430662788704,2.021912589760894,0.0512304765179765,0.0346759458300266
NGD,2021-06-02,2.14,2.17,2.13,2.15,144798,2.15,2.0628054419659376,2.013265596941765,0.0495398450241721,0.030537313158039116
NGD,2021-06-01,2.13,2.14,2.12,2.13,49425,2.13,2.046951885959744,2.0023268446971065,0.0446250412626376,0.025786680191505734
NGD,2021-06-01,2.13,2.14,2.12,2.13,49425,2.13,2.031852228861516,1.9921129922728755,0.0397392365886408,0.02107708992372275
NGD,2021-05-28,2.08,2.085,2.07,2.0702,37047,2.0702,2.01400717956361,1.981082031654705,0.0329251479089047,0.01641155325749328
NGD,2021-05-27,2.09,2.1,2.0811,2.1,32578,2.1,2.00379030312063,1.973952594187082,0.0298377089335479,0.012283154594640347
NGD,2021-05-26,2.08,2.09,2.07,2.08,34473,2.08,1.9862976309607443,1.9638688017220485,0.022428829238696,0.007894516009913437
NGD,2021-05-25,2.04,2.04,2.03,2.03,101983,2.03,1.9692608365899709,1.9545783058598123,0.0146825307301585,0.00426093770271784
NGD,2021-05-24,2.05,2.05,2.04,2.045,107820,2.045,1.9582173523336015,1.9485445703285973,0.0096727820050044,0.001655539445857656
NGD,2021-05-21,1.99,1.99,1.9819,1.9819,72569,1.9819,1.9424386891215293,1.940828135954885,0.0016105531666446,-0.00034877119392898246
NGD,2021-05-20,1.92,1.94,1.92,1.9346,79138,1.9346,1.935263905325444,1.937542386831276,-0.0022784815058318,-0.0008386022840723229
NGD,2021-05-19,1.89,1.92,1.88,1.91,126032,1.91,1.9353846153846157,1.9377777777777776,-0.0023931623931625,-0.0004786324786323793
NGD,2021-05-18,1.95,1.95,1.94,1.94,59492,1.94,1.94,1.94,0.0,0.0
