Symbol,Date,Open,High,Low,Close,Volume,AGEN SMA,AGEN spanTwelveEMA,AGEN spanTwntySixEMA,AGEN_x,AGEN_y
AGEN,2021-06-28,5.43,5.43,5.41,5.42,45728,5.42,5.2001036314909,4.896345305454222,0.3037583260366778,0.26989212379933847
AGEN,2021-06-25,5.45,5.4611,5.42,5.4562,22757,5.4562,5.160122473580155,4.854452929890559,0.3056695436895955,0.26142557324000365
AGEN,2021-06-24,5.46,5.5,5.4501,5.4699,143195,5.4699,5.106290196049274,4.806313164281804,0.2999770317674697,0.25036458062760564
AGEN,2021-06-23,5.18,5.23,5.18,5.2095,41990,5.2095,5.040179322603687,4.753226217424349,0.2869531051793377,0.23796146784263958
AGEN,2021-06-22,5.3,5.35,5.3,5.34,38048,5.34,5.009393744895267,4.716724314818297,0.2926694300769696,0.22571355850846506
AGEN,2021-06-21,5.28,5.3119,5.2784,5.29,45311,5.29,4.949283516694406,4.666862260003761,0.282421256690645,0.20897459061633888
AGEN,2021-06-18,5.22,5.27,5.2,5.21,285294,5.21,4.887335065184298,4.617011240804061,0.2703238243802373,0.19061292409776232
AGEN,2021-06-17,5.21,5.22,5.14,5.16,129379,5.16,4.828668713399625,4.569572140068386,0.2590965733312389,0.17068519902714357
AGEN,2021-06-16,5.04,5.08,5.0,5.08,22217,5.08,4.768426661290466,4.522337911273857,0.2460887500166091,0.14858235545111972
AGEN,2021-06-15,5.11,5.12,5.1,5.1115,20309,5.1115,4.711776963343278,4.477724944175765,0.2340520191675121,0.12420575680974735
AGEN,2021-06-14,5.16,5.21,5.16,5.2,64856,5.2,4.63910004758751,4.427022939709826,0.2120771078776835,0.09674419122030614
AGEN,2021-06-11,5.07,5.1245,5.0405,5.09,147978,5.09,4.537118238057966,4.365184774886612,0.1719334631713538,0.06791096205596178
AGEN,2021-06-10,5.09,5.0948,5.06,5.0718,33056,5.0718,4.4365942813412325,4.307199556877541,0.1293947244636912,0.041905336777113764
AGEN,2021-06-09,4.865,4.96,4.842,4.96,109930,4.96,4.321102332494183,4.246031521427745,0.0750708110664382,0.020032989855469384
AGEN,2021-06-08,4.36,4.47,4.36,4.47,144611,4.47,4.204939120220399,4.188914043141964,0.0160250770784342,0.006273534552727177
AGEN,2021-06-07,4.03,4.1,4.03,4.07,31353,4.07,4.156746232987744,4.166427166593321,-0.0096809336055772,0.0038356489213001842
AGEN,2021-06-04,4.07,4.07,4.0325,4.0461,34749,4.0461,4.172518275349152,4.174141339920786,-0.0016230645716346,0.00721479455301953
AGEN,2021-06-03,4.03,4.08,4.0201,4.06,56046,4.06,4.195503416321724,4.18438464711445,0.0111187692072745,0.009424259334183071
AGEN,2021-06-02,4.23,4.2863,4.23,4.235,36341,4.235,4.220140401107493,4.194335418883606,0.025804982223887,0.009000631865910214
AGEN,2021-06-01,4.39,4.4,4.35,4.36,115306,4.36,4.21743865585431,4.191082252394294,0.0263564034600163,0.004799544276416004
AGEN,2021-06-01,4.39,4.4,4.35,4.36,115306,4.36,4.191518411464184,4.1775688325858376,0.0139495788783463,-0.0005896705194840791
AGEN,2021-05-28,4.18,4.24,4.18,4.24,34139,4.24,4.160885395366763,4.162974339192704,-0.0020889438259414,-0.0042244828689416885
AGEN,2021-05-27,4.15,4.19,4.15,4.1682,38113,4.1682,4.146500921797084,4.156812286328121,-0.010311364531037,-0.0047583676296917374
AGEN,2021-05-26,4.05,4.0528,4.015,4.05,40048,4.05,4.1425556348511,4.15590126923437,-0.0133456343832705,-0.003370118404355398
AGEN,2021-05-25,4.06,4.08,4.0301,4.039,28537,4.039,4.159383932096754,4.164373370773119,-0.0049894386763655,-0.0008762394096268389
AGEN,2021-05-24,4.2256,4.25,4.22,4.22,53607,4.22,4.181271919750709,4.174403240434969,0.0068686793157404,0.00015206040705784845
AGEN,2021-05-21,4.24,4.25,4.23,4.241,90732,4.241,4.174230450614474,4.170755499669766,0.0034749509447085,-0.0015270943201127949
AGEN,2021-05-20,4.16,4.28,4.1338,4.2629,172004,4.2629,4.162090532544378,4.165135939643347,-0.0030454070989689,-0.0027776056363181213
AGEN,2021-05-19,4.0,4.08,3.9876,4.0,668005,4.0,4.143761538461538,4.157314814814815,-0.013553276353277,-0.002710655270655416
AGEN,2021-05-18,4.22,4.23,4.1573,4.1699,762213,4.1699,4.1699,4.1699,0.0,0.0
