Symbol,Date,Open,High,Low,Close,Volume,ATOS SMA,ATOS spanTwelveEMA,ATOS spanTwntySixEMA,ATOS_x,ATOS_y
ATOS,2021-06-28,7.6135,7.74,7.58,7.7201,398476,7.7201,6.23029728349923,5.253603599334817,0.9766936841644124,0.6775617184271159
ATOS,2021-06-25,8.01,8.16,8.01,8.12,316209,8.12,5.959424062317272,5.0562838872816025,0.9031401750356692,0.6027787269927917
ATOS,2021-06-24,7.2814,7.34,7.2,7.324,250136,7.324,5.566592073647685,4.811186598264131,0.7554054753835544,0.5276883649820723
ATOS,2021-06-23,6.59,6.77,6.55,6.68,543889,6.68,5.247063359765447,4.610161526125261,0.6369018336401853,0.4707590873817017
ATOS,2021-06-22,6.25,6.26,6.155,6.17,351290,6.17,4.986529425177347,4.444574448215282,0.5419549769620646,0.42922340081708077
ATOS,2021-06-21,5.6,5.69,5.6,5.66,261539,5.66,4.771352957027774,4.306540404072504,0.4648125529552693,0.4010405067808348
ATOS,2021-06-18,5.1282,5.2164,5.08,5.2099,152808,5.2099,4.60978076739646,4.198263636398305,0.4115171309981553,0.38509749523722614
ATOS,2021-06-17,4.66,4.66,4.62,4.63,81337,4.63,4.500668179650361,4.117332727310169,0.3833354523401926,0.3784925862969938
ATOS,2021-06-16,4.64,4.67,4.625,4.6615,59104,4.6615,4.4771533032231545,4.076319345494983,0.4008339577281719,0.377281869786194
ATOS,2021-06-15,4.63,4.66,4.57,4.6518,423818,4.6518,4.443635721991001,4.029504893134581,0.41413082885642,0.3713938478006995
ATOS,2021-06-14,4.41,4.43,4.36,4.37,588454,4.37,4.40578767144391,3.979721284585347,0.4260663868585634,0.36070960253676937
ATOS,2021-06-11,4.48,4.49,4.2,4.2601,657517,4.2601,4.4122945207973485,3.9484989873521754,0.463795533445174,0.34437040645632083
ATOS,2021-06-10,4.15,4.3,4.14,4.2901,513394,4.2901,4.439966251851412,3.923570906340348,0.5163953455110635,0.3145141247091077
ATOS,2021-06-09,5.57,5.8,5.57,5.7869,608973,5.7869,4.467214661278941,3.894248578847576,0.5729660824313649,0.26404381950861866
ATOS,2021-06-08,6.3,6.48,6.22,6.4799,549246,6.4799,4.227271872420567,3.742836465155383,0.4844354072651842,0.186813253777932
ATOS,2021-06-07,4.9,4.97,4.9,4.97,261346,4.97,3.8177031219515793,3.523871382367813,0.2938317395837662,0.11240771540611905
ATOS,2021-06-04,4.5453,4.59,4.5453,4.5797,181734,4.5797,3.6081945986700488,3.4081810929572383,0.2000135057128105,0.06705170936170725
ATOS,2021-06-03,3.94,3.96,3.92,3.9501,139295,3.9501,3.431557252973694,3.3144595803938177,0.1170976725798764,0.033811260273931436
ATOS,2021-06-02,3.99,4.0,3.97,3.991,225175,3.991,3.3372767535143657,3.263608346825323,0.0736684066890425,0.012989657197445173
ATOS,2021-06-01,3.32,3.34,3.32,3.34,140205,3.34,3.218417981426068,3.2054170145713488,0.0130009668547192,-0.0021800301754541602
ATOS,2021-06-01,3.32,3.34,3.32,3.34,140205,3.34,3.196312159867172,3.194650375737057,0.0016617841301149,-0.005975279432997524
ATOS,2021-05-28,3.16,3.2,3.16,3.195,54406,3.195,3.17018709802484,3.183022405796021,-0.0128353077711818,-0.00788454532377576
ATOS,2021-05-27,3.14,3.16,3.13,3.16,31109,3.16,3.165675661302083,3.182064198259703,-0.0163885369576197,-0.00664685471192447
ATOS,2021-05-26,3.0,3.01,2.96,2.97,236770,2.97,3.1667075997206435,3.183829334120479,-0.0171217343998355,-0.004211434150500644
ATOS,2021-05-25,3.17,3.19,3.16,3.18,78568,3.18,3.2024726178516696,3.200935680850117,0.0015369370015525,-0.0009838590881669164
ATOS,2021-05-24,3.24,3.26,3.23,3.238,77891,3.238,3.206558548370155,3.2026105353181262,0.0039480130520286,-0.0016140581105967833
ATOS,2021-05-21,3.26,3.3,3.26,3.29,55069,3.29,3.200841920801092,3.199779378143576,0.0010625426575159,-0.003004575901253137
ATOS,2021-05-20,3.27,3.27,3.24,3.25,29518,3.25,3.1846313609467454,3.192561728395062,-0.0079303674483166,-0.004021355540945404
ATOS,2021-05-19,3.09,3.1,3.0,3.0113,422689,3.0113,3.1727461538461537,3.1879666666666666,-0.0152205128205129,-0.003044102564102591
ATOS,2021-05-18,3.27,3.3,3.1804,3.2021,328889,3.2021,3.2021,3.2021,0.0,0.0
